"species"	"expanded"	"extracted"	"ratio_of_expanded_to_extracted"
"Saccharomyces_kudriavzevii"	6	179	0.0335195530726257
"yHMPu5000041693_Debaryomyces_nepalensis"	99	208	0.475961538461538
"yHMPu5000035271_Wickerhamomyces_bovis"	21	96	0.21875
"Torulaspora_delbrueckii"	3	93	0.032258064516129
"yHMPu5000035640_Yamadazyma_philogaea"	73	180	0.405555555555556
"yHMPu5000026197_Brettanomyces_custersianus"	48	128	0.375
"yHMPu5000034637_Ogataea_populiabae"	41	96	0.427083333333333
"Candida_infanticola"	14	150	0.0933333333333333
"Candida_boidinii_JCM9604"	56	174	0.32183908045977
"Zygosaccharomyces_rouxii"	9	101	0.0891089108910891
"yHMPu5000034761_Lipomyces_lipofer"	77	29	2.6551724137931
"yHMPu5000034999_Cephaloascus_fragrans"	43	60	0.716666666666667
"yHMPu5000034604_Sporopachydermia_lactativora"	11	24	0.458333333333333
"yHMPu5000034988_Candida_fructus"	154	99	1.55555555555556
"yHMPu5000035667_Kurtzmaniella_cleridarum"	102	43	2.37209302325581
"Saccharomyces_arboricola"	10	171	0.0584795321637427
"Wickerhamomyces_anomalus"	33	51	0.647058823529412
"Candida_glabrata"	10	42	0.238095238095238
"yHMPu5000035296_Priceomyces_carsonii"	119	175	0.68
"yHMPu5000034610_Saturnispora_hagleri"	112	73	1.53424657534247
"yHMPu5000035641_Yamadazyma_scolyti"	98	282	0.347517730496454
"Ambrosiozyma_kashinagacola"	43	74	0.581081081081081
"yHMPu5000034623_Pichia_norvegensis"	75	130	0.576923076923077
"yHMPu5000034749_Lipomyces_mesembrius"	5	23	0.217391304347826
"Lachancea_mirantina"	10	120	0.0833333333333333
"yHMPu5000034671_Blastobotrys_peoriensis"	10	27	0.37037037037037
"Metschnikowia_shivogae"	220	64	3.4375
"Candida_arabinofermentans"	32	120	0.266666666666667
"yHMPu5000034974_Deakozyma_indianensis"	8	58	0.137931034482759
"Kuraishia_capsulata"	29	43	0.674418604651163
"yHMPu5000034978_Cyberlindnera_mrakii"	9	61	0.147540983606557
"yHMPu5000034891_Ogataea_pini"	35	48	0.729166666666667
"yHMPu5000035318_Hyphopichia_heimii"	133	50	2.66
"yHAB132_Kazachstania_martiniae"	42	152	0.276315789473684
"yHMPu5000041840_Candida_wancherniae"	185	236	0.783898305084746
"yHMPu5000035695_Hanseniaspora_pseudoguilliermondii"	5	35	0.142857142857143
"Eremothecium_coryli"	4	45	0.0888888888888889
"yHMPu5000035011_Candida_pyralidae"	99	175	0.565714285714286
"yHMPu5000034673_Blastobotrys_nivea"	111	53	2.09433962264151
"Pichia_membranifaciens"	61	205	0.297560975609756
"yHMPu5000034998_Cephaloascus_albidus"	68	87	0.781609195402299
"yHAB166_Kazachstania_yakushimaensis"	52	39	1.33333333333333
"yHMPu5000035261_Candida_ponderosae"	53	154	0.344155844155844
"Kazachstania_africana"	30	86	0.348837209302326
"yHMPu5000034892_Ogataea_pilisensis"	47	55	0.854545454545454
"yHMPu5000034660_Diddensiella_caesifluorescens"	15	78	0.192307692307692
"Alloascoidea_hylecoeti"	237	772	0.30699481865285
"Metschnikowia_similis"	288	153	1.88235294117647
"Wickerhamiella_domercqiae"	10	198	0.0505050505050505
"Metschnikowia_kipukae"	260	303	0.858085808580858
"yHMPu5000034973_Danielozyma_ontarioensis"	123	210	0.585714285714286
"yHMPu5000026274_Komagataella_populi"	14	19	0.736842105263158
"Tetrapisispora_blattae"	18	40	0.45
"Lodderomyces_elongisporus"	110	59	1.86440677966102
"yHMPu5000026137_Ambrosiozyma_ambrosiae"	41	58	0.706896551724138
"Lachancea_fantastica"	6	33	0.181818181818182
"Yarrowia_lipolytica"	3	18	0.166666666666667
"yHMPu5000035047_Barnettozyma_pratensis"	17	77	0.220779220779221
"Lachancea_dasiensis"	14	80	0.175
"yHMPu5000035703_Cyberlindnera_americana"	11	41	0.268292682926829
"yHMPu5000034605_Spencermartinsiella_europaea"	34	62	0.548387096774194
"yHMPu5000034952_Citeromyces_siamensis"	552	60	9.2
"Zygosaccharomyces_bailii"	8	66	0.121212121212121
"yHMPu5000034963_Hanseniaspora_clermontiae"	7	38	0.184210526315789
"Kluyveromyces_marxianus"	8	55	0.145454545454545
"yHMPu5000034950_Citeromyces_hawaiiensis"	55	84	0.654761904761905
"yHMPu5000035032_Candida_gatunensis"	86	222	0.387387387387387
"Tortispora_caseinolytica"	2	95	0.0210526315789474
"yHMPu5000035022_Candida_emberorum"	104	113	0.920353982300885
"Candida_homilentoma"	128	82	1.5609756097561
"Wickerhamia_fluorescens"	104	162	0.641975308641975
"yHMPu5000034881_Torulaspora_pretoriensis"	168	41	4.09756097560976
"Lachancea_thermotolerans"	4	36	0.111111111111111
"Scheffersomyces_stipitis"	113	64	1.765625
"Lipomyces_starkeyi"	10	18	0.555555555555556
"Spathaspora_hagerdaliae"	115	77	1.49350649350649
"yHMPu5000035689_Candida_mycetangii"	17	66	0.257575757575758
"yHMPu5000035629_Yueomyces_sinensis"	16	84	0.19047619047619
"yHMPu5000034674_Blastobotrys_muscicola"	24	119	0.201680672268908
"yHMPu5000035252_Yamadazyma_nakazawae"	91	94	0.968085106382979
"Metschnikowia_cerradonensis"	444	154	2.88311688311688
"yHMPu5000026142_Citeromyces_matritensis"	72	93	0.774193548387097
"yHMPu5000034883_Peterozyma_xylosa"	22	37	0.594594594594595
"yHMPu5000035650_Trigonopsis_variabilis"	16	41	0.390243902439024
"yHAB153_Kazachstania_rosinii"	16	69	0.231884057971014
"yHMPu5000035268_Wickerhamomyces_hampshirensis"	34	118	0.288135593220339
"Sporopachydermia_quercuum"	15	20	0.75
"yHMPu5000035242_Zygoascus_ofunaensis"	17	56	0.303571428571429
"Scheffersomyces_lignosus"	119	48	2.47916666666667
"Metschnikowia_borealis"	416	172	2.41860465116279
"yHMPu5000041833_Candida_tammaniensis"	110	120	0.916666666666667
"yHMPu5000035681_Candida_gotoi"	136	99	1.37373737373737
"yHMPu5000035302_Candida_fragi"	97	109	0.889908256880734
"yHMPu5000034629_Pichia_exigua"	58	162	0.358024691358025
"Candida_orthopsilosis"	70	89	0.786516853932584
"Metschnikowia_drakensbergensis"	230	140	1.64285714285714
"yHMPu5000034648_Candida_restingae"	97	68	1.42647058823529
"Candida_sojae"	123	229	0.537117903930131
"Hyphopichia_burtonii"	109	206	0.529126213592233
"yHMPu5000035282_Trigonopsis_vinaria"	20	30	0.666666666666667
"yHMPu5000035286_Candida_azyma"	7	29	0.241379310344828
"Lachancea_kluyveri"	22	80	0.275
"Vanderwaltozyma_polyspora"	48	51	0.941176470588235
"yHMPu5000034876_Tetrapisispora_iriomotensis"	70	66	1.06060606060606
"yHMPu5000034669_Blastobotrys_raffinofermentans"	33	15	2.2
"yHMPu5000035672_Phaffomyces_thermotolerans"	8	55	0.145454545454545
"Spathaspora_arborariae"	91	110	0.827272727272727
"yHAB143_Kazachstania_siamensis"	15	116	0.129310344827586
"Pachysolen_tannophilus"	41	122	0.336065573770492
"Candida_tropicalis"	119	68	1.75
"yHMPu5000035044_Barnettozyma_californica"	22	42	0.523809523809524
"yHMPu5000035243_Zygoascus_meyerae"	20	49	0.408163265306122
"yHMPu5000034612_Saturnispora_saitoi"	99	138	0.717391304347826
"yHMPu5000034887_Ogataea_trehaloabstinens"	50	66	0.757575757575758
"Lachancea_quebecensis"	5	64	0.078125
"yHMPu5000034758_Lipomyces_japonicus"	20	37	0.540540540540541
"yHMPu5000035244_Candida_incommunis"	18	43	0.418604651162791
"yHAB160_Kazachstania_kunashirensis"	36	82	0.439024390243902
"Nakazawaea_peltata"	25	75	0.333333333333333
"yHMPu5000034615_Saturnispora_zaruensis"	111	88	1.26136363636364
"yHMPu5000034646_Wickerhamiella_cacticola"	79	150	0.526666666666667
"yHMPu5000034902_Ogataea_minuta"	29	188	0.154255319148936
"yHMPu5000026145_Ambrosiozyma_vanderkliftii"	45	38	1.18421052631579
"Lachancea_nothofagi"	6	73	0.0821917808219178
"yHMPu5000034748_Lipomyces_oligophaga"	7	52	0.134615384615385
"yHMPu5000035665_Middelhovenomyces_tepae"	39	88	0.443181818181818
"yHMPu5000041863_Candida_gorgasii"	110	132	0.833333333333333
"yHMPu5000035018_Candida_canberraensis"	113	63	1.79365079365079
"Tetrapisispora_phaffii"	5	41	0.121951219512195
"yHMPu5000034875_Tetrapisispora_fleetii"	3	37	0.0810810810810811
"Naumovozyma_castellii"	13	104	0.125
"Candida_intermedia"	171	95	1.8
"yHMPu5000035639_Wickerhamomyces_canadensis"	12	46	0.260869565217391
"Kluyveromyces_lactis"	5	27	0.185185185185185
"yHMPu5000034754_Lipomyces_arxii"	10	15	0.666666666666667
"Ogataea_parapolymorpha"	28	42	0.666666666666667
"Metschnikowia_matae_maris"	460	125	3.68
"yHMPu5000034655_Botryozyma_nematodophila"	107	111	0.963963963963964
"yHMPu5000034947_Ambrosiozyma_philentoma"	72	64	1.125
"yHMPu5000035662_Meyerozyma_caribbica"	86	103	0.83495145631068
"yHMPu5000034979_Cyberlindnera_misumaiensis"	12	57	0.210526315789474
"Metschnikowia_bowlesiae"	325	128	2.5390625
"Candida_sorboxylosa"	49	201	0.243781094527363
"Arxula_adeninivorans"	1	29	0.0344827586206897
"yHMPu5000035033_Candida_cretensis"	87	97	0.896907216494845
"yHMPu5000041713_Debaryomyces_maramus"	117	189	0.619047619047619
"yHMPu5000034710_Kluyveromyces_dobzhanskii"	4	38	0.105263157894737
"yHMPu5000034903_Ogataea_naganishii"	44	91	0.483516483516484
"yHMPu5000035654_Tortispora_ganteri"	15	17	0.882352941176471
"yHMPu5000034597_Candida_stellimalicola"	10	47	0.212765957446809
"Nadsonia_fulvescens_var_elongata"	9	19	0.473684210526316
"Metschnikowia_dekortum"	274	149	1.83892617449664
"yHMPu5000035658_Starmera_amethionina"	30	111	0.27027027027027
"Eremothecium_sinecaudum"	9	85	0.105882352941176
"yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii"	44	32	1.375
"yHMPu5000034742_Lipomyces_suomiensis"	18	24	0.75
"yHMPu5000035671_Phaffomyces_antillensis"	10	42	0.238095238095238
"yHMPu5000034631_Martiniozyma_abiesophila"	238	119	2
"yHMPu5000035325_Cyberlindnera_petersonii"	14	86	0.162790697674419
"Saccharomyces_cerevisiae"	45	8	5.625
"Nakaseomyces_bacillisporus"	7	69	0.101449275362319
"Hanseniaspora_valbyensis"	40	38	1.05263157894737
"Kazachstania_naganishii"	18	83	0.216867469879518
"yHMPu5000034636_Ogataea_nitratoaversa"	45	41	1.09756097560976
"Yarrowia_deformans"	3	9	0.333333333333333
"yHMPu5000035040_Ambrosiozyma_maleeae"	46	127	0.362204724409449
"yHMPu5000035688_Cyberlindnera_xylosilytica"	64	83	0.771084337349398
"Nakaseomyces_bracarensis"	8	40	0.2
"yHMPu5000034986_Candida_oregonensis"	178	332	0.536144578313253
"yHMPu5000035691_Candida_salmanticensis"	18	93	0.193548387096774
"yHMPu5000034627_Pichia_heedii"	65	50	1.3
"yHMPu5000034667_Blastobotrys_serpentis"	29	58	0.5
"yHAB164_Kazachstania_aerobia"	16	45	0.355555555555556
"Spathaspora_girioi"	98	92	1.06521739130435
"Nakaseomyces_delphensis"	4	46	0.0869565217391304
"Hanseniaspora_vinae"	8	41	0.195121951219512
"Lachancea_waltii"	32	92	0.347826086956522
"yHAB158_Kazachstania_viticola"	63	91	0.692307692307692
"Metschnikowia_santaceciliae"	422	188	2.24468085106383
"yHMPu5000035677_Kodamaea_ohmeri"	103	94	1.09574468085106
"Candida_versatilis"	44	96	0.458333333333333
"yHMPu5000026256_Zygotorulaspora_mrakii"	8	73	0.10958904109589
"Cyberlindnera_jadinii"	26	62	0.419354838709677
"Candida_albicans"	134	4	33.5
"yHAB155_Kazachstania_spencerorum"	71	105	0.676190476190476
"Cyberlindnera_fabianii_JCM3601"	16	59	0.271186440677966
"yHMPu5000035046_Barnettozyma_populi"	8	48	0.166666666666667
"yHMPu5000041824_Debaryomyces_subglobosus"	101	82	1.23170731707317
"yHMPu5000034625_Pichia_kudriavzevii"	70	106	0.660377358490566
"yHMPu5000034622_Pichia_occidentalis"	76	60	1.26666666666667
