Experiment_id	Model_id	Essential_status
YDL141W	Saccharomyces_cerevisiae@YDL141W	E
YDL143W	Saccharomyces_cerevisiae@YDL143W	E
YDL145C	Saccharomyces_cerevisiae@YDL145C	E
YDL147W	Saccharomyces_cerevisiae@YDL147W	E
YDL148C	Saccharomyces_cerevisiae@YDL148C	E
YDL150W	Saccharomyces_cerevisiae@YDL150W	E
YDL153C	Saccharomyces_cerevisiae@YDL153C	E
YDL164C	Saccharomyces_cerevisiae@YDL164C	E
YDL165W	Saccharomyces_cerevisiae@YDL165W	E
YDL166C	Saccharomyces_cerevisiae@YDL166C	E
YDL193W	Saccharomyces_cerevisiae@YDL193W	E
YDL195W	Saccharomyces_cerevisiae@YDL195W	E
YDL205C	Saccharomyces_cerevisiae@YDL205C	E
YDL207W	Saccharomyces_cerevisiae@YDL207W	E
YDL208W	Saccharomyces_cerevisiae@YDL208W	E
YDL209C	Saccharomyces_cerevisiae@YDL209C	E
YDL212W	Saccharomyces_cerevisiae@YDL212W	E
YDL217C	Saccharomyces_cerevisiae@YDL217C	E
YDL220C	Saccharomyces_cerevisiae@YDL220C	E
YDL235C	Saccharomyces_cerevisiae@YDL235C	E
YDR002W	Saccharomyces_cerevisiae@YDR002W	E
YDR013W	Saccharomyces_cerevisiae@YDR013W	E
YDR016C	Saccharomyces_cerevisiae@YDR016C	E
YDR021W	Saccharomyces_cerevisiae@YDR021W	E
YDR023W	Saccharomyces_cerevisiae@YDR023W	E
YDR037W	Saccharomyces_cerevisiae@YDR037W	E
YDR041W	Saccharomyces_cerevisiae@YDR041W	E
YDR044W	Saccharomyces_cerevisiae@YDR044W	E
YDR045C	Saccharomyces_cerevisiae@YDR045C	E
YDR047W	Saccharomyces_cerevisiae@YDR047W	E
YDR050C	Saccharomyces_cerevisiae@YDR050C	E
YDR052C	Saccharomyces_cerevisiae@YDR052C	E
YDR054C	Saccharomyces_cerevisiae@YDR054C	E
YDR060W	Saccharomyces_cerevisiae@YDR060W	E
YDR062W	Saccharomyces_cerevisiae@YDR062W	E
YDR064W	Saccharomyces_cerevisiae@YDR064W	E
YDR081C	Saccharomyces_cerevisiae@YDR081C	E
YDR082W	Saccharomyces_cerevisiae@YDR082W	E
YDR086C	Saccharomyces_cerevisiae@YDR086C	E
YDR087C	Saccharomyces_cerevisiae@YDR087C	E
YDR088C	Saccharomyces_cerevisiae@YDR088C	E
YDR091C	Saccharomyces_cerevisiae@YDR091C	E
YDR113C	Saccharomyces_cerevisiae@YDR113C	E
YDR118W	Saccharomyces_cerevisiae@YDR118W	E
YDR141C	Saccharomyces_cerevisiae@YDR141C	E
YDR145W	Saccharomyces_cerevisiae@YDR145W	E
YDR160W	Saccharomyces_cerevisiae@YDR160W	E
YDR164C	Saccharomyces_cerevisiae@YDR164C	E
YDR166C	Saccharomyces_cerevisiae@YDR166C	E
YDR167W	Saccharomyces_cerevisiae@YDR167W	E
YDR168W	Saccharomyces_cerevisiae@YDR168W	E
YDR170C	Saccharomyces_cerevisiae@YDR170C	E
YDR172W	Saccharomyces_cerevisiae@YDR172W	E
YDR180W	Saccharomyces_cerevisiae@YDR180W	E
YDR182W	Saccharomyces_cerevisiae@YDR182W	E
YDR188W	Saccharomyces_cerevisiae@YDR188W	E
YDR189W	Saccharomyces_cerevisiae@YDR189W	E
YDR190C	Saccharomyces_cerevisiae@YDR190C	E
YDR196C	Saccharomyces_cerevisiae@YDR196C	E
YDR201W	Saccharomyces_cerevisiae@YDR201W	E
YDR208W	Saccharomyces_cerevisiae@YDR208W	E
YDR211W	Saccharomyces_cerevisiae@YDR211W	E
YDR212W	Saccharomyces_cerevisiae@YDR212W	E
YDR224C	Saccharomyces_cerevisiae@YDR224C	E
YDR228C	Saccharomyces_cerevisiae@YDR228C	E
YDR232W	Saccharomyces_cerevisiae@YDR232W	E
YDR235W	Saccharomyces_cerevisiae@YDR235W	E
YDR236C	Saccharomyces_cerevisiae@YDR236C	E
YDR238C	Saccharomyces_cerevisiae@YDR238C	E
YDR240C	Saccharomyces_cerevisiae@YDR240C	E
YDR243C	Saccharomyces_cerevisiae@YDR243C	E
YDR246W	Saccharomyces_cerevisiae@YDR246W	E
YDR267C	Saccharomyces_cerevisiae@YDR267C	E
YDR280W	Saccharomyces_cerevisiae@YDR280W	E
YDR288W	Saccharomyces_cerevisiae@YDR288W	E
YDR299W	Saccharomyces_cerevisiae@YDR299W	E
YDR301W	Saccharomyces_cerevisiae@YDR301W	E
YDR302W	Saccharomyces_cerevisiae@YDR302W	E
YDR303C	Saccharomyces_cerevisiae@YDR303C	E
YDR308C	Saccharomyces_cerevisiae@YDR308C	E
YDR311W	Saccharomyces_cerevisiae@YDR311W	E
YDR320C-A	Saccharomyces_cerevisiae@YDR320C-A	E
YDR324C	Saccharomyces_cerevisiae@YDR324C	E
YDR325W	Saccharomyces_cerevisiae@YDR325W	E
YDR328C	Saccharomyces_cerevisiae@YDR328C	E
YDR331W	Saccharomyces_cerevisiae@YDR331W	E
YDR339C	Saccharomyces_cerevisiae@YDR339C	E
YDR341C	Saccharomyces_cerevisiae@YDR341C	E
YDR353W	Saccharomyces_cerevisiae@YDR353W	E
YDR356W	Saccharomyces_cerevisiae@YDR356W	E
YDR361C	Saccharomyces_cerevisiae@YDR361C	E
YDR362C	Saccharomyces_cerevisiae@YDR362C	E
YDR365C	Saccharomyces_cerevisiae@YDR365C	E
YDR367W	Saccharomyces_cerevisiae@YDR367W	E
YDR373W	Saccharomyces_cerevisiae@YDR373W	E
YDR376W	Saccharomyces_cerevisiae@YDR376W	E
YDR381W	Saccharomyces_cerevisiae@YDR381W	E
YDR390C	Saccharomyces_cerevisiae@YDR390C	E
YDR394W	Saccharomyces_cerevisiae@YDR394W	E
YDR397C	Saccharomyces_cerevisiae@YDR397C	E
YDR398W	Saccharomyces_cerevisiae@YDR398W	E
YDR404C	Saccharomyces_cerevisiae@YDR404C	E
YDR407C	Saccharomyces_cerevisiae@YDR407C	E
YDR412W	Saccharomyces_cerevisiae@YDR412W	E
YDR416W	Saccharomyces_cerevisiae@YDR416W	E
YDR427W	Saccharomyces_cerevisiae@YDR427W	E
YDR429C	Saccharomyces_cerevisiae@YDR429C	E
YDR434W	Saccharomyces_cerevisiae@YDR434W	E
YDR437W	Saccharomyces_cerevisiae@YDR437W	E
YDR449C	Saccharomyces_cerevisiae@YDR449C	E
YDR454C	Saccharomyces_cerevisiae@YDR454C	E
YDR460W	Saccharomyces_cerevisiae@YDR460W	E
YDR464W	Saccharomyces_cerevisiae@YDR464W	E
YDR468C	Saccharomyces_cerevisiae@YDR468C	E
YDR472W	Saccharomyces_cerevisiae@YDR472W	E
YDR473C	Saccharomyces_cerevisiae@YDR473C	E
YDR478W	Saccharomyces_cerevisiae@YDR478W	E
YDR487C	Saccharomyces_cerevisiae@YDR487C	E
YDR489W	Saccharomyces_cerevisiae@YDR489W	E
YDR498C	Saccharomyces_cerevisiae@YDR498C	E
YDR499W	Saccharomyces_cerevisiae@YDR499W	E
YDR510W	Saccharomyces_cerevisiae@YDR510W	E
YDR527W	Saccharomyces_cerevisiae@YDR527W	E
YDR531W	Saccharomyces_cerevisiae@YDR531W	E
YEL002C	Saccharomyces_cerevisiae@YEL002C	E
YEL019C	Saccharomyces_cerevisiae@YEL019C	E
YEL026W	Saccharomyces_cerevisiae@YEL026W	E
YEL032W	Saccharomyces_cerevisiae@YEL032W	E
YEL034W	Saccharomyces_cerevisiae@YEL034W	E
YEL035C	Saccharomyces_cerevisiae@YEL035C	E
YEL055C	Saccharomyces_cerevisiae@YEL055C	E
YEL058W	Saccharomyces_cerevisiae@YEL058W	E
YER003C	Saccharomyces_cerevisiae@YER003C	E
YER006W	Saccharomyces_cerevisiae@YER006W	E
YER008C	Saccharomyces_cerevisiae@YER008C	E
YER009W	Saccharomyces_cerevisiae@YER009W	E
YER012W	Saccharomyces_cerevisiae@YER012W	E
YER013W	Saccharomyces_cerevisiae@YER013W	E
YER018C	Saccharomyces_cerevisiae@YER018C	E
YER021W	Saccharomyces_cerevisiae@YER021W	E
YER022W	Saccharomyces_cerevisiae@YER022W	E
YER023W	Saccharomyces_cerevisiae@YER023W	E
YER025W	Saccharomyces_cerevisiae@YER025W	E
YER029C	Saccharomyces_cerevisiae@YER029C	E
YER036C	Saccharomyces_cerevisiae@YER036C	E
YER038C	Saccharomyces_cerevisiae@YER038C	E
YER043C	Saccharomyces_cerevisiae@YER043C	E
YER048W-A	Saccharomyces_cerevisiae@YER048W-A	E
YER074W-A	Saccharomyces_cerevisiae@YER074W-A	E
YER082C	Saccharomyces_cerevisiae@YER082C	E
YER093C	Saccharomyces_cerevisiae@YER093C	E
YER094C	Saccharomyces_cerevisiae@YER094C	E
YER104W	Saccharomyces_cerevisiae@YER104W	E
YER112W	Saccharomyces_cerevisiae@YER112W	E
YER125W	Saccharomyces_cerevisiae@YER125W	E
YER126C	Saccharomyces_cerevisiae@YER126C	E
YER127W	Saccharomyces_cerevisiae@YER127W	E
YER133W	Saccharomyces_cerevisiae@YER133W	E
YER136W	Saccharomyces_cerevisiae@YER136W	E
YER146W	Saccharomyces_cerevisiae@YER146W	E
YER147C	Saccharomyces_cerevisiae@YER147C	E
YER148W	Saccharomyces_cerevisiae@YER148W	E
YER157W	Saccharomyces_cerevisiae@YER157W	E
YER159C	Saccharomyces_cerevisiae@YER159C	E
YER165W	Saccharomyces_cerevisiae@YER165W	E
YER168C	Saccharomyces_cerevisiae@YER168C	E
YER171W	Saccharomyces_cerevisiae@YER171W	E
YER172C	Saccharomyces_cerevisiae@YER172C	E
YFL002C	Saccharomyces_cerevisiae@YFL002C	E
YFL005W	Saccharomyces_cerevisiae@YFL005W	E
YFL008W	Saccharomyces_cerevisiae@YFL008W	E
YFL009W	Saccharomyces_cerevisiae@YFL009W	E
YFL017C	Saccharomyces_cerevisiae@YFL017C	E
YFL022C	Saccharomyces_cerevisiae@YFL022C	E
YFL024C	Saccharomyces_cerevisiae@YFL024C	E
YFL029C	Saccharomyces_cerevisiae@YFL029C	E
YFL037W	Saccharomyces_cerevisiae@YFL037W	E
YFL038C	Saccharomyces_cerevisiae@YFL038C	E
YFL039C	Saccharomyces_cerevisiae@YFL039C	E
YFL045C	Saccharomyces_cerevisiae@YFL045C	E
YFR002W	Saccharomyces_cerevisiae@YFR002W	E
YFR003C	Saccharomyces_cerevisiae@YFR003C	E
YFR004W	Saccharomyces_cerevisiae@YFR004W	E
YFR005C	Saccharomyces_cerevisiae@YFR005C	E
YFR027W	Saccharomyces_cerevisiae@YFR027W	E
YFR028C	Saccharomyces_cerevisiae@YFR028C	E
YFR029W	Saccharomyces_cerevisiae@YFR029W	E
YFR031C	Saccharomyces_cerevisiae@YFR031C	E
YFR037C	Saccharomyces_cerevisiae@YFR037C	E
YFR042W	Saccharomyces_cerevisiae@YFR042W	E
YFR050C	Saccharomyces_cerevisiae@YFR050C	E
YFR052W	Saccharomyces_cerevisiae@YFR052W	E
YGL001C	Saccharomyces_cerevisiae@YGL001C	E
YGL008C	Saccharomyces_cerevisiae@YGL008C	E
YGL011C	Saccharomyces_cerevisiae@YGL011C	E
YGL018C	Saccharomyces_cerevisiae@YGL018C	E
YGL022W	Saccharomyces_cerevisiae@YGL022W	E
YGL030W	Saccharomyces_cerevisiae@YGL030W	E
YGL040C	Saccharomyces_cerevisiae@YGL040C	E
YGL044C	Saccharomyces_cerevisiae@YGL044C	E
YGL047W	Saccharomyces_cerevisiae@YGL047W	E
YGL048C	Saccharomyces_cerevisiae@YGL048C	E
YGL055W	Saccharomyces_cerevisiae@YGL055W	E
YGL061C	Saccharomyces_cerevisiae@YGL061C	E
YGL065C	Saccharomyces_cerevisiae@YGL065C	E
YGL068W	Saccharomyces_cerevisiae@YGL068W	E
YGL073W	Saccharomyces_cerevisiae@YGL073W	E
YGL075C	Saccharomyces_cerevisiae@YGL075C	E
YGL091C	Saccharomyces_cerevisiae@YGL091C	E
YGL092W	Saccharomyces_cerevisiae@YGL092W	E
YGL093W	Saccharomyces_cerevisiae@YGL093W	E
YGL097W	Saccharomyces_cerevisiae@YGL097W	E
YGL098W	Saccharomyces_cerevisiae@YGL098W	E
YGL099W	Saccharomyces_cerevisiae@YGL099W	E
YGL103W	Saccharomyces_cerevisiae@YGL103W	E
YGL111W	Saccharomyces_cerevisiae@YGL111W	E
YGL112C	Saccharomyces_cerevisiae@YGL112C	E
YGL113W	Saccharomyces_cerevisiae@YGL113W	E
YGL116W	Saccharomyces_cerevisiae@YGL116W	E
YGL120C	Saccharomyces_cerevisiae@YGL120C	E
YGL122C	Saccharomyces_cerevisiae@YGL122C	E
YGL123W	Saccharomyces_cerevisiae@YGL123W	E
YGL128C	Saccharomyces_cerevisiae@YGL128C	E
YGL130W	Saccharomyces_cerevisiae@YGL130W	E
YGL137W	Saccharomyces_cerevisiae@YGL137W	E
YGL142C	Saccharomyces_cerevisiae@YGL142C	E
YGL145W	Saccharomyces_cerevisiae@YGL145W	E
YGL150C	Saccharomyces_cerevisiae@YGL150C	E
YGL155W	Saccharomyces_cerevisiae@YGL155W	E
YGL169W	Saccharomyces_cerevisiae@YGL169W	E
YGL171W	Saccharomyces_cerevisiae@YGL171W	E
YGL172W	Saccharomyces_cerevisiae@YGL172W	E
YGL201C	Saccharomyces_cerevisiae@YGL201C	E
YGL207W	Saccharomyces_cerevisiae@YGL207W	E
YGL225W	Saccharomyces_cerevisiae@YGL225W	E
YGL233W	Saccharomyces_cerevisiae@YGL233W	E
YGL238W	Saccharomyces_cerevisiae@YGL238W	E
YGL245W	Saccharomyces_cerevisiae@YGL245W	E
YGL247W	Saccharomyces_cerevisiae@YGL247W	E
YGR002C	Saccharomyces_cerevisiae@YGR002C	E
YGR005C	Saccharomyces_cerevisiae@YGR005C	E
YGR009C	Saccharomyces_cerevisiae@YGR009C	E
YGR013W	Saccharomyces_cerevisiae@YGR013W	E
YGR024C	Saccharomyces_cerevisiae@YGR024C	E
YGR029W	Saccharomyces_cerevisiae@YGR029W	E
YGR030C	Saccharomyces_cerevisiae@YGR030C	E
YGR046W	Saccharomyces_cerevisiae@YGR046W	E
YGR047C	Saccharomyces_cerevisiae@YGR047C	E
YGR048W	Saccharomyces_cerevisiae@YGR048W	E
YGR060W	Saccharomyces_cerevisiae@YGR060W	E
YGR065C	Saccharomyces_cerevisiae@YGR065C	E
YGR074W	Saccharomyces_cerevisiae@YGR074W	E
YGR075C	Saccharomyces_cerevisiae@YGR075C	E
YGR082W	Saccharomyces_cerevisiae@YGR082W	E
YGR083C	Saccharomyces_cerevisiae@YGR083C	E
YGR090W	Saccharomyces_cerevisiae@YGR090W	E
YGR091W	Saccharomyces_cerevisiae@YGR091W	E
YGR094W	Saccharomyces_cerevisiae@YGR094W	E
YGR095C	Saccharomyces_cerevisiae@YGR095C	E
YGR098C	Saccharomyces_cerevisiae@YGR098C	E
YGR099W	Saccharomyces_cerevisiae@YGR099W	E
YGR103W	Saccharomyces_cerevisiae@YGR103W	E
YGR113W	Saccharomyces_cerevisiae@YGR113W	E
YGR116W	Saccharomyces_cerevisiae@YGR116W	E
YGR119C	Saccharomyces_cerevisiae@YGR119C	E
YGR120C	Saccharomyces_cerevisiae@YGR120C	E
YGR128C	Saccharomyces_cerevisiae@YGR128C	E
YGR140W	Saccharomyces_cerevisiae@YGR140W	E
YGR145W	Saccharomyces_cerevisiae@YGR145W	E
YGR147C	Saccharomyces_cerevisiae@YGR147C	E
YGR156W	Saccharomyces_cerevisiae@YGR156W	E
YGR158C	Saccharomyces_cerevisiae@YGR158C	E
YGR172C	Saccharomyces_cerevisiae@YGR172C	E
YGR175C	Saccharomyces_cerevisiae@YGR175C	E
YGR179C	Saccharomyces_cerevisiae@YGR179C	E
YGR185C	Saccharomyces_cerevisiae@YGR185C	E
YGR186W	Saccharomyces_cerevisiae@YGR186W	E
YGR191W	Saccharomyces_cerevisiae@YGR191W	E
YGR195W	Saccharomyces_cerevisiae@YGR195W	E
YGR198W	Saccharomyces_cerevisiae@YGR198W	E
YGR211W	Saccharomyces_cerevisiae@YGR211W	E
YGR216C	Saccharomyces_cerevisiae@YGR216C	E
YGR218W	Saccharomyces_cerevisiae@YGR218W	E
YGR245C	Saccharomyces_cerevisiae@YGR245C	E
YGR246C	Saccharomyces_cerevisiae@YGR246C	E
YGR251W	Saccharomyces_cerevisiae@YGR251W	E
YGR253C	Saccharomyces_cerevisiae@YGR253C	E
YGR264C	Saccharomyces_cerevisiae@YGR264C	E
YGR267C	Saccharomyces_cerevisiae@YGR267C	E
YGR274C	Saccharomyces_cerevisiae@YGR274C	E
YGR277C	Saccharomyces_cerevisiae@YGR277C	E
YGR278W	Saccharomyces_cerevisiae@YGR278W	E
YGR280C	Saccharomyces_cerevisiae@YGR280C	E
YHL015W	Saccharomyces_cerevisiae@YHL015W	E
YHR005C-A	Saccharomyces_cerevisiae@YHR005C-A	E
YHR007C	Saccharomyces_cerevisiae@YHR007C	E
YHR019C	Saccharomyces_cerevisiae@YHR019C	E
YHR020W	Saccharomyces_cerevisiae@YHR020W	E
YHR023W	Saccharomyces_cerevisiae@YHR023W	E
YHR024C	Saccharomyces_cerevisiae@YHR024C	E
YHR036W	Saccharomyces_cerevisiae@YHR036W	E
YHR040W	Saccharomyces_cerevisiae@YHR040W	E
YHR042W	Saccharomyces_cerevisiae@YHR042W	E
YHR058C	Saccharomyces_cerevisiae@YHR058C	E
YHR062C	Saccharomyces_cerevisiae@YHR062C	E
YHR065C	Saccharomyces_cerevisiae@YHR065C	E
YHR068W	Saccharomyces_cerevisiae@YHR068W	E
YHR069C	Saccharomyces_cerevisiae@YHR069C	E
YHR070W	Saccharomyces_cerevisiae@YHR070W	E
YHR072W	Saccharomyces_cerevisiae@YHR072W	E
YHR072W-A	Saccharomyces_cerevisiae@YHR072W-A	E
YHR074W	Saccharomyces_cerevisiae@YHR074W	E
YHR083W	Saccharomyces_cerevisiae@YHR083W	E
YHR085W	Saccharomyces_cerevisiae@YHR085W	E
YHR088W	Saccharomyces_cerevisiae@YHR088W	E
YHR089C	Saccharomyces_cerevisiae@YHR089C	E
YHR101C	Saccharomyces_cerevisiae@YHR101C	E
YHR102W	Saccharomyces_cerevisiae@YHR102W	E
YHR107C	Saccharomyces_cerevisiae@YHR107C	E
YHR118C	Saccharomyces_cerevisiae@YHR118C	E
YHR122W	Saccharomyces_cerevisiae@YHR122W	E
YHR128W	Saccharomyces_cerevisiae@YHR128W	E
YHR143W-A	Saccharomyces_cerevisiae@YHR143W-A	E
YHR148W	Saccharomyces_cerevisiae@YHR148W	E
YHR164C	Saccharomyces_cerevisiae@YHR164C	E
YHR165C	Saccharomyces_cerevisiae@YHR165C	E
YHR166C	Saccharomyces_cerevisiae@YHR166C	E
YHR169W	Saccharomyces_cerevisiae@YHR169W	E
YHR170W	Saccharomyces_cerevisiae@YHR170W	E
YHR172W	Saccharomyces_cerevisiae@YHR172W	E
YHR186C	Saccharomyces_cerevisiae@YHR186C	E
YHR188C	Saccharomyces_cerevisiae@YHR188C	E
YHR190W	Saccharomyces_cerevisiae@YHR190W	E
YHR196W	Saccharomyces_cerevisiae@YHR196W	E
YHR197W	Saccharomyces_cerevisiae@YHR197W	E
YHR199C-A	Saccharomyces_cerevisiae@YHR199C-A	E
YIL003W	Saccharomyces_cerevisiae@YIL003W	E
YIL004C	Saccharomyces_cerevisiae@YIL004C	E
YIL019W	Saccharomyces_cerevisiae@YIL019W	E
YIL021W	Saccharomyces_cerevisiae@YIL021W	E
YIL022W	Saccharomyces_cerevisiae@YIL022W	E
YIL026C	Saccharomyces_cerevisiae@YIL026C	E
YIL031W	Saccharomyces_cerevisiae@YIL031W	E
YIL046W	Saccharomyces_cerevisiae@YIL046W	E
YIL048W	Saccharomyces_cerevisiae@YIL048W	E
YIL051C	Saccharomyces_cerevisiae@YIL051C	E
YIL061C	Saccharomyces_cerevisiae@YIL061C	E
YIL062C	Saccharomyces_cerevisiae@YIL062C	E
YIL063C	Saccharomyces_cerevisiae@YIL063C	E
YIL068C	Saccharomyces_cerevisiae@YIL068C	E
YIL075C	Saccharomyces_cerevisiae@YIL075C	E
YIL078W	Saccharomyces_cerevisiae@YIL078W	E
YIL083C	Saccharomyces_cerevisiae@YIL083C	E
YIL091C	Saccharomyces_cerevisiae@YIL091C	E
YIL104C	Saccharomyces_cerevisiae@YIL104C	E
YIL106W	Saccharomyces_cerevisiae@YIL106W	E
YIL109C	Saccharomyces_cerevisiae@YIL109C	E
YIL115C	Saccharomyces_cerevisiae@YIL115C	E
YIL126W	Saccharomyces_cerevisiae@YIL126W	E
YIL129C	Saccharomyces_cerevisiae@YIL129C	E
YIL142W	Saccharomyces_cerevisiae@YIL142W	E
