Experiment_id	Model_id	Essential_status
orf19.6886	Candida_albicans@C2_05750W_A	E
orf19.7569	Candida_albicans@CR_09950C_A	E
orf19.4479	Candida_albicans@C1_04040C_A	E
orf19.6537	Candida_albicans@C7_01830W_A	E
orf19.900	Candida_albicans@C2_03280W_A	E
orf19.5268	Candida_albicans@C1_11980W_A	E
orf19.4221	Candida_albicans@C5_02150C_A	E
orf19.3888	Candida_albicans@CR_06340C_A	E
orf19.5383	Candida_albicans@C3_00720W_A	E
orf19.5873	Candida_albicans@C3_04300C_A	E
orf19.2755	Candida_albicans@C4_02470C_A	E
orf19.2885	Candida_albicans@C4_06490C_A	E
orf19.5865	Candida_albicans@C3_04230W_A	E
orf19.4659	Candida_albicans@C4_01280C_A	E
orf19.4374	Candida_albicans@CR_03750C_A	E
orf19.5413	Candida_albicans@C3_00500C_A	E
orf19.7605	Candida_albicans@CR_10300W_A	E
orf19.2644	Candida_albicans@C5_03350W_A	E
orf19.1886	Candida_albicans@C2_07450C_A	E
orf19.4219	Candida_albicans@C5_02120C_A	E
orf19.5801	Candida_albicans@C2_03010C_A	E
orf19.906	Candida_albicans@C2_03240C_A	E
orf19.2287	Candida_albicans@C2_07300C_A	E
orf19.3349	Candida_albicans@C1_01590C_A	E
orf19.6340	Candida_albicans@C1_12820C_A	E
orf19.3347	Candida_albicans@C1_01570C_A	E
orf19.6314	Candida_albicans@CR_04780W_A	E
orf19.7255	Candida_albicans@C1_14390W_A	E
orf19.5608	Candida_albicans@C6_03210C_A	E
orf19.6903	Candida_albicans@C7_01210C_A	E
orf19.3553	Candida_albicans@C2_05230C_A	E
orf19.3465	Candida_albicans@C6_02240C_A	E
orf19.1601	Candida_albicans@C2_09430W_A	E
orf19.3054	Candida_albicans@C1_03520W_A	E
orf19.4032	Candida_albicans@C5_05380W_A	E
orf19.1299	Candida_albicans@C4_03790W_A	E
orf19.7286	Candida_albicans@CR_08910C_A	E
orf19.2643	Candida_albicans@C5_03360W_A	E
orf19.6312	Candida_albicans@CR_04810W_A	E
orf19.441	Candida_albicans@C1_05240C_A	E
orf19.5440	Candida_albicans@C3_00290W_A	E
orf19.482	Candida_albicans@CR_04000W_A	E
orf19.3123	Candida_albicans@C4_06870W_A	E
orf19.1589	Candida_albicans@C2_02630W_A	E
orf19.7011	Candida_albicans@C7_01030C_A	E
orf19.2362	Candida_albicans@CR_07030C_A	E
orf19.5039	Candida_albicans@C4_03840C_A	E
orf19.5835	Candida_albicans@C2_02710C_A	E
orf19.3938	Candida_albicans@C5_04530W_A	E
orf19.2717	Candida_albicans@C4_02790C_A	E
orf19.5378	Candida_albicans@C3_00770C_A	E
orf19.5526	Candida_albicans@C6_02570C_A	E
orf19.269	Candida_albicans@C3_02780W_A	E
orf19.4367	Candida_albicans@CR_03680C_A	E
orf19.3623	Candida_albicans@C2_08560W_A	E
orf19.964	Candida_albicans@C5_00300C_A	E
orf19.5885	Candida_albicans@C3_04380C_A	E
orf19.1548	Candida_albicans@C2_02300W_B	E
orf19.4326	Candida_albicans@C5_03010W_A	E
orf19.1491	Candida_albicans@C2_01820C_A	E
orf19.5407	Candida_albicans@C3_00560C_A	E
orf19.4154	Candida_albicans@C5_01600C_A	E
orf19.4473	Candida_albicans@C1_03980W_A	E
orf19.5682	Candida_albicans@C5_00150C_A	E
orf19.2857	Candida_albicans@CR_02970C_A	E
orf19.5647	Candida_albicans@C4_00220C_A	E
orf19.1378	Candida_albicans@C2_09720W_A	E
orf19.3541	Candida_albicans@C2_05100C_A	E
orf19.3242	Candida_albicans@CR_01120C_A	E
orf19.536	Candida_albicans@CR_04450C_A	E
orf19.4371	Candida_albicans@CR_03720W_A	E
orf19.4577.3	Candida_albicans@C4_02140C_A	E
orf19.4620	Candida_albicans@C4_01740W_A	E
orf19.150	Candida_albicans@C2_04680W_A	E
orf19.1352	Candida_albicans@C2_08310W_A	E
orf19.5444	Candida_albicans@C3_00250C_A	E
orf19.6524	Candida_albicans@C7_01970C_A	E
orf19.6511	Candida_albicans@C7_02060W_A	E
orf19.4718	Candida_albicans@C4_06110C_A	E
orf19.7615	Candida_albicans@CR_10390W_A	E
orf19.7308	Candida_albicans@CR_09120C_A	E
orf19.6034	Candida_albicans@C1_00710C_A	E
orf19.7141	Candida_albicans@C7_04270C_A	E
orf19.1738	Candida_albicans@CR_04660C_A	E
orf19.4268	Candida_albicans@C5_02550C_A	E
orf19.7552	Candida_albicans@CR_09800C_A	E
orf19.3609	Candida_albicans@C2_08670C_A	E
orf19.7154	Candida_albicans@C7_04190C_A	E
orf19.4835	Candida_albicans@C1_09710C_A	E
orf19.2166	Candida_albicans@C2_08190W_A	E
orf19.337	Candida_albicans@C3_03400C_A	E
orf19.1883	Candida_albicans@C2_07470W_A	E
orf19.6642	Candida_albicans@CR_05700C_A	E
orf19.4931	Candida_albicans@C1_13030C_A	E
orf19.3052	Candida_albicans@C1_03500W_A	E
orf19.4815	Candida_albicans@C1_09510W_A	E
orf19.6820	Candida_albicans@C3_06820C_A	E
orf19.7484	Candida_albicans@CR_00510C_A	E
orf19.7644	Candida_albicans@CR_10610C_A	E
orf19.5692	Candida_albicans@C5_00060C_A	E
orf19.5623	Candida_albicans@C6_03350C_B	E
orf19.2504	Candida_albicans@C3_01000W_A	E
orf19.474	Candida_albicans@CR_03930C_A	E
orf19.1966	Candida_albicans@C5_01060C_A	E
orf19.4542	Candida_albicans@C1_01820C_A	E
orf19.6099	Candida_albicans@C1_00110W_A	E
orf19.4192	Candida_albicans@C6_00670W_A	E
orf19.1674	Candida_albicans@C3_01700W_A	E
orf19.6155	Candida_albicans@C3_00830C_A	E
orf19.2084	Candida_albicans@C2_00450C_A	E
orf19.2760	Candida_albicans@C4_02430W_A	E
orf19.325	Candida_albicans@C3_03260W_A	E
orf19.5188	Candida_albicans@C7_02770W_A	E
orf19.1282	Candida_albicans@C5_04070C_A	E
orf19.1446	Candida_albicans@C2_01410C_A	E
orf19.1960	Candida_albicans@C5_01100C_A	E
orf19.6931	Candida_albicans@C3_03840C_A	E
orf19.1672	Candida_albicans@C3_01720C_A	E
orf19.3577	Candida_albicans@C2_05470W_A	E
orf19.7483	Candida_albicans@CR_00520C_A	E
orf19.6163	Candida_albicans@C3_00860W_A	E
orf19.1026	Candida_albicans@C1_03830C_A	E
orf19.7581	Candida_albicans@CR_10060W_A	E
orf19.2105	Candida_albicans@C2_00280C_A	E
orf19.3551	Candida_albicans@C2_05210W_A	E
orf19.5166	Candida_albicans@C7_02950C_A	E
orf19.171	Candida_albicans@CR_02530W_A	E
orf19.3393	Candida_albicans@C6_01890C_A	E
orf19.5010	Candida_albicans@C1_13730C_A	E
orf19.2407	Candida_albicans@CR_03170W_A	E
orf19.7635	Candida_albicans@CR_10550W_A	E
orf19.4492	Candida_albicans@C2_04570W_A	E
orf19.2511	Candida_albicans@C3_01070C_A	E
orf19.7529	Candida_albicans@CR_00100C_A	E
orf19.1047	Candida_albicans@C1_04130W_A	E
orf19.3161	Candida_albicans@C5_02070C_A	E
orf19.4258	Candida_albicans@C5_02480W_B	E
orf19.2573	Candida_albicans@CR_01760C_A	E
orf19.2215	Candida_albicans@C2_07670C_A	E
orf19.7064	Candida_albicans@C7_00550C_A	E
orf19.837	Candida_albicans@C2_03870W_A	E
orf19.3130	Candida_albicans@C4_06790W_A	E
orf19.1115	Candida_albicans@C5_03790W_A	E
orf19.2803	Candida_albicans@C3_04060C_A	E
orf19.898	Candida_albicans@C2_03300W_A	E
orf19.1559	Candida_albicans@C2_02370C_A	E
orf19.1235	Candida_albicans@C4_05540W_A	E
orf19.2951	Candida_albicans@C1_02620C_A	E
orf19.4650	Candida_albicans@C4_01370W_B	E
orf19.7488	Candida_albicans@CR_00460C_A	E
orf19.5521	Candida_albicans@C6_02520W_A	E
orf19.1267.1	Candida_albicans@C4_05820W_A	E
orf19.2013	Candida_albicans@C2_01120W_A	E
orf19.1609	Candida_albicans@C3_02350W_A	E
orf19.6749	Candida_albicans@C3_07410C_A	E
orf19.4120	Candida_albicans@C2_06000W_A	E
orf19.3463	Candida_albicans@C6_02230W_A	E
orf19.3862	Candida_albicans@CR_06090W_A	E
orf19.2367	Candida_albicans@CR_06980W_A	E
orf19.2970	Candida_albicans@C1_02820W_A	E
orf19.3846	Candida_albicans@C4_04410C_A	E
orf19.7448	Candida_albicans@C3_06590W_A	E
orf19.5912	Candida_albicans@C3_04560W_A	E
orf19.3540	Candida_albicans@C2_05090W_A	E
orf19.5487	Candida_albicans@C2_06250C_A	E
orf19.6900	Candida_albicans@C7_01180W_A	E
orf19.2618	Candida_albicans@CR_02170W_A	E
orf19.488	Candida_albicans@CR_04050C_A	E
orf19.2956	Candida_albicans@C1_02660C_A	E
orf19.2977	Candida_albicans@C1_02880C_A	E
orf19.3212	Candida_albicans@C5_03990W_A	E
orf19.5551	Candida_albicans@C6_02780C_A	E
orf19.542.2	Candida_albicans@CR_04520W_A	E
orf19.2416.1	Candida_albicans@CR_03090C_A	E
orf19.4187	Candida_albicans@C4_00560C_A	E
orf19.4628	Candida_albicans@C4_01650C_A	E
orf19.1646	Candida_albicans@C3_02020W_B	E
orf19.3532	Candida_albicans@C2_05000C_A	E
orf19.2019	Candida_albicans@C2_01030W_A	E
orf19.3348	Candida_albicans@C1_01580W_A	E
orf19.3064	Candida_albicans@C1_03650C_A	E
orf19.5064	Candida_albicans@C1_07910C_A	E
orf19.863	Candida_albicans@C2_03560C_A	E
orf19.7486	Candida_albicans@CR_00480W_A	E
orf19.2438	Candida_albicans@C1_06070W_A	E
orf19.688	Candida_albicans@C6_01980C_A	E
orf19.1545	Candida_albicans@C2_02270C_A	E
orf19.6783	Candida_albicans@C3_07170C_A	E
orf19.1335	Candida_albicans@C7_03400C_A	E
orf19.1419	Candida_albicans@C4_04290W_A	E
orf19.498	Candida_albicans@CR_04140W_A	E
orf19.4757	Candida_albicans@C1_09010W_B	E
orf19.747	Candida_albicans@C4_05170C_B	E
orf19.526	Candida_albicans@CR_04360C_A	E
orf19.4635	Candida_albicans@C4_01490W_A	E
orf19.3478	Candida_albicans@C6_02360W_A	E
orf19.706	Candida_albicans@CR_06720W_A	E
orf19.4641	Candida_albicans@C4_01440W_A	E
orf19.2519	Candida_albicans@CR_01360W_A	E
orf19.7384	Candida_albicans@C3_06030W_A	E
orf19.5732	Candida_albicans@C6_03640W_A	E
orf19.7050	Candida_albicans@C7_00690W_A	E
orf19.3970	Candida_albicans@C5_04840C_B	E
orf19.5198	Candida_albicans@C1_04390C_A	E
orf19.6463	Candida_albicans@C7_02460C_A	E
orf19.2917	Candida_albicans@C4_06210C_A	E
orf19.6171	Candida_albicans@C3_07780C_A	E
orf19.5765	Candida_albicans@C6_03900W_A	E
orf19.5887	Candida_albicans@C3_04400C_A	E
orf19.2602	Candida_albicans@CR_02020C_A	E
orf19.3000	Candida_albicans@C1_03070C_A	E
orf19.5358	Candida_albicans@C2_10760C_A	E
orf19.6942	Candida_albicans@C3_03750C_A	E
orf19.2921	Candida_albicans@C4_06160W_A	E
orf19.684	Candida_albicans@C6_01920C_A	E
orf19.6225	Candida_albicans@C1_06850W_A	E
orf19.2877	Candida_albicans@C4_06570C_A	E
orf19.2307	Candida_albicans@C1_11090C_A	E
orf19.7281	Candida_albicans@CR_08860W_A	E
orf19.7618	Candida_albicans@CR_10410C_A	E
orf19.5597	Candida_albicans@C6_03120W_A	E
orf19.2404	Candida_albicans@CR_03200C_A	E
orf19.5567	Candida_albicans@C6_02910W_A	E
orf19.275	Candida_albicans@C3_02840W_A	E
orf19.4168	Candida_albicans@C4_00740W_A	E
orf19.7335	Candida_albicans@CR_09380W_A	E
orf19.4030	Candida_albicans@C5_05350W_A	E
orf19.7638	Candida_albicans@CR_10580W_A	E
orf19.5650	Candida_albicans@C4_00240C_A	E
orf19.4724	Candida_albicans@C1_08660C_A	E
orf19.4033	Candida_albicans@C5_05370C_A	E
orf19.1687	Candida_albicans@C3_01560W_A	E
orf19.6045	Candida_albicans@C1_00610W_A	E
orf19.7041	Candida_albicans@C7_00780W_A	E
orf19.7285	Candida_albicans@CR_08900C_A	E
orf19.7119	Candida_albicans@C7_00050C_A	E
orf19.4681	Candida_albicans@C4_01080W_A	E
orf19.3203	Candida_albicans@C5_01720C_A	E
orf19.4028	Candida_albicans@C5_05330C_A	E
orf19.5847	Candida_albicans@CR_05550C_A	E
orf19.4382	Candida_albicans@CR_03600C_A	E
orf19.4348	Candida_albicans@C5_03160W_A	E
orf19.3177	Candida_albicans@C5_01940W_A	E
orf19.1701	Candida_albicans@C3_01480C_A	E
orf19.4191	Candida_albicans@C4_00510C_A	E
orf19.3867	Candida_albicans@CR_06120W_A	E
orf19.1649	Candida_albicans@C3_01990W_A	E
orf19.1531	Candida_albicans@C2_02150C_A	E
orf19.4538	Candida_albicans@C1_01850C_A	E
orf19.5779	Candida_albicans@C2_03160C_A	E
orf19.2594	Candida_albicans@CR_01950W_A	E
orf19.2687.1	Candida_albicans@C4_03040W_A	E
orf19.5360	Candida_albicans@C2_10770W_A	E
orf19.172	Candida_albicans@CR_02520W_A	E
orf19.3564	Candida_albicans@C2_05340C_A	E
orf19.2847	Candida_albicans@CR_02890C_A	E
orf19.6345	Candida_albicans@C1_12770W_A	E
orf19.7264	Candida_albicans@C1_14460W_A	E
orf19.213	Candida_albicans@C2_08930W_A	E
orf19.7655	Candida_albicans@CR_10680W_A	E
orf19.544	Candida_albicans@CR_04540C_A	E
orf19.3593	Candida_albicans@C2_08780W_A	E
orf19.6355	Candida_albicans@C1_12680W_A	E
orf19.6828	Candida_albicans@C3_06760W_A	E
orf19.3304	Candida_albicans@C1_01160C_A	E
orf19.6259	Candida_albicans@C1_06540C_A	E
orf19.4078	Candida_albicans@C2_09160W_A	E
orf19.3630	Candida_albicans@C2_08480W_A	E
orf19.6014	Candida_albicans@C1_00900W_A	E
orf19.3778	Candida_albicans@C4_05010W_A	E
orf19.7234	Candida_albicans@C1_14240W_A	E
orf19.6539	Candida_albicans@C7_01810W_A	E
orf19.3911	Candida_albicans@C5_04270C_A	E
orf19.6648	Candida_albicans@CR_05660W_A	E
orf19.759	Candida_albicans@C1_04830W_A	E
orf19.6217	Candida_albicans@C1_06930W_A	E
orf19.5838	Candida_albicans@C2_02690W_A	E
orf19.5163	Candida_albicans@C7_02980C_A	E
orf19.4089	Candida_albicans@C2_09270C_A	E
orf19.4582	Candida_albicans@C4_02090C_A	E
orf19.4427	Candida_albicans@C1_07410C_A	E
orf19.7631	Candida_albicans@CR_10520C_A	E
orf19.3128	Candida_albicans@C4_06810C_A	E
orf19.262	Candida_albicans@C3_02700W_A	E
