Query ID	Predicted EC number
Saccharomyces_cerevisiae@YBL064C	EC:1.11.1.15
yHMPu5000034990_Candida_corydali@Seq_1100	EC:2.7.7.6
Saccharomyces_cerevisiae@YPR145W	EC:6.3.5.4
yHMPu5000034761_Lipomyces_lipofer@Seq_1102	EC:2.7.7.6
Schizosaccharomyces_pombe@Seq_4067	EC:2.7.11.1
Saccharomyces_cerevisiae@YGL055W	EC:1.14.19.1
Saccharomyces_cerevisiae@YMR009W	EC:1.13.11.54
Saccharomyces_cerevisiae@YEL058W	EC:5.4.2.3
Lodderomyces_elongisporus@Seq_3647	EC:1.6.5.2
Lipomyces_starkeyi@Seq_1430	EC:2.3.2.23
Botrytis_cinerea@Seq_1719	EC:1.6.5.3
Saccharomyces_cerevisiae@YER133W	EC:3.1.3.16
yHAB134_Kazachstania_turicensis@Seq_5217	EC:2.3.2.27
Arthrobotrys_oligospora@Seq_2104	EC:3.1.3.48
Arthrobotrys_oligospora@Seq_2104	EC:3.4.21.97
Arthrobotrys_oligospora@Seq_2104	EC:5.2.1.8
Sclerotinia_sclerotiorum@Seq_13524	EC:3.2.1.4
yHMPu5000035654_Tortispora_ganteri@Seq_196	EC:2.7.11.1
Spathaspora_gorwiae@Seq_5067	EC:3.1.26.5
yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_812	EC:3.2.1.101
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_708	EC:2.3.2.27
yHMPu5000035687_Cyberlindnera_suaveolens@Seq_5289	EC:2.6.1.62
Saccharomyces_cerevisiae@YOR303W	EC:6.3.5.5
Saprochaete_clavata@Seq_5211	EC:2.3.2.23
yHMPu5000034952_Citeromyces_siamensis@Seq_378	EC:3.1.26.5
Aspergillus_nidulans@Seq_5826	EC:4.2.2.10
Sclerotinia_sclerotiorum@Seq_10823	EC:2.3.2.27
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_297	EC:1.6.5.3
Saccharomyces_cerevisiae@YNL112W	EC:3.6.4.13
yHMPu5000041743_Candida_hawaiiana@Seq_3893	EC:1.6.5.2
Saccharomyces_cerevisiae@YIL160C	EC:2.3.1.16
Scheffersomyces_stipitis@Seq_5858	EC:2.3.1.9
yHMPu5000034681_Blastobotrys_americana@Seq_3236	EC:3.2.1.17
yHMPu5000026142_Citeromyces_matritensis@Seq_2386	EC:2.3.2.23
Spathaspora_girioi@Seq_2914	EC:2.7.7.6
yHMPu5000035031_Candida_kruisii@Seq_2668	EC:3.1.1.53
Nakaseomyces_castellii@Seq_3073	EC:2.3.1.199
Lipomyces_starkeyi@Seq_4295	EC:2.7.7.6
yHMPu5000026142_Citeromyces_matritensis@Seq_6647	EC:1.9.3.1
Sporopachydermia_quercuum@Seq_224	EC:3.1.26.5
yHMPu5000034670_Blastobotrys_proliferans@Seq_1957	EC:3.1.3.48
Saccharomyces_cerevisiae@YCL033C	EC:1.8.4.12
Saccharomyces_cerevisiae@YGL078C	EC:3.6.4.13
Aspergillus_nidulans@Seq_5891	EC:3.1.26.5
Saccharomyces_cerevisiae@YML021C	EC:3.2.2.27
yHMPu5000034952_Citeromyces_siamensis@Seq_1137	EC:2.4.2.17
yHMPu5000034952_Citeromyces_siamensis@Seq_3063	EC:2.7.11.17
yHMPu5000034631_Martiniozyma_abiesophila@Seq_4109	EC:2.7.7.6
Saccharomyces_cerevisiae@YNL161W	EC:2.7.11.1
Saccharomyces_cerevisiae@YGL187C	EC:1.9.3.1
Sclerotinia_sclerotiorum@Seq_533	EC:3.1.26.5
Alloascoidea_hylecoeti@Seq_1751	EC:2.3.1.225
Xylona_heveae@Seq_5172	EC:2.3.1.16
Neurospora_crassa@Seq_5422	EC:2.3.2.27
Millerozyma_acaciae@Seq_2072	EC:1.6.5.3
yHMPu5000035047_Barnettozyma_pratensis@Seq_264	EC:2.7.11.1
Saccharomyces_cerevisiae@YML086C	EC:1.1.3.37
Saccharomyces_cerevisiae@YJR024C	EC:4.2.1.109
Coccidioides_immitis@Seq_5309	EC:3.5.4.23
yHAB155_Kazachstania_spencerorum@Seq_6054	EC:2.1.1.64
yHAB155_Kazachstania_spencerorum@Seq_6054	EC:2.1.1.222
yHMPu5000034655_Botryozyma_nematodophila@Seq_2676	EC:2.7.4.6
yHMPu5000035703_Cyberlindnera_americana@Seq_1071	EC:1.1.1.21
Botrytis_cinerea@Seq_15203	EC:2.3.2.27
Saccharomyces_cerevisiae@YDL200C	EC:2.1.1.63
Saccharomyces_cerevisiae@YNL222W	EC:3.1.3.16
yHMPu5000034605_Spencermartinsiella_europaea@Seq_546	EC:4.2.1.19
Saccharomyces_cerevisiae@YPL150W	EC:2.7.11.1
yHMPu5000034748_Lipomyces_oligophaga@Seq_1302	EC:3.1.1.3
yHMPu5000035673_Candida_orba@Seq_680	EC:2.7.11.1
yHMPu5000035674_Kregervanrija_delftensis@Seq_4004	EC:1.6.5.3
Saccharomyces_cerevisiae@YHR165C	EC:2.7.7.48
Saccharomyces_cerevisiae@YHR165C	EC:2.7.7.50
Spathaspora_gorwiae@Seq_1504	EC:1.9.3.1
yHMPu5000034661_Dipodascus_albidus@Seq_1136	EC:3.2.1.101
Saccharomyces_cerevisiae@YLR377C	EC:3.1.3.11
Saccharomyces_cerevisiae@YBR263W	EC:2.1.2.1
Saccharomyces_cerevisiae@YMR128W	EC:3.6.4.13
yHMPu5000041678_Debaryomyces_prosopidis@Seq_4926	EC:3.1.26.5
yHMPu5000035301_Pichia_terricola@Seq_3833	EC:2.6.1.42
Meyerozyma_guilliermondii@Seq_4593	EC:5.99.1.2
Stagonospora_nodorum@Seq_2047	EC:2.3.2.27
Aspergillus_nidulans@Seq_5293	EC:1.9.3.1
Saccharomyces_cerevisiae@YJR069C	EC:3.6.1.9
Saccharomyces_cerevisiae@YPR176C	EC:2.5.1.60
Ascoidea_asiatica@Seq_6236	EC:3.2.1.4
Saccharomyces_cerevisiae@YKR009C	EC:4.2.1.119
Saccharomyces_cerevisiae@YDR208W	EC:2.7.1.68
Fusarium_graminearum@Seq_5989	EC:2.8.1.12
yHMPu5000035301_Pichia_terricola@Seq_3428	EC:1.1.1.205
Sclerotinia_sclerotiorum@Seq_9508	EC:5.99.1.2
yHMPu5000041822_Dipodascus_geniculatus@Seq_4685	EC:3.4.19.12
Saccharomyces_cerevisiae@YLR438W	EC:2.6.1.13
yHAB153_Kazachstania_rosinii@Seq_4991	EC:2.7.11.1
yHMPu5000034635_Nadsonia_fulvescens@Seq_2114	EC:2.3.2.27
yHMPu5000034998_Cephaloascus_albidus@Seq_1415	EC:1.6.5.3
yHMPu5000035673_Candida_orba@Seq_904	EC:2.7.7.6
yHMPu5000034661_Dipodascus_albidus@Seq_981	EC:2.7.11.1
Schizosaccharomyces_pombe@Seq_1828	EC:3.1.21.7
yHMPu5000035041_Ambrosiozyma_pseudovanderkliftii@Seq_376	EC:2.1.1.43
yHMPu5000034952_Citeromyces_siamensis@Seq_11363	EC:2.7.7.6
yHMPu5000034615_Saturnispora_zaruensis@Seq_1641	EC:4.4.1.24
Saccharomyces_cerevisiae@YGL206C	EC:2.7.7.7
Saprochaete_clavata@Seq_3435	EC:2.3.2.27
Sclerotinia_sclerotiorum@Seq_7484	EC:2.1.1.43
yHMPu5000035654_Tortispora_ganteri@Seq_4691	EC:2.1.1.197
Saccharomyces_cerevisiae@YGR264C	EC:6.1.1.10
Fusarium_graminearum@Seq_979	EC:3.1.26.5
Metschnikowia_shivogae@Seq_2677	EC:3.2.1.177
Saccharomyces_cerevisiae@YJR010W	EC:2.7.7.4
yHMPu5000034605_Spencermartinsiella_europaea@Seq_2177	EC:1.1.1.14
yHMPu5000034631_Martiniozyma_abiesophila@Seq_7711	EC:3.1.26.5
Coccidioides_immitis@Seq_1503	EC:2.3.1.128
yHMPu5000041693_Debaryomyces_nepalensis@Seq_4871	EC:1.6.5.3
Komagataella_pastoris@Seq_4011	EC:2.7.11.1
Saccharomyces_cerevisiae@YJL002C	EC:2.4.99.18
yHAB160_Kazachstania_kunashirensis@Seq_3454	EC:1.6.5.2
Sclerotinia_sclerotiorum@Seq_12649	EC:3.1.26.5
Saccharomyces_cerevisiae@YBR126C	EC:2.4.1.15
Lipomyces_starkeyi@Seq_2698	EC:3.1.1.4
Stagonospora_nodorum@Seq_11356	EC:1.15.1.1
Aspergillus_nidulans@Seq_9295	EC:3.2.1.171
yHMPu5000035243_Zygoascus_meyerae@Seq_1785	EC:1.6.5.3
Saccharomyces_cerevisiae@YBR001C	EC:3.2.1.28
Arthrobotrys_oligospora@Seq_236	EC:3.4.21.92
Saccharomyces_cerevisiae@YLR216C	EC:5.2.1.8
Spathaspora_hagerdaliae@Seq_3118	EC:2.1.1.201
yHMPu5000034754_Lipomyces_arxii@Seq_5772	EC:2.7.11.1
yHMPu5000034674_Blastobotrys_muscicola@Seq_1176	EC:3.1.21.2
Sclerotinia_sclerotiorum@Seq_536	EC:3.2.1.15
Schizosaccharomyces_pombe@Seq_795	EC:2.7.11.1
yHMPu5000035296_Priceomyces_carsonii@Seq_1633	EC:2.7.13.3
Saccharomyces_cerevisiae@YKR089C	EC:3.1.1.3
Saccharomyces_cerevisiae@YPL235W	EC:3.6.4.12
Coccidioides_immitis@Seq_718	EC:1.2.1.3
Saccharomyces_cerevisiae@YCL004W	EC:2.7.8.5
yHMPu5000035279_Tortispora_starmeri@Seq_1271	EC:1.8.4.11
Metschnikowia_matae_maris@Seq_7230	EC:1.11.1.15
Saccharomyces_cerevisiae@YDR376W	EC:1.18.1.6
Saccharomycopsis_malanga@Seq_5788	EC:1.6.5.3
Saccharomyces_cerevisiae@YDR283C	EC:2.7.11.1
Spathaspora_arborariae@Seq_3958	EC:1.15.1.1
yHAB134_Kazachstania_turicensis@Seq_4334	EC:1.6.2.2
Saccharomyces_cerevisiae@YLR372W	EC:2.3.1.199
Saccharomyces_cerevisiae@YNL220W	EC:6.3.4.4
Candida_sorboxylosa@Seq_761	EC:1.1.1.1
yHMPu5000034754_Lipomyces_arxii@Seq_7912	EC:1.1.1.2
yHMPu5000035696_Hanseniaspora_singularis@Seq_532	EC:2.3.2.27
Metschnikowia_matae_maris@Seq_2848	EC:3.1.26.5
yHMPu5000034952_Citeromyces_siamensis@Seq_4222	EC:2.3.1.48
Saccharomyces_cerevisiae@YGR277C	EC:2.7.7.3
Saccharomyces_cerevisiae@YHR111W	EC:2.7.7.80
Saccharomyces_cerevisiae@YHR111W	EC:2.8.1.11
Zygosaccharomyces_rouxii@Seq_1810	EC:3.1.26.5
Lachancea_nothofagi@Seq_891	EC:3.1.26.5
Saccharomyces_cerevisiae@YCR053W	EC:4.2.3.1
Stagonospora_nodorum@Seq_11376	EC:3.2.1.4
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3872	EC:2.7.11.1
Saccharomyces_cerevisiae@YNL021W	EC:3.5.1.98
Saccharomyces_cerevisiae@YGL154C	EC:2.7.8.7
Babjeviella_inositovora@Seq_3114	EC:2.7.11.1
Saitoella_complicata@Seq_6334	EC:2.7.7.6
yHMPu5000035047_Barnettozyma_pratensis@Seq_1301	EC:2.7.11.1
Spathaspora_hagerdaliae@Seq_5319	EC:3.4.19.12
Saccharomyces_cerevisiae@YPL026C	EC:2.7.11.1
Coccidioides_immitis@Seq_3858	EC:2.3.2.27
yHMPu5000041863_Candida_gorgasii@Seq_372	EC:2.7.11.1
Sclerotinia_sclerotiorum@Seq_11968	EC:3.2.1.1
yHMPu5000034761_Lipomyces_lipofer@Seq_6275	EC:2.3.1.184
yHMPu5000034952_Citeromyces_siamensis@Seq_7917	EC:1.8.4.11
yHMPu5000034760_Lipomyces_kononenkoae@Seq_3628	EC:2.3.2.27
yHMPu5000035629_Yueomyces_sinensis@Seq_3165	EC:3.1.3.16
Tortispora_caseinolytica@Seq_2968	EC:2.3.2.27
yHMPu5000034875_Tetrapisispora_fleetii@Seq_2125	EC:1.11.1.7
Saccharomyces_cerevisiae@YPL234C	EC:2.1.1.86
Nakaseomyces_bracarensis@Seq_1255	EC:1.6.5.3
Saccharomyces_cerevisiae@YJR059W	EC:2.7.11.1
Saccharomyces_cerevisiae@YBL023C	EC:3.6.4.12
Aspergillus_nidulans@Seq_3583	EC:2.3.2.27
Saccharomyces_cerevisiae@YDL131W	EC:2.3.3.14
Kluyveromyces_marxianus@Seq_3116	EC:2.3.2.27
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_22	EC:1.11.1.15
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_5109	EC:2.7.11.1
Saccharomyces_cerevisiae@YNR033W	EC:2.6.1.85
Sclerotinia_sclerotiorum@Seq_7983	EC:2.3.2.27
Alloascoidea_hylecoeti@Seq_2967	EC:5.4.2.11
Arthrobotrys_oligospora@Seq_8600	EC:3.2.1.55
yHMPu5000034902_Ogataea_minuta@Seq_998	EC:5.1.3.1
Saccharomyces_cerevisiae@YLL041C	EC:1.3.5.1
Saccharomyces_cerevisiae@YIR032C	EC:4.3.2.3
Arthrobotrys_oligospora@Seq_9763	EC:3.6.4.13
Saccharomyces_cerevisiae@YBR186W	EC:3.6.4.12
Aspergillus_nidulans@Seq_10025	EC:3.2.1.89
Saccharomyces_cerevisiae@YOR267C	EC:2.7.11.1
Saccharomyces_cerevisiae@YLR454W	EC:2.7.7.6
Saccharomyces_cerevisiae@YHR128W	EC:2.4.2.9
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1965	EC:2.7.13.3
Wickerhamiella_domercqiae@Seq_3378	EC:1.6.5.3
yHMPu5000034862_Zygotorulaspora_florentina@Seq_1989	EC:3.4.21.53
Saccharomyces_cerevisiae@YKL181W	EC:2.7.6.1
Saccharomyces_cerevisiae@YKL116C	EC:2.7.11.1
Tetrapisispora_phaffii@Seq_4503	EC:3.2.1.17
yHAB155_Kazachstania_spencerorum@Seq_5902	EC:2.7.11.1
Metschnikowia_borealis@Seq_4474	EC:3.2.1.73
Lipomyces_starkeyi@Seq_2577	EC:5.4.2.12
Saccharomyces_cerevisiae@YLR011W	EC:1.5.1.39
Geotrichum_candidum@Seq_849	EC:2.3.3.8
Saitoella_complicata@Seq_3023	EC:4.1.1.65
Saccharomyces_cerevisiae@YAL054C	EC:6.2.1.1
Babjeviella_inositovora@Seq_1219	EC:1.13.11.24
Saccharomyces_cerevisiae@YML056C	EC:1.1.1.205
Candida_sorboxylosa@Seq_1825	EC:3.1.3.16
Saccharomyces_cerevisiae@YPL072W	EC:3.4.19.12
yHAB155_Kazachstania_spencerorum@Seq_5738	EC:2.7.11.1
Saprochaete_clavata@Seq_3998	EC:2.7.11.1
yHMPu5000034952_Citeromyces_siamensis@Seq_1002	EC:2.7.6.1
Fusarium_graminearum@Seq_8254	EC:3.5.2.7
yHAB134_Kazachstania_turicensis@Seq_4656	EC:2.7.11.1
yHMPu5000034998_Cephaloascus_albidus@Seq_1968	EC:2.3.2.27
Saccharomyces_cerevisiae@YNL023C	EC:2.1.1.43
Alloascoidea_hylecoeti@Seq_4278	EC:2.7.7.6
yHMPu5000035296_Priceomyces_carsonii@Seq_1474	EC:2.1.1.77
yHMPu5000035296_Priceomyces_carsonii@Seq_1474	EC:2.1.1.197
Stagonospora_nodorum@Seq_7494	EC:3.2.1.21
Saccharomyces_cerevisiae@YKL152C	EC:5.4.2.11
Stagonospora_nodorum@Seq_3044	EC:3.4.11.9
Saccharomyces_cerevisiae@YPL281C	EC:4.2.1.11
Saccharomyces_cerevisiae@YHL007C	EC:2.7.11.1
Fusarium_graminearum@Seq_13190	EC:5.2.1.8
Fusarium_graminearum@Seq_13190	EC:5.99.1.3
Ambrosiozyma_kashinagacola@Seq_1149	EC:2.3.2.27
Saccharomyces_cerevisiae@YJL125C	EC:2.1.1.220
Saccharomyces_cerevisiae@YDR305C	EC:3.6.1.29
Spathaspora_girioi@Seq_4856	EC:5.2.1.8
Saccharomyces_cerevisiae@YOR090C	EC:3.1.3.43
yHMPu5000034899_Ogataea_kodamae@Seq_1269	EC:2.7.7.6
Fusarium_graminearum@Seq_4843	EC:1.6.2.2
Saitoella_complicata@Seq_958	EC:3.1.1.45
Ogataea_methanolica@Seq_3839	EC:3.2.1.17
Cyberlindnera_jadinii@Seq_4499	EC:5.2.1.8
yHMPu5000034761_Lipomyces_lipofer@Seq_5810	EC:4.2.1.104
Saccharomyces_cerevisiae@YDR062W	EC:2.3.1.50
Nakaseomyces_nivariensis@Seq_1457	EC:2.3.1.199
yHMPu5000034661_Dipodascus_albidus@Seq_1974	EC:2.3.2.27
Aspergillus_nidulans@Seq_4429	EC:1.13.11.1
Saccharomyces_cerevisiae@YDL174C	EC:1.1.2.4
yHMPu5000034597_Candida_stellimalicola@Seq_2911	EC:2.7.7.6
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4123	EC:1.2.1.12
yHMPu5000035687_Cyberlindnera_suaveolens@Seq_1653	EC:2.3.2.27
yHAB155_Kazachstania_spencerorum@Seq_1458	EC:2.3.2.27
Saccharomyces_cerevisiae@YJL095W	EC:2.7.11.1
Saccharomyces_cerevisiae@YDL021W	EC:5.4.2.11
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1406	EC:2.3.2.26
Brettanomyces_anomalus@Seq_3497	EC:2.7.7.6
Saccharomyces_cerevisiae@YHR019C	EC:6.1.1.22
Saccharomyces_cerevisiae@YGR248W	EC:3.1.1.31
yHMPu5000034761_Lipomyces_lipofer@Seq_6823	EC:3.1.26.5
Metschnikowia_similis@Seq_3915	EC:2.7.7.6
Saccharomyces_cerevisiae@YPL141C	EC:2.7.11.1
Saccharomyces_cerevisiae@YGR199W	EC:2.4.1.109
Metschnikowia_bowlesiae@Seq_3216	EC:2.7.7.6
Candida_infanticola@Seq_1217	EC:2.3.2.27
yHMPu5000034899_Ogataea_kodamae@Seq_3194	EC:3.1.26.5
Metschnikowia_santaceciliae@Seq_5740	EC:3.2.1.21
yHAB134_Kazachstania_turicensis@Seq_2875	EC:1.11.1.9
