ID	compostion	coefficient	MetID	Formula	Charge	Description	chebi	kegg2	compostion_new
MNXR120262	product	1	MNXM14	C10H12N5O7P	-2	AMP	chebi:456215	"C00020;D02769"	product
MNXR120262	product	1	MNXM148187	C62H96N9O16PSR2	0	R-Hmp-MeVal-Phe-MePhe-Pro-alle-MeVal-[acp]	NA	NA	product
MNXR120262	product	1	MNXM19	C14H20N6O5S	0	S-adenosyl-L-homocysteine	chebi:57856	C00021	product
MNXR120263	reactant	1	MNXM140	C6H13NO2	0	L-leucine	chebi:57427	"C00123;D00030;C16439"	reactant
MNXR120263	reactant	1	MNXM148187	C62H96N9O16PSR2	0	R-Hmp-MeVal-Phe-MePhe-Pro-alle-MeVal-[acp]	NA	NA	reactant
MNXR120263	reactant	1	MNXM3	C10H12N5O13P3	-4	ATP	chebi:30616	"C00002;D08646"	reactant
MNXR120263	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR120263	product	1	MNXM11	HO7P2	-3	diphosphate	chebi:33019	C00013	product
MNXR120263	product	1	MNXM14	C10H12N5O7P	-2	AMP	chebi:456215	"C00020;D02769"	product
MNXR120263	product	1	MNXM148188	C68H107N10O17PSR2	0	R-Hmp-MeVal-Phe-MePhe-Pro-alle-MeVal-Leu-[acp]	NA	NA	product
MNXR120268	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR120268	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR120268	product	1	MNXM1043	C10H19O2	-1	decanoate	chebi:27689	C01571	product
MNXR120268	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR120268	reactant	1	MNXM7260	C10H20O	0	decanal	chebi:31457	C12307	reactant
MNXR120268	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR120269	reactant	1	MNXM11432	C12H24O	0	dodecanal	chebi:27836	C02278	reactant
MNXR120269	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR120269	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR120269	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR120269	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR120269	product	1	MNXM402	C12H23O2	-1	dodecanoate	chebi:18262	C02679	product
MNXR95739	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR95739	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR95739	product	1	MNXM108	C16H31O2	-1	hexadecanoate	chebi:7896	"C00249;D05341"	product
MNXR95739	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR95739	reactant	1	MNXM528	C16H32O	0	hexadecanal	chebi:17600	C00517	reactant
MNXR95739	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR120343	product	1	MNXM147749	C22H29NO5	0	20-hydroxy-13-14 epoxy-prefusarin	NA	NA	product
MNXR120343	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR120343	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	product
MNXR120343	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR120343	reactant	1	MNXM147752	C22H29NO4	0	20-hydroxy-prefusarin	NA	NA	reactant
MNXR120343	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR120343	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	reactant
MNXR106692	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR106692	product	1	MNXM107	NO2	-1	nitrite	chebi:16301	C00088	product
MNXR106692	product	1	MNXM22	H2O2	0	H2O2	chebi:16240	C00027	product
MNXR106692	product	1	MNXM75	C2H4O	0	acetaldehyde	chebi:15343	C00084	product
MNXR106692	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR106692	reactant	1	MNXM2143	C2H5NO2	0	nitroethane	chebi:16268	C01837	reactant
MNXR106692	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR120473	product	1	MNXM165023	C19H11O8	-1	norbikaverin	NA	NA	product
MNXR120473	product	1	MNXM19	C14H20N6O5S	0	S-adenosyl-L-homocysteine	chebi:57856	C00021	product
MNXR120473	reactant	1	MNXM16	C15H23N6O5S	1	S-adenosyl-L-methionine	chebi:59789	C00019	reactant
MNXR120473	reactant	1	MNXM164373	C18H8O8	-2	6-hydroxy-norbikaverin	NA	NA	reactant
MNXR102239	product	1	MNXM13	CO2	0	CO2	chebi:16526	C00011	product
MNXR102239	product	1	MNXM563	C22H32N7O17P3S	-4	formyl-CoA	chebi:57376	C00798	product
MNXR102239	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR102239	reactant	1	MNXM618	C23H31N7O19P3S	-5	oxalyl-CoA	chebi:57388	C00313	reactant
MNXR120594	product	1	MNXM164142	C15H24O	0	2-hydroxytrichodiene	NA	NA	product
MNXR120594	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR120594	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	NA
MNXR120594	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	NA
MNXR120594	reactant	1	MNXM3377	C15H24	0	trichodiene	chebi:15861	C01860	reactant
MNXR120594	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR120594	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	NA
MNXR120595	product	1	MNXM164052	C15H24O2	0	12,13-epoxy-9,10-trichoene-2-ol	NA	NA	product
MNXR120595	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR120595	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	NA
MNXR120595	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	NA
MNXR120595	reactant	1	MNXM164142	C15H24O	0	2-hydroxytrichodiene	NA	NA	reactant
MNXR120595	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR120595	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	NA
MNXR120596	product	1	MNXM163830	C15H24O3	0	isotrichodiol	NA	NA	product
MNXR120596	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR120596	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	NA
MNXR120596	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	NA
MNXR120596	reactant	1	MNXM164052	C15H24O2	0	12,13-epoxy-9,10-trichoene-2-ol	NA	NA	reactant
MNXR120596	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR120596	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	NA
MNXR120602	product	1	MNXM12	C21H32N7O16P3S	-4	CoA	chebi:57287	C00010	product
MNXR120602	product	1	MNXM120097	C19H26O6	0	calonectrin	NA	NA	product
MNXR120602	reactant	1	MNXM164060	C17H24O5	0	15-decalonectrin	NA	NA	reactant
MNXR120602	reactant	1	MNXM21	C23H34N7O17P3S	-4	acetyl-CoA	chebi:57288	C00024	reactant
MNXR120616	product	1	MNXM164191	C19H24O9	0	3,15-diacetylnivalenol	NA	NA	product
MNXR120616	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR120616	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	NA
MNXR120616	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	NA
MNXR120616	reactant	1	MNXM163176	C19H24O8	0	3,15-acetyldeoxynivalenol	NA	NA	reactant
MNXR120616	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR120616	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	NA
MNXR95743	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR95743	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR95743	product	1	MNXM497	C8H7O2	-1	phenylacetate	chebi:18401	"C00548;C07086;C15583"	product
MNXR95743	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR95743	reactant	1	MNXM473	C8H8O	0	phenylacetaldehyde	chebi:16424	C00601	reactant
MNXR95743	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR104540	reactant	1	MNXM172	C4H5O3	-1	succinate semialdehyde	chebi:57706	C00232	reactant
MNXR104540	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR104540	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR104540	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR104540	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR104540	product	1	MNXM25	C4H4O4	-2	succinate	chebi:30031	C00042	product
MNXR104541	reactant	1	MNXM172	C4H5O3	-1	succinate semialdehyde	chebi:57706	C00232	reactant
MNXR104541	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR104541	reactant	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	reactant
MNXR104541	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR104541	product	1	MNXM25	C4H4O4	-2	succinate	chebi:30031	C00042	product
MNXR104541	product	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	product
MNXR103123	product	1	MNXM13	CO2	0	CO2	chebi:16526	C00011	product
MNXR103123	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR103123	product	1	MNXM210	C9H7O3	-1	enol-phenylpyruvate	chebi:16815	C02763	product
MNXR103123	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR103123	reactant	1	MNXM503	C10H8O6	-2	prephenate	chebi:29934	C00254	reactant
MNXR120869	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR120869	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR120869	product	1	MNXM164730	C7H10O6	0	desmethyl gadusol	NA	NA	product
MNXR120869	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR120869	reactant	1	MNXM9820	C7H12O6	0	2-epi-5-epi-valiolone	chebi:84187	C17691	reactant
MNXR103337	reactant	1	MNXM118	C4H14N2	2	putrescine	chebi:326268	C00134	reactant
MNXR103337	reactant	1	MNXM20	C5H4O5	-2	2-oxoglutarate	chebi:16810	C00026	reactant
MNXR103337	product	1	MNXM422	C4H10NO	1	4-aminobutanal	chebi:58264	C00555	product
MNXR103337	product	1	MNXM89557	C5H8NO4	-1	L-glutamate	chebi:29985	"C00025;D00007;C00302;D04341"	product
MNXR104804	product	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR104804	product	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	product
MNXR104804	product	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	product
MNXR104804	reactant	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR104804	reactant	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	reactant
MNXR104804	reactant	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	reactant
MNXR103391	product	1	MNXM10881	CO	0	CO	chebi:17245	C00237	product
MNXR103391	product	1	MNXM3442	C14H9O8	-1	2-(3,4-dihydroxybenzoyloxy)-4,6-dihydroxybenzoate	chebi:57628	C04524	product
MNXR103391	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR103391	reactant	1	MNXM620	C15H9O7	-1	quercetin	chebi:57694	C00389	reactant
MNXR104343	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR104343	product	1	MNXM74	C3H5O6P	-2	D-glyceraldehyde 3-phosphate	chebi:59776	"C00118;C00661"	product
MNXR104343	product	1	MNXM94	C11H12N2O2	0	L-tryptophan	chebi:57912	"C00078;D00020;C00806"	product
MNXR104343	reactant	1	MNXM53	C3H7NO3	0	L-serine	chebi:33384	"C00065;D00016;C00716"	reactant
MNXR104343	reactant	1	MNXM866	C11H12NO6P	-2	(1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate	chebi:58866	C03506	reactant
MNXR114024	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR114024	reactant	1	MNXM398	C3H6O	0	acetone	chebi:15347	C00207	reactant
MNXR114024	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR114024	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	reactant
MNXR114024	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR114024	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	product
MNXR114024	product	1	MNXM61829	C3H6O2	0	methyl acetate	chebi:77700	C17530	product
MNXR97818	product	1	MNXM158	C4H4N2O2	0	uracil	chebi:17568	C00106	product
MNXR97818	product	1	MNXM789	C5H9O7P	-2	2-deoxy-alpha-D-ribose 1-phosphate	chebi:57259	C00672	product
MNXR97818	reactant	1	MNXM492	C9H12N2O5	0	2'-deoxyuridine	chebi:16450	C00526	reactant
MNXR97818	reactant	1	MNXM9	HO4P	-2	phosphate	chebi:43474	"C00009;D05467;C13558"	reactant
MNXR110837	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR110837	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR110837	product	1	MNXM594	C3H2O6S	-2	3-sulfopyruvate	chebi:57940	C05528	product
MNXR110837	reactant	1	MNXM530	C3H4O6S	-2	(R)-3-sulfolactate	chebi:58738	C11537	reactant
MNXR110837	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR107469	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR107469	product	1	MNXM108	C16H31O2	-1	hexadecanoate	chebi:7896	"C00249;D05341"	product
MNXR107469	product	1	MNXM162234	C20H30O	0	all-trans-retinol	chebi:17336	C00473	product
MNXR107469	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR107469	reactant	1	MNXM918	C36H60O2	0	all-trans-retinyl hexadecanoate	chebi:17616	C02588	reactant
MNXR101364	product	1	MNXM165	C12H22O11	0	maltose	chebi:17306	C00208	reactant
MNXR101364	reactant	1	MNXM165	C12H22O11	0	maltose	chebi:17306	C00208	reactant
MNXR105003	product	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR105003	product	1	MNXM76	C9H11NO3	0	L-tyrosine	chebi:58315	"C00082;D00022;C01536"	reactant
MNXR105003	reactant	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR105003	reactant	1	MNXM76	C9H11NO3	0	L-tyrosine	chebi:58315	"C00082;D00022;C01536"	reactant
MNXR109589	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR109589	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR109589	reactant	1	MNXM4999	C6H5ClO	0	4-chlorophenol	chebi:28078	C02124	reactant
MNXR109589	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	reactant
MNXR109589	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR109589	product	1	MNXM2332	C6H5ClO2	0	4-chlorocatechol	chebi:27772	C02375	product
MNXR109589	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	product
MNXR116341	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR116341	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR116341	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	reactant
MNXR116341	reactant	1	MNXM6789	C6H5ClO	0	3-chlorophenol	chebi:38855	C14270	reactant
MNXR116341	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR116341	product	1	MNXM2934	C6H5ClO2	0	3-chlorocatechol	chebi:27715	C05618	product
MNXR116341	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	product
MNXR116342	reactant	1	MNXM1	H	1	H(+)	chebi:15378	C00080	reactant
MNXR116342	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR116342	reactant	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	reactant
MNXR116342	reactant	1	MNXM6789	C6H5ClO	0	3-chlorophenol	chebi:38855	C14270	reactant
MNXR116342	product	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	product
MNXR116342	product	1	MNXM2332	C6H5ClO2	0	4-chlorocatechol	chebi:27772	C02375	product
MNXR116342	product	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	product
MNXR108506	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR108506	product	1	MNXM472	C6H4O5	-2	maleylacetate	chebi:16468	C02222	product
MNXR108506	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR108506	reactant	1	MNXM722	C6H6O3	0	benzene-1,2,4-triol	chebi:16971	C02814	reactant
MNXR111780	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR111780	product	2	MNXM22	H2O2	0	H2O2	chebi:16240	C00027	product
MNXR111780	product	1	MNXM289	C5H11NO2	0	betaine	chebi:17750	C00719	product
MNXR111780	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR111780	reactant	2	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR111780	reactant	1	MNXM90	C5H14NO	1	choline	chebi:15354	C00114	reactant
MNXR112563	product	1	MNXM11	HO7P2	-3	diphosphate	chebi:33019	C00013	product
MNXR112563	product	1	MNXM3992	C20H32	0	fusicocca-2,10(14)-diene	chebi:52463	C18229	product
MNXR112563	reactant	1	MNXM139	C20H33O7P2	-3	geranylgeranyl diphosphate	chebi:57533	C00353	reactant
MNXR104950	product	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR104950	product	1	MNXM94	C11H12N2O2	0	L-tryptophan	chebi:57912	"C00078;D00020;C00806"	reactant
MNXR104950	reactant	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR104950	reactant	1	MNXM94	C11H12N2O2	0	L-tryptophan	chebi:57912	"C00078;D00020;C00806"	reactant
MNXR95744	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR95744	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR95744	product	1	MNXM383	C10H8NO2	-1	(indol-3-yl)acetate	chebi:30854	C00954	product
MNXR95744	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR95744	reactant	1	MNXM518	C10H9NO	0	indole-3-acetaldehyde	chebi:18086	C00637	reactant
MNXR95744	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR107662	reactant	1	MNXM1686	C10H11NO	0	indole-3-ethanol	chebi:17890	C00955	reactant
MNXR107662	reactant	1	MNXM5	C21H25N7O17P3	-3	NADP(+)	chebi:58349	C00006	reactant
MNXR107662	product	1	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR107662	product	1	MNXM518	C10H9NO	0	indole-3-acetaldehyde	chebi:18086	C00637	product
MNXR107662	product	1	MNXM6	C21H26N7O17P3	-4	NADPH	chebi:57783	C00005	product
MNXR112916	product	1	MNXM22	H2O2	0	H2O2	chebi:16240	C00027	product
MNXR112916	product	1	MNXM89557	C5H8NO4	-1	L-glutamate	chebi:29985	"C00025;D00007;C00302;D04341"	product
MNXR112916	product	1	MNXM89905	C6H11NO3	0	(S)-2-amino-6-oxohexanoate	chebi:58321	C04076	product
MNXR112916	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR112916	reactant	1	MNXM384	C11H19N2O6	-1	L-saccharopine	chebi:57951	C00449	reactant
MNXR112916	reactant	1	MNXM4	O2	0	O2	chebi:15379	C00007	reactant
MNXR96241	reactant	1	MNXM1142	C12H22O11	0	beta-cellobiose	chebi:36217	C06422	reactant
MNXR96241	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR96241	product	2	MNXM41	C6H12O6	0	D-glucose	chebi:4167	C00031	product
MNXR109205	reactant	1	MNXM1057	C10H9NO2	0	(5-hydroxyindol-3-yl)acetaldehyde	chebi:50157	C05634	reactant
MNXR109205	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR109205	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR109205	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR109205	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR109205	product	1	MNXM1961	C10H8NO3	-1	(5-hydroxyindol-3-yl)acetate	chebi:62622	C05635	product
MNXR102315	product	1	MNXM11	HO7P2	-3	diphosphate	chebi:33019	C00013	product
MNXR102315	product	1	MNXM14	C10H12N5O7P	-2	AMP	chebi:456215	"C00020;D02769"	product
MNXR102315	product	1	MNXM502	C29H38N7O17P3S	-4	phenylacetyl-CoA	chebi:57390	C00582	product
MNXR102315	reactant	1	MNXM12	C21H32N7O16P3S	-4	CoA	chebi:57287	C00010	reactant
MNXR102315	reactant	1	MNXM3	C10H12N5O13P3	-4	ATP	chebi:30616	"C00002;D08646"	reactant
MNXR102315	reactant	1	MNXM497	C8H7O2	-1	phenylacetate	chebi:18401	"C00548;C07086;C15583"	reactant
MNXR102635	product	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR102635	product	1	MNXM97	C9H11NO2	0	L-phenylalanine	chebi:58095	"C00079;D00021;C02057"	reactant
MNXR102635	reactant	1	MNXM01	H	1	H(+)	NA	NA	NA
MNXR102635	reactant	1	MNXM97	C9H11NO2	0	L-phenylalanine	chebi:58095	"C00079;D00021;C02057"	reactant
MNXR109188	reactant	1	MNXM1633	C8H8O4	0	3,4-dihydroxymandelaldehyde	chebi:27852	C05577	reactant
MNXR109188	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR109188	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR109188	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
MNXR109188	product	1	MNXM10	C21H27N7O14P2	-2	NADH	chebi:57945	C00004	product
MNXR109188	product	1	MNXM3473	C8H7O5	-1	3,4-dihydroxymandelic acid	chebi:27637	C05580	product
MNXR109196	reactant	1	MNXM1989	C9H10O4	0	3-Methoxy-4-hydroxyphenylglycolaldehyde	chebi:27932	C05583	reactant
MNXR109196	reactant	1	MNXM2	H2O	0	H2O	chebi:15377	C00001	reactant
MNXR109196	reactant	1	MNXM8	C21H26N7O14P2	-1	NAD(+)	chebi:57540	"C00003;D00002"	reactant
MNXR109196	product	2	MNXM1	H	1	H(+)	chebi:15378	C00080	product
