Query ID	Predicted EC number
Saccharomyces_cerevisiae@YJL088W	EC:2.1.3.3
Saccharomyces_cerevisiae@YKL140W	EC:3.1.1.13
yHMPu5000034883_Peterozyma_xylosa@Seq_579	EC:2.7.11.17
Saccharomyces_cerevisiae@YML068W	EC:2.3.2.27
yHMPu5000034952_Citeromyces_siamensis@Seq_1862	EC:6.3.2.6
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_4544	EC:1.9.3.1
Saccharomyces_cerevisiae@YMR113W	EC:6.3.2.12
yHMPu5000034957_Hanseniaspora_osmophila@Seq_3070	EC:2.3.2.27
yHMPu5000041863_Candida_gorgasii@Seq_3298	EC:3.2.1.17
yHMPu5000034952_Citeromyces_siamensis@Seq_6028	EC:4.2.1.33
Candida_albicans@CM_00050W	EC:1.6.5.3
yHMPu5000026142_Citeromyces_matritensis@Seq_5869	EC:2.1.1.86
Aspergillus_nidulans@Seq_7986	EC:1.1.1.34
Saccharomyces_cerevisiae@YJL153C	EC:5.5.1.4
Saccharomyces_cerevisiae@YGR185C	EC:6.1.1.1
Botrytis_cinerea@Seq_7036	EC:5.2.1.8
Botrytis_cinerea@Seq_7036	EC:2.3.2.27
Fusarium_graminearum@Seq_10472	EC:3.2.1.23
yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3811	EC:5.99.1.2
Alloascoidea_hylecoeti@Seq_9284	EC:2.3.2.23
Saccharomyces_cerevisiae@YDL067C	EC:1.9.3.1
yHAB166_Kazachstania_yakushimaensis@Seq_4097	EC:2.7.11.1
Saccharomyces_cerevisiae@YOL126C	EC:1.1.1.37
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_2746	EC:2.3.2.27
yHMPu5000034749_Lipomyces_mesembrius@Seq_971	EC:2.1.1.86
Saccharomyces_cerevisiae@YLR195C	EC:2.3.1.97
Saccharomyces_cerevisiae@YGL211W	EC:6.3.4.19
Saccharomyces_cerevisiae@YDR313C	EC:2.3.2.27
Saccharomyces_cerevisiae@YJR104C	EC:1.15.1.1
Saccharomyces_cerevisiae@YBR125C	EC:3.1.3.16
Saccharomyces_cerevisiae@YML035C	EC:3.5.4.6
Neurospora_crassa@Seq_8466	EC:2.3.2.27
yHAB155_Kazachstania_spencerorum@Seq_6322	EC:1.6.5.3
Spathaspora_hagerdaliae@Seq_6272	EC:3.1.26.5
yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_428	EC:5.2.1.8
Saccharomyces_cerevisiae@YGR180C	EC:1.17.4.1
Botrytis_cinerea@Seq_11939	EC:3.6.1.31
Aspergillus_nidulans@Seq_3040	EC:3.2.1.21
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_586	EC:1.1.1.1
Saccharomyces_cerevisiae@YNL239W	EC:3.4.22.40
Saccharomyces_cerevisiae@YLR430W	EC:3.6.4.13
Saccharomyces_cerevisiae@YLR430W	EC:3.6.4.12
Saccharomyces_cerevisiae@YPR093C	EC:2.3.2.27
yHMPu5000034655_Botryozyma_nematodophila@Seq_8762	EC:3.4.16.5
yHMPu5000034918_Nakazawaea_holstii@Seq_379	EC:2.3.2.23
Alloascoidea_hylecoeti@Seq_9405	EC:2.7.11.1
yHMPu5000041693_Debaryomyces_nepalensis@Seq_5205	EC:2.3.1.79
Sugiyamaella_lignohabitans@Seq_6384	EC:2.3.2.27
Saccharomyces_cerevisiae@YOL049W	EC:6.3.2.3
Saccharomyces_cerevisiae@YOR339C	EC:2.3.2.23
Saccharomyces_cerevisiae@YDL108W	EC:2.7.11.23
Saitoella_complicata@Seq_5875	EC:2.7.7.6
yHMPu5000035633_Candida_hispaniensis@Seq_1872	EC:3.2.1.26
yHMPu5000035665_Middelhovenomyces_tepae@Seq_3639	EC:1.1.1.22
Candida_versatilis@Seq_1807	EC:3.1.1.3
Saccharomyces_cerevisiae@YML074C	EC:5.2.1.8
Saccharomyces_cerevisiae@YLR248W	EC:2.7.11.1
Metschnikowia_ipomoeae@Seq_2007	EC:3.2.1.17
Aspergillus_nidulans@Seq_3614	EC:3.6.4.13
Saccharomyces_cerevisiae@YPR103W	EC:3.4.25.1
Metschnikowia_matae_maris@Seq_2839	EC:2.1.1.79
Saccharomyces_cerevisiae@YHR013C	EC:2.3.1.255
Metschnikowia_borealis@Seq_3014	EC:5.1.99.6
Saccharomyces_cerevisiae@YOR202W	EC:4.2.1.19
Saccharomyces_cerevisiae@YLR274W	EC:3.6.4.12
Saccharomyces_cerevisiae@YBR002C	EC:2.5.1.87
Arthrobotrys_oligospora@Seq_113	EC:3.1.21.4
Saccharomyces_cerevisiae@YER086W	EC:4.3.1.19
Saccharomyces_cerevisiae@YER090W	EC:4.1.3.27
Saccharomyces_cerevisiae@YOL065C	EC:3.1.3.36
Alloascoidea_hylecoeti@Seq_3521	EC:2.7.11.1
Alloascoidea_hylecoeti@Seq_6451	EC:2.7.7.7
Stagonospora_nodorum@Seq_2430	EC:3.2.1.8
Saccharomyces_cerevisiae@YFL002C	EC:3.6.4.13
Spathaspora_girioi@Seq_5111	EC:3.2.1.39
yHMPu5000034635_Nadsonia_fulvescens@Seq_2554	EC:3.1.26.5
Aspergillus_nidulans@Seq_3121	EC:5.3.1.1
Coccidioides_immitis@Seq_8936	EC:3.1.4.4
Aspergillus_nidulans@Seq_6696	EC:5.2.1.8
yHMPu5000034986_Candida_oregonensis@Seq_1086	EC:3.1.26.5
Ascoidea_asiatica@Seq_2427	EC:2.7.7.6
Aspergillus_nidulans@Seq_8275	EC:2.6.1.42
Saccharomyces_cerevisiae@YBR133C	EC:2.1.1.320
yHMPu5000034952_Citeromyces_siamensis@Seq_1379	EC:1.18.1.3
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_717	EC:1.1.1.18
Saccharomyces_cerevisiae@YJL100W	EC:2.7.1.67
Saccharomyces_cerevisiae@YCR066W	EC:2.3.2.27
Candida_apicola@Seq_776	EC:2.7.11.24
Saccharomyces_cerevisiae@YOR336W	EC:2.7.7.7
Neurospora_crassa@Seq_4171	EC:1.1.1.1
yHMPu5000041822_Dipodascus_geniculatus@Seq_3188	EC:2.3.2.27
yHMPu5000035633_Candida_hispaniensis@Seq_21	EC:2.3.2.27
Aspergillus_nidulans@Seq_3315	EC:3.2.1.139
Stagonospora_nodorum@Seq_12229	EC:2.3.2.27
Saccharomyces_cerevisiae@YBR166C	EC:1.3.1.13
Saccharomyces_cerevisiae@YPL040C	EC:6.1.1.5
Lipomyces_starkeyi@Seq_5888	EC:2.7.7.6
yHMPu5000041862_Candida_golubevii@Seq_5243	EC:3.1.26.5
Saccharomyces_cerevisiae@YPL069C	EC:2.5.1.1
Saccharomyces_cerevisiae@YPL069C	EC:2.5.1.10
Saccharomyces_cerevisiae@YPL069C	EC:2.5.1.29
Saccharomyces_cerevisiae@YER055C	EC:2.4.2.17
Lipomyces_starkeyi@Seq_6784	EC:1.6.5.9
Saccharomyces_cerevisiae@YMR208W	EC:2.7.1.36
Fusarium_graminearum@Seq_4580	EC:3.2.1.8
Fusarium_graminearum@Seq_4580	EC:3.1.1.11
yHMPu5000034655_Botryozyma_nematodophila@Seq_10321	EC:2.3.2.27
yHMPu5000034886_Ogataea_trehalophila@Seq_3028	EC:2.3.2.27
Saccharomyces_cerevisiae@YPL179W	EC:3.1.3.16
Aspergillus_nidulans@Seq_5582	EC:3.2.1.22
Metschnikowia_lockheadii@Seq_4801	EC:1.11.1.15
Saccharomyces_cerevisiae@YJL033W	EC:3.6.4.13
Sclerotinia_sclerotiorum@Seq_2068	EC:3.2.1.39
Arthrobotrys_oligospora@Seq_4756	EC:2.7.7.48
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4890	EC:2.3.2.27
yHMPu5000041743_Candida_hawaiiana@Seq_1436	EC:5.2.1.8
Saccharomyces_cerevisiae@YHR063C	EC:1.1.1.169
Saccharomyces_cerevisiae@YLL008W	EC:3.6.4.13
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_730	EC:2.1.1.43
Saccharomyces_cerevisiae@YMR291W	EC:2.7.11.1
Saccharomyces_cerevisiae@YJR025C	EC:1.13.11.6
Saccharomyces_cerevisiae@YPL097W	EC:6.1.1.1
Nadsonia_fulvescens_var_elongata@Seq_777	EC:3.6.4.13
Tetrapisispora_blattae@Seq_2040	EC:2.7.11.1
yHMPu5000034681_Blastobotrys_americana@Seq_3317	EC:3.4.16.5
Botrytis_cinerea@Seq_4369	EC:2.3.2.27
Xylona_heveae@Seq_4111	EC:2.3.2.27
Saccharomyces_cerevisiae@YLR306W	EC:2.3.2.23
yHMPu5000035691_Candida_salmanticensis@Seq_4740	EC:2.7.11.1
Saccharomyces_cerevisiae@YPL148C	EC:2.7.8.7
Saccharomyces_cerevisiae@YDR066C	EC:3.1.3.16
Saccharomyces_cerevisiae@YML075C	EC:1.1.1.34
Saccharomyces_cerevisiae@YMR083W	EC:1.1.1.1
Fusarium_graminearum@Seq_11716	EC:2.3.2.27
Schizosaccharomyces_pombe@Seq_5043	EC:5.1.1.1
Saccharomyces_cerevisiae@YNL169C	EC:4.1.1.65
Neurospora_crassa@Seq_250	EC:1.10.3.2
yHMPu5000034654_Aciculoconidium_aculeatum@Seq_2113	EC:1.6.5.2
Alloascoidea_hylecoeti@Seq_4396	EC:5.4.2.11
Saccharomyces_cerevisiae@YER183C	EC:6.3.3.2
yHAB155_Kazachstania_spencerorum@Seq_452	EC:2.7.11.24
Saccharomyces_cerevisiae@YER010C	EC:4.1.3.17
yHMPu5000034625_Pichia_kudriavzevii@Seq_164	EC:2.7.7.6
yHMPu5000034625_Pichia_kudriavzevii@Seq_164	EC:2.7.7.7
Arthrobotrys_oligospora@Seq_3194	EC:6.3.2.9
Yarrowia_keelungensis@Seq_4761	EC:2.5.1.18
Aspergillus_nidulans@Seq_10678	EC:3.2.1.25
Saccharomyces_cerevisiae@YJR139C	EC:1.1.1.3
yHMPu5000035301_Pichia_terricola@Seq_1642	EC:2.3.2.27
yHAB159_Kazachstania_solicola@Seq_149	EC:2.3.1.9
yHMPu5000034631_Martiniozyma_abiesophila@Seq_10191	EC:2.7.7.6
Hanseniaspora_valbyensis@Seq_3413	EC:1.6.5.3
Saccharomyces_cerevisiae@YCL018W	EC:1.1.1.85
yHAB166_Kazachstania_yakushimaensis@Seq_4565	EC:3.4.25.1
yHMPu5000034742_Lipomyces_suomiensis@Seq_4702	EC:2.3.2.27
Lipomyces_starkeyi@Seq_6133	EC:3.1.26.5
yHMPu5000034665_Kodamaea_laetipori@Seq_2983	EC:2.7.7.19
Saccharomyces_cerevisiae@YGR040W	EC:2.7.11.24
Sclerotinia_sclerotiorum@Seq_9363	EC:3.1.26.5
Eremothecium_coryli@Seq_4138	EC:1.6.2.2
Saccharomyces_cerevisiae@YOL033W	EC:6.1.1.17
Eremothecium_sinecaudum@Seq_829	EC:2.7.7.6
Lipomyces_starkeyi@Seq_5763	EC:3.1.26.5
Saccharomyces_cerevisiae@YDL033C	EC:2.8.1.14
Sclerotinia_sclerotiorum@Seq_7299	EC:2.3.1.9
Saitoella_complicata@Seq_4283	EC:6.2.1.2
Saccharomyces_cerevisiae@YLR163C	EC:3.4.24.64
Saccharomyces_cerevisiae@YNL326C	EC:2.3.1.225
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_6191	EC:3.2.1.17
Saccharomyces_cerevisiae@YLR106C	EC:3.6.4.13
Saccharomyces_cerevisiae@YLR106C	EC:3.6.4.12
yHMPu5000035325_Cyberlindnera_petersonii@Seq_5357	EC:2.7.11.1
yHMPu5000034952_Citeromyces_siamensis@Seq_6224	EC:3.1.3.16
Saccharomyces_cerevisiae@YBR153W	EC:1.1.1.302
Saccharomyces_cerevisiae@YNL037C	EC:1.1.1.41
Saccharomyces_cerevisiae@YBL011W	EC:2.3.1.15
Saccharomyces_cerevisiae@YBL011W	EC:2.3.1.42
Sclerotinia_sclerotiorum@Seq_5280	EC:3.1.26.5
Saccharomyces_cerevisiae@YPR001W	EC:2.3.3.1
yHMPu5000035650_Trigonopsis_variabilis@Seq_2626	EC:1.6.5.3
Coccidioides_immitis@Seq_2754	EC:1.2.1.16
Fusarium_graminearum@Seq_2777	EC:2.3.2.27
Arthrobotrys_oligospora@Seq_728	EC:3.2.1.8
Saccharomyces_cerevisiae@YLR231C	EC:3.7.1.3
yHMPu5000034974_Deakozyma_indianensis@Seq_604	EC:2.3.2.27
Geotrichum_candidum@Seq_6760	EC:4.1.3.4
Fusarium_graminearum@Seq_8120	EC:2.7.7.48
Saccharomyces_cerevisiae@YFR047C	EC:2.4.2.19
yHMPu5000034655_Botryozyma_nematodophila@Seq_6852	EC:1.11.1.15
Saccharomyces_cerevisiae@YPR161C	EC:2.7.11.22
Saccharomyces_cerevisiae@YPR161C	EC:2.7.11.23
Saccharomyces_cerevisiae@YGR234W	EC:1.14.12.17
yHMPu5000034597_Candida_stellimalicola@Seq_4515	EC:3.6.4.13
Tortispora_caseinolytica@Seq_2144	EC:2.3.2.27
yHMPu5000034952_Citeromyces_siamensis@Seq_5142	EC:3.1.26.5
yHMPu5000035674_Kregervanrija_delftensis@Seq_3281	EC:3.4.23.24
yHMPu5000035282_Trigonopsis_vinaria@Seq_1088	EC:2.7.7.6
Alloascoidea_hylecoeti@Seq_9051	EC:2.3.2.27
Arthrobotrys_oligospora@Seq_7662	EC:3.2.1.25
Sclerotinia_sclerotiorum@Seq_8002	EC:2.7.7.6
yHMPu5000041822_Dipodascus_geniculatus@Seq_5081	EC:3.4.24.64
yHMPu5000026142_Citeromyces_matritensis@Seq_6802	EC:2.7.7.1
Saccharomyces_cerevisiae@YER012W	EC:3.4.25.1
yHMPu5000034670_Blastobotrys_proliferans@Seq_3278	EC:3.6.4.12
Candida_versatilis@Seq_2997	EC:5.4.4.2
Neurospora_crassa@Seq_7888	EC:2.7.11.1
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_610	EC:2.1.1.197
Stagonospora_nodorum@Seq_5158	EC:2.7.7.59
Fusarium_graminearum@Seq_10519	EC:3.6.4.12
Saccharomyces_cerevisiae@YIL147C	EC:2.7.13.3
Saccharomyces_cerevisiae@YOR286W	EC:2.8.1.1
yHMPu5000034883_Peterozyma_xylosa@Seq_3096	EC:3.1.26.5
Saccharomyces_cerevisiae@YOR040W	EC:3.1.2.6
yHMPu5000035658_Starmera_amethionina@Seq_5477	EC:3.2.1.101
Saccharomyces_cerevisiae@YOR208W	EC:3.1.3.48
Saccharomyces_cerevisiae@YGL226C-A	EC:2.4.99.18
Yarrowia_deformans@Seq_5081	EC:2.7.11.1
yHMPu5000035252_Yamadazyma_nakazawae@Seq_5067	EC:3.4.24.84
Fusarium_graminearum@Seq_2318	EC:3.5.1.5
Ambrosiozyma_monospora@Seq_7694	EC:2.3.2.26
Komagataella_pastoris@Seq_3505	EC:2.7.11.1
Saccharomyces_cerevisiae@YML008C	EC:2.1.1.41
Alloascoidea_hylecoeti@Seq_3765	EC:2.7.11.1
Fusarium_graminearum@Seq_7187	EC:2.6.1.1
Saccharomyces_cerevisiae@YHL012W	EC:2.7.7.9
yHAB136_Kazachstania_bromeliacearum@Seq_2218	EC:2.7.11.1
Aspergillus_nidulans@Seq_4400	EC:2.7.7.48
yHMPu5000034952_Citeromyces_siamensis@Seq_10875	EC:5.4.2.11
yHMPu5000035279_Tortispora_starmeri@Seq_3514	EC:2.4.1.131
Arthrobotrys_oligospora@Seq_5647	EC:3.6.4.12
Fusarium_graminearum@Seq_1238	EC:3.2.1.39
yHMPu5000034604_Sporopachydermia_lactativora@Seq_3206	EC:2.3.2.27
Coccidioides_immitis@Seq_4411	EC:1.11.1.7
Alloascoidea_hylecoeti@Seq_5639	EC:1.6.5.3
Saccharomyces_cerevisiae@YJL197W	EC:3.4.19.12
Saccharomyces_cerevisiae@YNL130C	EC:2.7.8.2
Saccharomyces_cerevisiae@YOR136W	EC:1.1.1.41
Sclerotinia_sclerotiorum@Seq_7803	EC:2.3.2.27
Neurospora_crassa@Seq_9059	EC:5.2.1.8
Alloascoidea_hylecoeti@Seq_3688	EC:2.7.6.1
yHMPu5000034760_Lipomyces_kononenkoae@Seq_6404	EC:1.2.1.12
Alloascoidea_hylecoeti@Seq_3345	EC:2.7.11.23
Saccharomyces_cerevisiae@YOL021C	EC:3.1.13.1
Saccharomyces_cerevisiae@YHR062C	EC:3.1.26.5
Candida_arabinofermentans@Seq_1274	EC:2.7.7.6
Saccharomyces_cerevisiae@YPL160W	EC:6.1.1.4
Naumovozyma_castellii@Seq_5240	EC:2.2.1.2
Sclerotinia_sclerotiorum@Seq_8397	EC:3.2.1.78
Sclerotinia_sclerotiorum@Seq_8397	EC:3.2.1.14
Saccharomyces_cerevisiae@YGL059W	EC:2.7.11.2
Saccharomyces_cerevisiae@YER065C	EC:4.1.3.1
Saccharomyces_cerevisiae@YER065C	EC:4.1.3.30
Saccharomyces_cerevisiae@YHR070W	EC:2.1.1.228
Ascoidea_asiatica@Seq_2578	EC:2.7.7.6
yHAB154_Kazachstania_transvaalensis@Seq_3978	EC:1.11.1.15
Arthrobotrys_oligospora@Seq_6035	EC:2.7.7.7
Neurospora_crassa@Seq_7557	EC:5.2.1.8
Spathaspora_hagerdaliae@Seq_4779	EC:6.3.5.5
Saccharomyces_cerevisiae@YOR239W	EC:2.1.1.56
Stagonospora_nodorum@Seq_6917	EC:3.1.3.25
Saccharomyces_cerevisiae@YOL052C	EC:4.1.1.50
yHMPu5000041822_Dipodascus_geniculatus@Seq_903	EC:3.5.4.25
yHMPu5000034660_Diddensiella_caesifluorescens@Seq_3120	EC:3.1.1.1
Vanderwaltozyma_polyspora@Seq_1285	EC:2.7.11.1
Fusarium_graminearum@Seq_5465	EC:3.6.4.12
Arthrobotrys_oligospora@Seq_1489	EC:3.6.4.12
Neurospora_crassa@Seq_1403	EC:2.3.2.27
yHMPu5000034974_Deakozyma_indianensis@Seq_3214	EC:1.1.1.1
yHMPu5000034674_Blastobotrys_muscicola@Seq_4064	EC:2.5.1.29
Yarrowia_lipolytica@Seq_1310	EC:3.1.1.3
yHAB159_Kazachstania_solicola@Seq_2735	EC:3.1.3.48
Stagonospora_nodorum@Seq_4929	EC:3.1.1.74
Saccharomyces_cerevisiae@YKR080W	EC:1.5.1.15
Saccharomyces_cerevisiae@YHR075C	EC:3.1.1.89
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_2102	EC:3.6.4.12
Wickerhamomyces_anomalus@Seq_5539	EC:1.6.5.3
yHMPu5000035699_Cyberlindnera_maclurae@Seq_3705	EC:2.3.2.23
Botrytis_cinerea@Seq_4197	EC:2.3.2.27
Saccharomyces_cerevisiae@YFL053W	EC:2.7.1.29
Saccharomyces_cerevisiae@YFL053W	EC:2.7.1.28
Saccharomyces_cerevisiae@YHR024C	EC:3.4.24.64
Neurospora_crassa@Seq_3457	EC:2.3.2.27
yHMPu5000035659_Saturnispora_dispora@Seq_4533	EC:2.3.2.27
yHMPu5000034646_Wickerhamiella_cacticola@Seq_5390	EC:3.1.1.5
Saccharomyces_cerevisiae@YBR204C	EC:3.1.1.3
Saccharomyces_cerevisiae@YGR123C	EC:3.1.3.16
Saccharomyces_cerevisiae@YGR157W	EC:2.1.1.17
Fusarium_graminearum@Seq_7498	EC:4.2.3.6
Saccharomyces_cerevisiae@YLR017W	EC:2.4.2.28
Saccharomyces_cerevisiae@YCL064C	EC:4.3.1.19
Metschnikowia_ipomoeae@Seq_1341	EC:5.2.1.8
Nakaseomyces_bacillisporus@Seq_2081	EC:5.2.1.8
yHMPu5000035654_Tortispora_ganteri@Seq_2365	EC:2.3.2.27
Spathaspora_passalidarum@Seq_5572	EC:2.7.7.19
yHMPu5000035699_Cyberlindnera_maclurae@Seq_5192	EC:2.2.1.2
Saccharomyces_cerevisiae@YDL066W	EC:1.1.1.42
yHMPu5000034957_Hanseniaspora_osmophila@Seq_4201	EC:2.7.7.49
yHMPu5000035659_Saturnispora_dispora@Seq_4634	EC:2.3.2.27
Saccharomyces_cerevisiae@YBL099W	EC:3.6.3.14
yHMPu5000035279_Tortispora_starmeri@Seq_3840	EC:3.1.26.5
yHMPu5000035242_Zygoascus_ofunaensis@Seq_4964	EC:3.1.26.4
Saccharomyces_cerevisiae@YML082W	EC:2.5.1.48
yHMPu5000035639_Wickerhamomyces_canadensis@Seq_3998	EC:2.7.7.6
Spathaspora_gorwiae@Seq_5907	EC:2.1.1.201
Saccharomyces_cerevisiae@YGR012W	EC:2.5.1.47
Metschnikowia_matae_maris@Seq_4224	EC:3.1.26.5
yHMPu5000035658_Starmera_amethionina@Seq_2642	EC:2.3.2.27
Lipomyces_starkeyi@Seq_4667	EC:3.5.1.49
Scheffersomyces_lignosus@Seq_2228	EC:3.1.1.3
Saccharomyces_cerevisiae@YOL157C	EC:3.2.1.10
Saccharomyces_cerevisiae@YER052C	EC:2.7.2.4
Saccharomyces_cerevisiae@YDR440W	EC:2.1.1.43
yHMPu5000035261_Candida_ponderosae@Seq_1270	EC:2.3.2.27
Yarrowia_keelungensis@Seq_4960	EC:3.6.4.12
yHMPu5000034635_Nadsonia_fulvescens@Seq_4305	EC:2.7.7.6
yHMPu5000034754_Lipomyces_arxii@Seq_2760	EC:3.2.1.21
Geotrichum_candidum@Seq_874	EC:2.3.2.27
Saccharomyces_cerevisiae@YJR057W	EC:2.7.4.9
Dekkera_bruxellensis@Seq_1946	EC:1.9.3.1
yHMPu5000035675_Kregervanrija_fluxuum@Seq_4389	EC:1.1.1.1
Naumovozyma_dairenensis@Seq_5404	EC:3.1.3.16
Saccharomyces_cerevisiae@YGR019W	EC:2.6.1.19
Candida_tropicalis@Seq_4581	EC:2.7.7.7
yHMPu5000035242_Zygoascus_ofunaensis@Seq_905	EC:5.2.1.8
Nakaseomyces_castellii@Seq_4516	EC:2.7.11.1
yHMPu5000034761_Lipomyces_lipofer@Seq_7102	EC:2.7.7.6
Saccharomyces_cerevisiae@YLR299W	EC:2.3.2.2
Saccharomyces_cerevisiae@YLR299W	EC:3.4.19.13
Saccharomyces_cerevisiae@YDR248C	EC:2.7.1.12
Saccharomyces_cerevisiae@YPL280W	EC:4.2.1.130
Neurospora_crassa@Seq_6302	EC:5.2.1.8
Neurospora_crassa@Seq_6302	EC:2.3.2.27
Neurospora_crassa@Seq_6302	EC:2.7.7.6
yHMPu5000034610_Saturnispora_hagleri@Seq_4057	EC:2.7.11.1
yHMPu5000034610_Saturnispora_hagleri@Seq_4057	EC:3.1.3.16
yHMPu5000034646_Wickerhamiella_cacticola@Seq_2201	EC:2.3.2.27
Saccharomyces_cerevisiae@YDR452W	EC:3.6.1.10
Saitoella_complicata@Seq_6522	EC:3.1.3.48
Saccharomyces_cerevisiae@YNL053W	EC:3.1.3.48
yHMPu5000034667_Blastobotrys_serpentis@Seq_642	EC:2.7.7.6
Alloascoidea_hylecoeti@Seq_6569	EC:2.3.2.27
Saccharomyces_cerevisiae@YBR080C	EC:3.6.4.6
Alloascoidea_hylecoeti@Seq_5297	EC:2.7.11.1
yHMPu5000034635_Nadsonia_fulvescens@Seq_4824	EC:2.3.2.27
Saccharomyces_cerevisiae@YOR251C	EC:2.8.1.1
yHAB132_Kazachstania_martiniae@Seq_4176	EC:5.2.1.8
Hanseniaspora_vinae@Seq_3362	EC:2.7.12.1
Alloascoidea_hylecoeti@Seq_4265	EC:2.7.11.1
yHMPu5000035673_Candida_orba@Seq_4697	EC:1.16.3.1
Scheffersomyces_stipitis@Seq_2251	EC:1.6.5.3
Saccharomyces_cerevisiae@YNL274C	EC:1.1.1.26
Saccharomyces_cerevisiae@YPR002W	EC:4.2.1.79
Saccharomyces_cerevisiae@YJR049C	EC:2.7.1.23
Saccharomyces_cerevisiae@YMR036C	EC:3.1.3.48
Saccharomyces_cerevisiae@YGL169W	EC:2.7.7.87
Saccharomyces_cerevisiae@YNL307C	EC:2.7.12.1
