ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
RXN-15843	25S rRNA (cytosine2870-C5)-methyltransferase	Cytosine2870-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2870-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.310	genemark-flattened_line_54-processed-gene-0.104-mRNA-1_1	0	1000			rhea/43177					2
RXN-15842	18S rRNA (guanine1575-N7)-methyltransferase	Guanine1575-in-18StRNAs[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + N7-methylGuanine1575-in-18StRNAs[s]	ec-code/2.1.1.309	augustus_masked-flattened_line_0-processed-gene-6.109-mRNA-1_1	0	1000								2
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	homoserine O-acetyltransferase	acetyl-CoA[s] + L-homoserine[s] <=> coenzyme A[s] + O-acetyl-L-homoserine[s]	ec-code/2.3.1.31	genemark-flattened_line_10-processed-gene-3.61-mRNA-1_1 or genemark-flattened_line_16-processed-gene-2.136-mRNA-1_1	-1000	1000			rhea/13704;kegg.reaction/R01776	L-homocysteine biosynthesis				2
RXN-15776	methylated diphthine methylhydrolase	Diphthine-methyl-ester-EF2[s] + H2O[s] => DIPHTINE[s] + methanol[s] + H+[s]	ec-code/3.1.1.97	genemark-flattened_line_2-processed-gene-8.121-mRNA-1_1	0	1000			rhea/42657	diphthamide biosynthesis II (eukaryotes)				2
HOMOSERDEHYDROG-RXN	homoserine dehydrogenase	L-aspartate 4-semialdehyde[s] + NADH-P-OR-NOP[s] + H+[s] => L-homoserine[s] + NAD-P-OR-NOP[s]	ec-code/1.1.1.3	genemark-flattened_line_4-processed-gene-3.21-mRNA-1_1	0	1000			rhea/15759;kegg.reaction/R01773;kegg.reaction/R01775	L-homoserine biosynthesis				2
RXN-15775	diphthine synthase	2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE[s] + 4 S-ADENOSYLMETHIONINE[s] => 4 S-adenosyl-L-homocysteine[s] + Diphthine-methyl-ester-EF2[s] + 3 H+[s]	ec-code/2.1.1.314	genemark-flattened_line_20-processed-gene-1.102-mRNA-1_1	0	1000			rhea/42653	diphthamide biosynthesis II (eukaryotes)			pubmed/15485916	2
HOMOCYSMET-RXN	cobalamin-independent homocysteine transmethylase;cobalamin-independent methionine synthase;5-methyltetrahydropteroyltriglutamate:homocysteine S-methyltransferase;homocysteine methyltransferase	5-methyltetrahydropteroyl tri-L-glutamate[s] + L-homocysteine[s] <=> tetrahydropteroyl tri-L-glutamate[s] + L-methionine[s]	ec-code/2.1.1.14	genemark-flattened_line_8-processed-gene-4.168-mRNA-1_1	-1000	1000			rhea/21199;kegg.reaction/R04405	L-methionine biosynthesis II (plants);L-methionine biosynthesis I;L-methionine biosynthesis III;S-adenosyl-L-methionine cycle I;S-adenosyl-L-methionine cycle II				2
HOMOCITRATE-SYNTHASE-RXN	(R)-homocitrate synthase	2-oxoglutarate[s] + acetyl-CoA[s] + H2O[s] <=> coenzyme A[s] + (2R)-homocitrate[s] + H+[s]	ec-code/2.3.3.14	genemark-flattened_line_50-processed-gene-0.82-mRNA-1_1 or augustus_masked-flattened_line_74-processed-gene-0.55-mRNA-1_1	-1000	1000			rhea/12932;kegg.reaction/R00271	FeMo cofactor biosynthesis;L-lysine biosynthesis IV;coenzyme B biosynthesis;L-lysine biosynthesis V				2
HISTOLDEHYD-RXN	histidinol dehydrogenase	histidinol[s] + NAD+[s] <=> histidinal[s] + NADH[s] + H+[s]		genemark-flattened_line_34-processed-gene-0.118-mRNA-1_1	-1000	1000			rhea/33799;kegg.reaction/R03012	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
HISTALDEHYD-RXN	histidinol dehydrogenase;histidinal dehydrogenase	histidinal[s] + NAD+[s] + H2O[s] => L-histidine[s] + NADH[s] + 2 H+[s]		genemark-flattened_line_34-processed-gene-0.118-mRNA-1_1	0	1000			rhea/33804;kegg.reaction/R01163	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
HEMEOSYN-RXN	heme o synthase;heme O synthase	(2E,6E)-farnesyl diphosphate[s] + ferroheme b[s] + H2O[s] => ferroheme o[s] + diphosphate[s]	ec-code/2.5.1.141	genemark-flattened_line_28-processed-gene-1.195-mRNA-1_1	0	1000			rhea/28071;kegg.reaction/R07411	heme a biosynthesis				2
GUANYL-KIN-RXN	GMP kinase;guanylate kinase	ATP[s] + GMP[s] <=> ADP[s] + GDP[s]	ec-code/2.7.4.8	genemark-flattened_line_4-processed-gene-6.147-mRNA-1_1	-1000	1000			rhea/20780;kegg.reaction/R00332	guanosine ribonucleotides de novo biosynthesis				2
GUANPRIBOSYLTRAN-RXN	guanine phosphoribosyltransferase	guanine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => GMP[s] + diphosphate[s]	ec-code/2.4.2.8	genemark-flattened_line_4-processed-gene-5.3-mRNA-1_1 or maker-flattened_line_48-augustus-gene-0.1-mRNA-1_1	0	1000			rhea/25427;kegg.reaction/R01229	guanine and guanosine salvage;guanine and guanosine salvage II				2
RXN0-7115	tRNA threonylcarbamoyladenosine dehydratase	ATP[s] + N6-L-threonylcarbamoyladenine37-tRNAs[s] => ADP[s] + Cyclic-N6-threonylcarbamoyl-A37-tRNAs[s] + H+[s] + phosphate[s]		augustus_masked-flattened_line_2-processed-gene-3.95-mRNA-1_1	0	1000								2
GUANINE-DEAMINASE-RXN	guanine deaminase	guanine[s] + H+[s] + H2O[s] => ammonium[s] + xanthine[s]	ec-code/3.5.4.3	genemark-flattened_line_4-processed-gene-2.140-mRNA-1_1	0	1000			rhea/14666;kegg.reaction/R01676	purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);guanosine nucleotides degradation III;guanosine nucleotides degradation II				2
GUANIDINOBUTYRASE-RXN	guanidinobutyrase;guanidinobutyrate amidinohydrolase	4-guanidinobutanoate[s] + H2O[s] => 4-aminobutanoate[s] + urea[s]	ec-code/3.5.3.7	genemark-flattened_line_12-processed-gene-1.40-mRNA-1_1	0	1000			rhea/19502;kegg.reaction/R01990	L-arginine degradation XII;L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway);L-arginine degradation X (arginine monooxygenase pathway)				2
GTP-CYCLOHYDRO-II-RXN	GTP cyclohydrolase II	GTP[s] + 3 H2O[s] => 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one[s] + formate[s] + diphosphate[s] + 2 H+[s]	ec-code/3.5.4.25	genemark-flattened_line_2-processed-gene-8.120-mRNA-1_1	0	1000			rhea/23705;kegg.reaction/R00425	toxoflavin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia);flavin biosynthesis III (fungi);flavin biosynthesis I (bacteria and plants)				2
GTP-CYCLOHYDRO-I-RXN	GTP cyclohydrolase;GTP cyclohydrolase I	GTP[s] + H2O[s] => 7,8-dihydroneopterin 3'-triphosphate[s] + formate[s] + H+[s]	ec-code/3.5.4.16	genemark-flattened_line_36-processed-gene-0.139-mRNA-1_1	0	1000			rhea/17473;kegg.reaction/R00424	6-hydroxymethyl-dihydropterin diphosphate biosynthesis IV (Plasmodium);drosopterin and aurodrosopterin biosynthesis;tetrahydromonapterin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis I;threo-tetrahydrobiopterin biosynthesis;preQ0 biosynthesis;erythro-tetrahydrobiopterin biosynthesis II;erythro-tetrahydrobiopterin biosynthesis I				2
RXN0-7068	5-carboxymethylaminomethyluridineuridine-[tRNA] synthase;5-carboxymethylaminomethyluridine-tRNA synthase	Acceptor[s] + glycine[s] + GTP[s] + METHYLENE-THF-GLU-N[s] + H2O[s] + tRNA-uridine34[s] => DIHYDROFOLATE-GLU-N[s] + Donor-H2[s] + GDP[s] + 2 H+[s] + phosphate[s] + tRNA-containing-5-CarbMeAminome-uridine[s]		augustus_masked-flattened_line_10-processed-gene-0.97-mRNA-1_1 or maker-flattened_line_2-augustus-gene-5.157-mRNA-1_1	0	1000				tRNA-uridine 2-thiolation (yeast mitochondria)				2
GPPSYN-RXN	geranyl pyrophosphate synthase;dimethylallyltransferase;geranylpyrophosphate synthase;geranyl diphosphate synthase;dimethylallyltranstransferase	dimethylallyl diphosphate[s] + isopentenyl diphosphate[s] => geranyl diphosphate[s] + diphosphate[s]	ec-code/2.5.1.1	genemark-flattened_line_24-processed-gene-1.289-mRNA-1_1	0	1000			rhea/22408;kegg.reaction/R01658	ipsdienol biosynthesis;mono-trans, poly-cis decaprenyl phosphate biosynthesis;(3R)-linalool biosynthesis;stellatic acid biosynthesis;trans, trans-farnesyl diphosphate biosynthesis;all-trans-farnesol biosynthesis;viridicatumtoxin biosynthesis;bisabolene biosynthesis (engineered);linalool biosynthesis I;(3S)-linalool biosynthesis;geranyl diphosphate biosynthesis				2
GPH-RXN	phosphoglycolate phosphatase;2-phosphoglycerate phosphatase	2-phosphoglycolate[s] + H2O[s] => glycolate[s] + phosphate[s]	ec-code/3.1.3.18	augustus_masked-flattened_line_42-processed-gene-0.3-mRNA-1_1	0	1000			rhea/14370;kegg.reaction/R01334	photorespiration				2
