Experiment_id	Model_id	Essential_status
SPAC1834.11c	Schizosaccharomyces_pombe@Seq_3566	E
SPAC18B11.05	Schizosaccharomyces_pombe@Seq_683	E
SPAC18B11.06	Schizosaccharomyces_pombe@Seq_1939	E
SPAC18B11.11	Schizosaccharomyces_pombe@Seq_1643	E
SPAC18G6.03	Schizosaccharomyces_pombe@Seq_91	E
SPAC18G6.06	Schizosaccharomyces_pombe@Seq_2179	E
SPAC18G6.07c	Schizosaccharomyces_pombe@Seq_4117	E
SPAC18G6.11c	Schizosaccharomyces_pombe@Seq_4432	E
SPAC18G6.14c	Schizosaccharomyces_pombe@Seq_3550	E
SPAC1952.01	Schizosaccharomyces_pombe@Seq_3543	E
SPAC1952.13	Schizosaccharomyces_pombe@Seq_2208	E
SPAC1952.14c	Schizosaccharomyces_pombe@Seq_509	E
SPAC19A8.06	Schizosaccharomyces_pombe@Seq_362	E
SPAC19A8.07c	Schizosaccharomyces_pombe@Seq_3935	E
SPAC19A8.09	Schizosaccharomyces_pombe@Seq_2753	E
SPAC19A8.12	Schizosaccharomyces_pombe@Seq_1158	E
SPAC19A8.13	Schizosaccharomyces_pombe@Seq_1208	E
SPAC19A8.15	Schizosaccharomyces_pombe@Seq_1462	E
SPAC19B12.01	Schizosaccharomyces_pombe@Seq_3156	E
SPAC19B12.02c	Schizosaccharomyces_pombe@Seq_128	E
SPAC19B12.03	Schizosaccharomyces_pombe@Seq_30	E
SPAC19B12.05c	Schizosaccharomyces_pombe@Seq_2835	E
SPAC19D5.04	Schizosaccharomyces_pombe@Seq_1096	E
SPAC19D5.05c	Schizosaccharomyces_pombe@Seq_4789	E
SPAC19G12.01c	Schizosaccharomyces_pombe@Seq_1322	E
SPAC19G12.07c	Schizosaccharomyces_pombe@Seq_2309	E
SPAC19G12.14	Schizosaccharomyces_pombe@Seq_3428	E
SPAC1A6.02	Schizosaccharomyces_pombe@Seq_3117	E
SPAC1B1.01	Schizosaccharomyces_pombe@Seq_3670	E
SPAC1B1.03c	Schizosaccharomyces_pombe@Seq_4924	E
SPAC1B2.05	Schizosaccharomyces_pombe@Seq_4797	E
SPAC1B3.09c	Schizosaccharomyces_pombe@Seq_4808	E
SPAC1B3.12c	Schizosaccharomyces_pombe@Seq_3558	E
SPAC1B3.13	Schizosaccharomyces_pombe@Seq_1826	E
SPAC1B3.14	Schizosaccharomyces_pombe@Seq_149	E
SPAC1B3.18c	Schizosaccharomyces_pombe@Seq_4882	E
SPAC1B9.03c	Schizosaccharomyces_pombe@Seq_55	E
SPAC1D4.04	Schizosaccharomyces_pombe@Seq_2335	E
SPAC1D4.08	Schizosaccharomyces_pombe@Seq_2825	E
SPAC1D4.10	Schizosaccharomyces_pombe@Seq_651	E
SPAC1D4.12	Schizosaccharomyces_pombe@Seq_3393	E
SPAC1D4.14	Schizosaccharomyces_pombe@Seq_793	E
SPAC1F12.08	Schizosaccharomyces_pombe@Seq_2449	E
SPAC1F3.01	Schizosaccharomyces_pombe@Seq_663	E
SPAC1F5.02	Schizosaccharomyces_pombe@Seq_2313	E
SPAC1F5.04c	Schizosaccharomyces_pombe@Seq_2433	E
SPAC1F5.06	Schizosaccharomyces_pombe@Seq_1071	E
SPAC1F5.11c	Schizosaccharomyces_pombe@Seq_2372	E
SPAC1F7.02c	Schizosaccharomyces_pombe@Seq_3940	E
SPAC1F7.03	Schizosaccharomyces_pombe@Seq_205	E
SPAC1F7.04	Schizosaccharomyces_pombe@Seq_3128	E
SPAC1F7.05	Schizosaccharomyces_pombe@Seq_4277	E
SPAC1F8.07c	Schizosaccharomyces_pombe@Seq_5028	E
SPAC20G4.06c	Schizosaccharomyces_pombe@Seq_4107	E
SPAC20G8.01	Schizosaccharomyces_pombe@Seq_178	E
SPAC20G8.03	Schizosaccharomyces_pombe@Seq_1256	E
SPAC20G8.05c	Schizosaccharomyces_pombe@Seq_2790	E
SPAC20G8.06	Schizosaccharomyces_pombe@Seq_851	E
SPAC20H4.01	Schizosaccharomyces_pombe@Seq_1607	E
SPAC21E11.07	Schizosaccharomyces_pombe@Seq_1479	E
SPAC21E11.08	Schizosaccharomyces_pombe@Seq_1389	E
SPAC222.03c	Schizosaccharomyces_pombe@Seq_4846	E
SPAC222.06	Schizosaccharomyces_pombe@Seq_2072	E
SPAC222.09	Schizosaccharomyces_pombe@Seq_3107	E
SPAC222.10c	Schizosaccharomyces_pombe@Seq_2905	E
SPAC222.11	Schizosaccharomyces_pombe@Seq_2456	E
SPAC227.02c	Schizosaccharomyces_pombe@Seq_4759	E
SPAC227.08c	Schizosaccharomyces_pombe@Seq_5056	E
SPAC227.09	Schizosaccharomyces_pombe@Seq_3261	E
SPAC227.12	Schizosaccharomyces_pombe@Seq_143	E
SPAC227.16c	Schizosaccharomyces_pombe@Seq_3255	E
SPAC22A12.05	Schizosaccharomyces_pombe@Seq_1095	E
SPAC22A12.08c	Schizosaccharomyces_pombe@Seq_1272	E
SPAC22A12.09c	Schizosaccharomyces_pombe@Seq_320	E
SPAC22A12.12c	Schizosaccharomyces_pombe@Seq_3635	E
SPAC22A12.13	Schizosaccharomyces_pombe@Seq_2235	E
SPAC22A12.15c	Schizosaccharomyces_pombe@Seq_569	E
SPAC22E12.02	Schizosaccharomyces_pombe@Seq_973	E
SPAC22E12.07	Schizosaccharomyces_pombe@Seq_130	E
SPAC22E12.08	Schizosaccharomyces_pombe@Seq_5103	E
SPAC22E12.09c	Schizosaccharomyces_pombe@Seq_106	E
SPAC22E12.10c	Schizosaccharomyces_pombe@Seq_1126	E
SPAC22E12.13c	Schizosaccharomyces_pombe@Seq_1401	E
SPAC22E12.17c	Schizosaccharomyces_pombe@Seq_4194	E
SPAC22F3.05c	Schizosaccharomyces_pombe@Seq_4919	E
SPAC22F8.06	Schizosaccharomyces_pombe@Seq_360	E
SPAC22F8.08	Schizosaccharomyces_pombe@Seq_3266	E
SPAC22F8.10c	Schizosaccharomyces_pombe@Seq_2014	E
SPAC22G7.09c	Schizosaccharomyces_pombe@Seq_709	E
SPAC22G7.10	Schizosaccharomyces_pombe@Seq_2421	E
SPAC22H10.05c	Schizosaccharomyces_pombe@Seq_2042	E
SPAC22H10.10	Schizosaccharomyces_pombe@Seq_3262	E
SPAC22H10.12c	Schizosaccharomyces_pombe@Seq_554	E
SPAC23A1.05	Schizosaccharomyces_pombe@Seq_257	E
SPAC23A1.08c	Schizosaccharomyces_pombe@Seq_1239	E
SPAC23A1.12c	Schizosaccharomyces_pombe@Seq_32	E
SPAC23A1.18c	Schizosaccharomyces_pombe@Seq_3379	E
SPAC23C11.03	Schizosaccharomyces_pombe@Seq_3098	E
SPAC23C11.05	Schizosaccharomyces_pombe@Seq_841	E
SPAC23C11.09	Schizosaccharomyces_pombe@Seq_5104	E
SPAC23C11.11	Schizosaccharomyces_pombe@Seq_2816	E
SPAC23C11.12	Schizosaccharomyces_pombe@Seq_1709	E
SPAC23C11.16	Schizosaccharomyces_pombe@Seq_2664	E
SPAC23C11.17	Schizosaccharomyces_pombe@Seq_2987	E
SPAC23C4.10	Schizosaccharomyces_pombe@Seq_1171	E
SPAC23C4.13	Schizosaccharomyces_pombe@Seq_4126	E
SPAC23C4.14	Schizosaccharomyces_pombe@Seq_1170	E
SPAC23C4.15	Schizosaccharomyces_pombe@Seq_2239	E
SPAC23C4.18c	Schizosaccharomyces_pombe@Seq_4079	E
SPAC23C4.19	Schizosaccharomyces_pombe@Seq_3656	E
SPAC23D3.02	Schizosaccharomyces_pombe@Seq_4556	E
SPAC23D3.06c	Schizosaccharomyces_pombe@Seq_1210	E
SPAC23D3.07	Schizosaccharomyces_pombe@Seq_2232	E
SPAC23D3.08	Schizosaccharomyces_pombe@Seq_2698	E
SPAC23E2.02	Schizosaccharomyces_pombe@Seq_1278	E
SPAC23G3.01	Schizosaccharomyces_pombe@Seq_1187	E
SPAC23G3.06	Schizosaccharomyces_pombe@Seq_1394	E
SPAC23G3.09	Schizosaccharomyces_pombe@Seq_3487	E
SPAC23G3.11	Schizosaccharomyces_pombe@Seq_710	E
SPAC23H3.02c	Schizosaccharomyces_pombe@Seq_2066	E
SPAC23H3.07c	Schizosaccharomyces_pombe@Seq_1368	E
SPAC23H3.10	Schizosaccharomyces_pombe@Seq_2940	E
SPAC23H4.03c	Schizosaccharomyces_pombe@Seq_2895	E
SPAC23H4.04	Schizosaccharomyces_pombe@Seq_4213	E
SPAC23H4.06	Schizosaccharomyces_pombe@Seq_2444	E
SPAC23H4.07c	Schizosaccharomyces_pombe@Seq_4319	E
SPAC23H4.11c	Schizosaccharomyces_pombe@Seq_4681	E
SPAC23H4.15	Schizosaccharomyces_pombe@Seq_1528	E
SPAC23H4.18c	Schizosaccharomyces_pombe@Seq_2514	E
SPAC24B11.11c	Schizosaccharomyces_pombe@Seq_3919	E
SPAC24C9.03	Schizosaccharomyces_pombe@Seq_1036	E
SPAC24C9.04	Schizosaccharomyces_pombe@Seq_731	E
SPAC24C9.06c	Schizosaccharomyces_pombe@Seq_4774	E
SPAC24C9.09	Schizosaccharomyces_pombe@Seq_4912	E
SPAC24C9.10c	Schizosaccharomyces_pombe@Seq_4212	E
SPAC24C9.11	Schizosaccharomyces_pombe@Seq_1942	E
SPAC24C9.13c	Schizosaccharomyces_pombe@Seq_1754	E
SPAC24H6.01c	Schizosaccharomyces_pombe@Seq_4950	E
SPAC24H6.05	Schizosaccharomyces_pombe@Seq_1432	E
SPAC24H6.06	Schizosaccharomyces_pombe@Seq_2705	E
SPAC24H6.12c	Schizosaccharomyces_pombe@Seq_813	E
SPAC25B8.02	Schizosaccharomyces_pombe@Seq_2849	E
SPAC25B8.14	Schizosaccharomyces_pombe@Seq_2308	E
SPAC25B8.16	Schizosaccharomyces_pombe@Seq_1144	E
SPAC25G10.07c	Schizosaccharomyces_pombe@Seq_1965	E
SPAC25G10.08	Schizosaccharomyces_pombe@Seq_3396	E
SPAC25H1.08c	Schizosaccharomyces_pombe@Seq_1851	E
SPAC26A3.03c	Schizosaccharomyces_pombe@Seq_2675	E
SPAC26A3.05	Schizosaccharomyces_pombe@Seq_3051	E
SPAC26A3.12c	Schizosaccharomyces_pombe@Seq_3464	E
SPAC26A3.15c	Schizosaccharomyces_pombe@Seq_2700	E
SPAC26F1.03	Schizosaccharomyces_pombe@Seq_3600	E
SPAC26F1.06	Schizosaccharomyces_pombe@Seq_1792	E
SPAC26F1.13c	Schizosaccharomyces_pombe@Seq_1017	E
SPAC26H5.06	Schizosaccharomyces_pombe@Seq_1086	E
SPAC26H5.12	Schizosaccharomyces_pombe@Seq_4360	E
SPAC26H5.13c	Schizosaccharomyces_pombe@Seq_2213	E
SPAC27D7.07c	Schizosaccharomyces_pombe@Seq_3605	E
SPAC27E2.05	Schizosaccharomyces_pombe@Seq_3676	E
SPAC27E2.06c	Schizosaccharomyces_pombe@Seq_4688	E
SPAC27E2.10c	Schizosaccharomyces_pombe@Seq_2563	E
SPAC27F1.02c	Schizosaccharomyces_pombe@Seq_2824	E
SPAC27F1.04c	Schizosaccharomyces_pombe@Seq_3315	E
SPAC27F1.07	Schizosaccharomyces_pombe@Seq_2273	E
SPAC27F1.09c	Schizosaccharomyces_pombe@Seq_4938	E
SPAC29A4.03c	Schizosaccharomyces_pombe@Seq_2149	E
SPAC29A4.04c	Schizosaccharomyces_pombe@Seq_2882	E
SPAC29A4.06c	Schizosaccharomyces_pombe@Seq_2640	E
SPAC29A4.07	Schizosaccharomyces_pombe@Seq_916	E
SPAC29A4.08c	Schizosaccharomyces_pombe@Seq_5131	E
SPAC29A4.10	Schizosaccharomyces_pombe@Seq_2799	E
SPAC29A4.15	Schizosaccharomyces_pombe@Seq_2515	E
SPAC29B12.01	Schizosaccharomyces_pombe@Seq_561	E
SPAC29B12.07	Schizosaccharomyces_pombe@Seq_496	E
SPAC29E6.02	Schizosaccharomyces_pombe@Seq_2003	E
SPAC29E6.03c	Schizosaccharomyces_pombe@Seq_744	E
SPAC29E6.04	Schizosaccharomyces_pombe@Seq_2591	E
SPAC29E6.06c	Schizosaccharomyces_pombe@Seq_2976	E
SPAC29E6.08	Schizosaccharomyces_pombe@Seq_4336	E
SPAC2C4.03c	Schizosaccharomyces_pombe@Seq_3576	E
SPAC2C4.04c	Schizosaccharomyces_pombe@Seq_2364	E
SPAC2C4.11c	Schizosaccharomyces_pombe@Seq_992	E
SPAC2C4.12c	Schizosaccharomyces_pombe@Seq_2601	E
SPAC2C4.13	Schizosaccharomyces_pombe@Seq_1600	E
SPAC2E12.02	Schizosaccharomyces_pombe@Seq_3632	E
SPAC2E1P5.04c	Schizosaccharomyces_pombe@Seq_2144	E
SPAC2E1P5.05	Schizosaccharomyces_pombe@Seq_3696	E
SPAC2F3.03c	Schizosaccharomyces_pombe@Seq_2510	E
SPAC2F3.04c	Schizosaccharomyces_pombe@Seq_2168	E
SPAC2F3.09	Schizosaccharomyces_pombe@Seq_2199	E
SPAC2F3.10	Schizosaccharomyces_pombe@Seq_4786	E
SPAC2F3.14c	Schizosaccharomyces_pombe@Seq_4011	E
SPAC2F3.17c	Schizosaccharomyces_pombe@Seq_3213	E
SPAC2F7.05c	Schizosaccharomyces_pombe@Seq_3760	E
SPAC2F7.13c	Schizosaccharomyces_pombe@Seq_1900	E
SPAC2F7.14c	Schizosaccharomyces_pombe@Seq_704	E
SPAC2F7.15	Schizosaccharomyces_pombe@Seq_4867	E
SPAC2G11.02	Schizosaccharomyces_pombe@Seq_2878	E
SPAC2G11.08c	Schizosaccharomyces_pombe@Seq_1598	E
SPAC2G11.11c	Schizosaccharomyces_pombe@Seq_1104	E
SPAC2G11.14	Schizosaccharomyces_pombe@Seq_2800	E
SPAC30C2.03	Schizosaccharomyces_pombe@Seq_5077	E
SPAC30D11.03	Schizosaccharomyces_pombe@Seq_1947	E
SPAC30D11.08c	Schizosaccharomyces_pombe@Seq_3020	E
SPAC30D11.13	Schizosaccharomyces_pombe@Seq_2613	E
SPAC31A2.03	Schizosaccharomyces_pombe@Seq_4411	E
SPAC31A2.04c	Schizosaccharomyces_pombe@Seq_567	E
SPAC31A2.05c	Schizosaccharomyces_pombe@Seq_76	E
SPAC31A2.07c	Schizosaccharomyces_pombe@Seq_2371	E
SPAC31A2.08	Schizosaccharomyces_pombe@Seq_2173	E
SPAC31G5.01	Schizosaccharomyces_pombe@Seq_1839	E
SPAC31G5.02	Schizosaccharomyces_pombe@Seq_3136	E
SPAC31G5.05c	Schizosaccharomyces_pombe@Seq_5066	E
SPAC31G5.06	Schizosaccharomyces_pombe@Seq_4276	E
SPAC31G5.08	Schizosaccharomyces_pombe@Seq_291	E
SPAC31G5.13	Schizosaccharomyces_pombe@Seq_17	E
SPAC31G5.16c	Schizosaccharomyces_pombe@Seq_434	E
SPAC323.02c	Schizosaccharomyces_pombe@Seq_4512	E
SPAC323.06c	Schizosaccharomyces_pombe@Seq_2088	E
SPAC323.08	Schizosaccharomyces_pombe@Seq_995	E
SPAC328.08c	Schizosaccharomyces_pombe@Seq_2986	E
SPAC32A11.04c	Schizosaccharomyces_pombe@Seq_4284	E
SPAC343.01c	Schizosaccharomyces_pombe@Seq_4883	E
SPAC343.02	Schizosaccharomyces_pombe@Seq_1053	E
SPAC343.03	Schizosaccharomyces_pombe@Seq_3950	E
SPAC343.05	Schizosaccharomyces_pombe@Seq_1015	E
SPAC343.08c	Schizosaccharomyces_pombe@Seq_1700	E
SPAC343.13	Schizosaccharomyces_pombe@Seq_4773	E
SPAC343.14c	Schizosaccharomyces_pombe@Seq_1941	E
SPAC343.17c	Schizosaccharomyces_pombe@Seq_3263	E
SPAC3A12.02	Schizosaccharomyces_pombe@Seq_2945	E
SPAC3A12.04c	Schizosaccharomyces_pombe@Seq_3597	E
SPAC3A12.05c	Schizosaccharomyces_pombe@Seq_660	E
SPAC3A12.07	Schizosaccharomyces_pombe@Seq_2086	E
SPAC3A12.11c	Schizosaccharomyces_pombe@Seq_1376	E
SPAC3A12.14	Schizosaccharomyces_pombe@Seq_4347	E
SPAC3A12.15	Schizosaccharomyces_pombe@Seq_2012	E
SPAC3A12.16c	Schizosaccharomyces_pombe@Seq_2038	E
SPAC3A12.18	Schizosaccharomyces_pombe@Seq_3616	E
SPAC3A12.19	Schizosaccharomyces_pombe@Seq_782	E
SPAC3C7.11c	Schizosaccharomyces_pombe@Seq_2793	E
SPAC3F10.03	Schizosaccharomyces_pombe@Seq_1981	E
SPAC3F10.08c	Schizosaccharomyces_pombe@Seq_3790	E
SPAC3G6.08	Schizosaccharomyces_pombe@Seq_836	E
SPAC3G6.10c	Schizosaccharomyces_pombe@Seq_2103	E
SPAC3G9.06	Schizosaccharomyces_pombe@Seq_3660	E
SPAC3G9.09c	Schizosaccharomyces_pombe@Seq_1093	E
SPAC3G9.10c	Schizosaccharomyces_pombe@Seq_2648	E
SPAC3G9.12	Schizosaccharomyces_pombe@Seq_1380	E
SPAC3G9.13c	Schizosaccharomyces_pombe@Seq_1734	E
SPAC3G9.14	Schizosaccharomyces_pombe@Seq_1920	E
SPAC3G9.16c	Schizosaccharomyces_pombe@Seq_2306	E
SPAC3H1.01c	Schizosaccharomyces_pombe@Seq_4113	E
SPAC3H5.06c	Schizosaccharomyces_pombe@Seq_3282	E
SPAC3H8.06	Schizosaccharomyces_pombe@Seq_3968	E
SPAC3H8.10	Schizosaccharomyces_pombe@Seq_4111	E
SPAC458.03	Schizosaccharomyces_pombe@Seq_3995	E
SPAC458.07	Schizosaccharomyces_pombe@Seq_722	E
SPAC4A8.08c	Schizosaccharomyces_pombe@Seq_4594	E
SPAC4A8.11c	Schizosaccharomyces_pombe@Seq_4999	E
SPAC4A8.12c	Schizosaccharomyces_pombe@Seq_4660	E
SPAC4A8.13c	Schizosaccharomyces_pombe@Seq_2612	E
SPAC4A8.15c	Schizosaccharomyces_pombe@Seq_3380	E
SPAC4A8.16c	Schizosaccharomyces_pombe@Seq_4895	E
SPAC4D7.04c	Schizosaccharomyces_pombe@Seq_1916	E
SPAC4D7.09	Schizosaccharomyces_pombe@Seq_2447	E
SPAC4D7.12c	Schizosaccharomyces_pombe@Seq_57	E
SPAC4D7.13	Schizosaccharomyces_pombe@Seq_276	E
SPAC4F10.03c	Schizosaccharomyces_pombe@Seq_1577	E
SPAC4F10.09c	Schizosaccharomyces_pombe@Seq_1971	E
SPAC4F10.10c	Schizosaccharomyces_pombe@Seq_1434	E
SPAC4F10.12	Schizosaccharomyces_pombe@Seq_4184	E
SPAC4F8.02c	Schizosaccharomyces_pombe@Seq_3231	E
SPAC4F8.04	Schizosaccharomyces_pombe@Seq_4948	E
SPAC4F8.05c	Schizosaccharomyces_pombe@Seq_4784	E
SPAC4F8.06	Schizosaccharomyces_pombe@Seq_2241	E
SPAC4F8.12c	Schizosaccharomyces_pombe@Seq_111	E
SPAC4F8.13c	Schizosaccharomyces_pombe@Seq_1673	E
SPAC4F8.14c	Schizosaccharomyces_pombe@Seq_3754	E
SPAC4G8.02c	Schizosaccharomyces_pombe@Seq_2545	E
SPAC4G8.09	Schizosaccharomyces_pombe@Seq_3332	E
SPAC4G8.12c	Schizosaccharomyces_pombe@Seq_1495	E
SPAC4G9.03	Schizosaccharomyces_pombe@Seq_1682	E
SPAC4G9.04c	Schizosaccharomyces_pombe@Seq_2818	E
SPAC4G9.08c	Schizosaccharomyces_pombe@Seq_1431	E
SPAC4G9.17c	Schizosaccharomyces_pombe@Seq_1684	E
SPAC4H3.08	Schizosaccharomyces_pombe@Seq_4803	E
