Experiment_id	Model_id	Essential_status
PAS_chr3_0951	Komagataella_pastoris@Seq_965	E
PAS_chr1-4_0149	Komagataella_pastoris@Seq_1012	E
PAS_chr3_0733	Komagataella_pastoris@Seq_1947	E
PAS_FragB_0040	Komagataella_pastoris@Seq_379	E
PAS_chr3_0456	Komagataella_pastoris@Seq_2027	E
PAS_chr1-1_0324	Komagataella_pastoris@Seq_808	E
PAS_chr2-2_0204	Komagataella_pastoris@Seq_2520	E
PAS_chr2-1_0871	Komagataella_pastoris@Seq_3906	E
PAS_chr1-1_0062	Komagataella_pastoris@Seq_3025	E
PAS_chr2-2_0302	Komagataella_pastoris@Seq_1560	E
PAS_chr1-1_0457	Komagataella_pastoris@Seq_833	E
PAS_chr2-1_0498	Komagataella_pastoris@Seq_3414	E
PAS_chr2-1_0769	Komagataella_pastoris@Seq_2809	E
PAS_chr1-3_0028	Komagataella_pastoris@Seq_2141	E
PAS_chr2-2_0094	Komagataella_pastoris@Seq_2929	E
PAS_chr3_0944	Komagataella_pastoris@Seq_1351	E
PAS_chr2-1_0759	Komagataella_pastoris@Seq_2719	E
PAS_chr2-1_0727	Komagataella_pastoris@Seq_2926	E
PAS_chr3_0870	Komagataella_pastoris@Seq_659	E
PAS_chr3_0569	Komagataella_pastoris@Seq_197	E
PAS_chr3_0943	Komagataella_pastoris@Seq_2236	E
PAS_chr2-1_0716	Komagataella_pastoris@Seq_2003	E
PAS_chr4_0996	Komagataella_pastoris@Seq_2531	E
PAS_chr2-1_0423	Komagataella_pastoris@Seq_1064	E
PAS_chr1-1_0067	Komagataella_pastoris@Seq_784	E
PAS_chr4_0060	Komagataella_pastoris@Seq_1330	E
PAS_chr1-1_0002	Komagataella_pastoris@Seq_2308	E
PAS_chr1-4_0685	Komagataella_pastoris@Seq_1932	E
PAS_chr4_0418	Komagataella_pastoris@Seq_3120	E
PAS_chr1-4_0448	Komagataella_pastoris@Seq_1870	E
PAS_chr2-1_0072	Komagataella_pastoris@Seq_1660	E
PAS_c121_0002	Komagataella_pastoris@Seq_1203	E
PAS_chr2-2_0278	Komagataella_pastoris@Seq_3795	E
PAS_chr3_0957	Komagataella_pastoris@Seq_2251	E
PAS_chr4_0233	Komagataella_pastoris@Seq_793	E
PAS_chr2-1_0694	Komagataella_pastoris@Seq_3442	E
PAS_chr3_0741	Komagataella_pastoris@Seq_1859	E
PAS_chr4_0197	Komagataella_pastoris@Seq_4796	E
PAS_chr2-1_0626	Komagataella_pastoris@Seq_2533	E
PAS_chr2-1_0557	Komagataella_pastoris@Seq_992	E
PAS_chr3_0403	Komagataella_pastoris@Seq_1803	E
PAS_chr3_1025	Komagataella_pastoris@Seq_2264	E
PAS_chr1-4_0015	Komagataella_pastoris@Seq_1875	E
PAS_chr4_0213	Komagataella_pastoris@Seq_1520	E
PAS_chr2-2_0346	Komagataella_pastoris@Seq_3090	E
PAS_chr3_0052	Komagataella_pastoris@Seq_4545	E
PAS_chr3_0264	Komagataella_pastoris@Seq_2903	E
PAS_chr2-1_0533	Komagataella_pastoris@Seq_3999	E
PAS_chr1-1_0459	Komagataella_pastoris@Seq_3463	E
PAS_chr1-3_0240	Komagataella_pastoris@Seq_4294	E
PAS_chr4_0081	Komagataella_pastoris@Seq_1649	E
PAS_chr3_0167	Komagataella_pastoris@Seq_3227	E
PAS_chr1-3_0239	Komagataella_pastoris@Seq_86	E
PAS_chr1-1_0072	Komagataella_pastoris@Seq_305	E
PAS_chr3_0262	Komagataella_pastoris@Seq_4188	E
PAS_chr4_0477	Komagataella_pastoris@Seq_4039	E
PAS_chr4_0023	Komagataella_pastoris@Seq_2954	E
PAS_chr4_0356	Komagataella_pastoris@Seq_1158	E
PAS_chr3_0770	Komagataella_pastoris@Seq_3620	NE
PAS_chr1-1_0430	Komagataella_pastoris@Seq_4506	NE
PAS_chr4_0994	Komagataella_pastoris@Seq_163	NE
PAS_chr1-4_0153	Komagataella_pastoris@Seq_953	NE
PAS_c131_0017	Komagataella_pastoris@Seq_4411	NE
PAS_chr4_0368	Komagataella_pastoris@Seq_531	NE
PAS_chr2-2_0317	Komagataella_pastoris@Seq_1636	NE
PAS_chr4_0703	Komagataella_pastoris@Seq_205	NE
PAS_chr3_0177	Komagataella_pastoris@Seq_1241	NE
PAS_chr3_0489	Komagataella_pastoris@Seq_2404	NE
PAS_chr1-4_0160	Komagataella_pastoris@Seq_3724	NE
PAS_chr2-1_0269	Komagataella_pastoris@Seq_497	NE
PAS_chr3_0570	Komagataella_pastoris@Seq_4081	NE
PAS_chr4_0816	Komagataella_pastoris@Seq_3158	NE
PAS_chr3_0735	Komagataella_pastoris@Seq_3233	NE
PAS_chr1-3_0054	Komagataella_pastoris@Seq_2648	NE
PAS_chr2-1_0100	Komagataella_pastoris@Seq_368	NE
PAS_chr3_0471	Komagataella_pastoris@Seq_3072	NE
PAS_chr3_0257	Komagataella_pastoris@Seq_2619	NE
PAS_chr4_0795	Komagataella_pastoris@Seq_2259	NE
PAS_chr3_0425	Komagataella_pastoris@Seq_1905	NE
PAS_chr4_0294	Komagataella_pastoris@Seq_95	NE
PAS_chr2-1_0121	Komagataella_pastoris@Seq_53	NE
PAS_chr4_0150	Komagataella_pastoris@Seq_3079	NE
PAS_chr1-4_0234	Komagataella_pastoris@Seq_1430	NE
PAS_chr2-1_0158	Komagataella_pastoris@Seq_745	NE
PAS_chr2-1_0160	Komagataella_pastoris@Seq_3528	NE
PAS_chr1-1_0397	Komagataella_pastoris@Seq_1909	NE
PAS_chr2-1_0368	Komagataella_pastoris@Seq_1150	NE
PAS_chr4_0063	Komagataella_pastoris@Seq_2233	NE
PAS_chr1-4_0359	Komagataella_pastoris@Seq_1737	NE
PAS_chr2-1_0637	Komagataella_pastoris@Seq_1768	NE
PAS_chr1-4_0608	Komagataella_pastoris@Seq_839	NE
PAS_chr1-4_0538	Komagataella_pastoris@Seq_1255	NE
PAS_chr3_0675	Komagataella_pastoris@Seq_4103	NE
PAS_chr3_0899	Komagataella_pastoris@Seq_4492	NE
PAS_chr4_0806	Komagataella_pastoris@Seq_1643	NE
PAS_chr1-4_0572	Komagataella_pastoris@Seq_972	NE
PAS_chr3_0277	Komagataella_pastoris@Seq_3804	NE
PAS_chr4_0248	Komagataella_pastoris@Seq_238	NE
PAS_chr4_0343	Komagataella_pastoris@Seq_62	NE
PAS_chr2-1_0684	Komagataella_pastoris@Seq_3527	NE
PAS_chr1-1_0447	Komagataella_pastoris@Seq_558	NE
PAS_chr3_0623	Komagataella_pastoris@Seq_2462	NE
PAS_chr2-2_0104	Komagataella_pastoris@Seq_1627	NE
PAS_chr2-2_0113	Komagataella_pastoris@Seq_933	NE
PAS_chr3_0659	Komagataella_pastoris@Seq_3696	NE
PAS_chr2-1_0554	Komagataella_pastoris@Seq_2500	NE
PAS_chr3_0859	Komagataella_pastoris@Seq_2660	NE
PAS_chr1-4_0049	Komagataella_pastoris@Seq_668	NE
PAS_chr3_0667	Komagataella_pastoris@Seq_1702	NE
PAS_chr2-2_0059	Komagataella_pastoris@Seq_1119	NE
PAS_chr3_0962	Komagataella_pastoris@Seq_1479	NE
PAS_chr2-1_0466	Komagataella_pastoris@Seq_4357	NE
PAS_chr1-4_0367	Komagataella_pastoris@Seq_4740	NE
PAS_chr2-1_0580	Komagataella_pastoris@Seq_3882	NE
PAS_chr1-3_0104	Komagataella_pastoris@Seq_3008	NE
PAS_chr3_0371	Komagataella_pastoris@Seq_174	NE
PAS_chr2-2_0230	Komagataella_pastoris@Seq_4036	NE
PAS_chr3_0507	Komagataella_pastoris@Seq_2743	NE
PAS_chr2-1_0660	Komagataella_pastoris@Seq_2185	NE
PAS_chr4_0198	Komagataella_pastoris@Seq_1456	NE
PAS_chr1-3_0191	Komagataella_pastoris@Seq_3781	NE
PAS_chr2-1_0739	Komagataella_pastoris@Seq_4362	NE
PAS_chr3_0535	Komagataella_pastoris@Seq_1108	NE
PAS_chr2-1_0415	Komagataella_pastoris@Seq_2065	NE
PAS_chr2-1_0308	Komagataella_pastoris@Seq_4321	NE
PAS_chr3_0651	Komagataella_pastoris@Seq_2331	NE
PAS_chr1-1_0411	Komagataella_pastoris@Seq_4658	NE
PAS_chr4_0437	Komagataella_pastoris@Seq_3658	NE
PAS_chr1-1_0475	Komagataella_pastoris@Seq_1090	NE
PAS_chr3_0528	Komagataella_pastoris@Seq_1369	NE
PAS_chr3_0216	Komagataella_pastoris@Seq_3646	NE
PAS_chr4_0229	Komagataella_pastoris@Seq_1729	NE
PAS_chr1-4_0697	Komagataella_pastoris@Seq_4165	NE
PAS_chr3_0703	Komagataella_pastoris@Seq_3098	NE
PAS_chr1-3_0218	Komagataella_pastoris@Seq_854	NE
PAS_chr2-2_0252	Komagataella_pastoris@Seq_3664	NE
PAS_chr3_0040	Komagataella_pastoris@Seq_1611	NE
PAS_chr2-1_0697	Komagataella_pastoris@Seq_3026	NE
PAS_chr3_0647	Komagataella_pastoris@Seq_1815	NE
PAS_chr4_0050	Komagataella_pastoris@Seq_867	NE
PAS_chr1-4_0150	Komagataella_pastoris@Seq_846	NE
PAS_chr2-2_0434	Komagataella_pastoris@Seq_386	NE
PAS_chr1-4_0450	Komagataella_pastoris@Seq_2091	NE
PAS_chr1-4_0551	Komagataella_pastoris@Seq_1972	NE
PAS_chr3_0085	Komagataella_pastoris@Seq_67	NE
PAS_chr3_0039	Komagataella_pastoris@Seq_3492	NE
PAS_chr3_0876	Komagataella_pastoris@Seq_2613	NE
PAS_chr1-1_0420	Komagataella_pastoris@Seq_644	NE
PAS_chr2-2_0168	Komagataella_pastoris@Seq_3217	NE
PAS_chr4_0578	Komagataella_pastoris@Seq_4122	NE
PAS_chr4_0613	Komagataella_pastoris@Seq_2941	NE
PAS_chr2-1_0437	Komagataella_pastoris@Seq_1327	NE
PAS_chr2-1_0657	Komagataella_pastoris@Seq_132	NE
PAS_chr4_0285	Komagataella_pastoris@Seq_2642	NE
PAS_chr3_0566	Komagataella_pastoris@Seq_4415	NE
PAS_chr2-1_0402	Komagataella_pastoris@Seq_1130	NE
PAS_chr1-4_0047	Komagataella_pastoris@Seq_3575	NE
PAS_chr2-2_0024	Komagataella_pastoris@Seq_4276	NE
PAS_chr4_0112	Komagataella_pastoris@Seq_3431	NE
PAS_chr3_0434	Komagataella_pastoris@Seq_1577	NE
PAS_chr4_0587	Komagataella_pastoris@Seq_3848	NE
PAS_chr2-2_0492	Komagataella_pastoris@Seq_3586	NE
PAS_FragB_0053	Komagataella_pastoris@Seq_38	NE
PAS_chr2-2_0048	Komagataella_pastoris@Seq_3426	NE
PAS_chr4_0415	Komagataella_pastoris@Seq_284	NE
PAS_chr3_0294	Komagataella_pastoris@Seq_3306	NE
PAS_chr4_0665	Komagataella_pastoris@Seq_720	NE
PAS_chr2-2_0063	Komagataella_pastoris@Seq_2148	NE
PAS_chr3_0410	Komagataella_pastoris@Seq_3600	NE
PAS_chr1-3_0220	Komagataella_pastoris@Seq_261	NE
PAS_chr2-2_0359	Komagataella_pastoris@Seq_4597	NE
PAS_chr2-2_0137	Komagataella_pastoris@Seq_1188	NE
PAS_chr4_0173	Komagataella_pastoris@Seq_3262	NE
PAS_chr1-4_0083	Komagataella_pastoris@Seq_1447	NE
PAS_chr1-1_0427	Komagataella_pastoris@Seq_1880	NE
PAS_chr3_0399	Komagataella_pastoris@Seq_3671	NE
PAS_chr3_1011	Komagataella_pastoris@Seq_1071	NE
PAS_chr2-2_0267	Komagataella_pastoris@Seq_3962	NE
PAS_chr2-1_0776	Komagataella_pastoris@Seq_129	NE
PAS_chr2-1_0472	Komagataella_pastoris@Seq_1325	NE
PAS_chr1-4_0198	Komagataella_pastoris@Seq_1237	NE
PAS_chr4_0311	Komagataella_pastoris@Seq_2321	NE
PAS_chr2-1_0202	Komagataella_pastoris@Seq_293	NE
PAS_chr4_0866	Komagataella_pastoris@Seq_1968	NE
PAS_chr2-2_0131	Komagataella_pastoris@Seq_1239	NE
PAS_chr2-2_0084	Komagataella_pastoris@Seq_4072	NE
PAS_chr1-4_0009	Komagataella_pastoris@Seq_3060	NE
PAS_chr4_0940	Komagataella_pastoris@Seq_3631	NE
PAS_chr2-2_0075	Komagataella_pastoris@Seq_3448	NE
PAS_chr2-2_0408	Komagataella_pastoris@Seq_4086	NE
PAS_chr3_0922	Komagataella_pastoris@Seq_2038	NE
PAS_chr3_1021	Komagataella_pastoris@Seq_433	NE
PAS_chr3_0604	Komagataella_pastoris@Seq_3744	NE
PAS_chr2-1_0047	Komagataella_pastoris@Seq_1499	NE
PAS_chr3_0417	Komagataella_pastoris@Seq_2123	NE
PAS_chr2-2_0496	Komagataella_pastoris@Seq_43	NE
PAS_chr1-4_0632	Komagataella_pastoris@Seq_2357	NE
PAS_chr2-1_0520	Komagataella_pastoris@Seq_4110	NE
PAS_chr1-1_0029	Komagataella_pastoris@Seq_2854	NE
PAS_chr4_0018	Komagataella_pastoris@Seq_1093	NE
PAS_chr2-2_0423	Komagataella_pastoris@Seq_1234	NE
PAS_chr3_1028	Komagataella_pastoris@Seq_2258	NE
PAS_chr1-4_0524	Komagataella_pastoris@Seq_81	NE
PAS_chr3_0887	Komagataella_pastoris@Seq_1185	NE
PAS_chr3_0181	Komagataella_pastoris@Seq_1253	NE
PAS_chr3_0482	Komagataella_pastoris@Seq_2136	NE
PAS_chr1-1_0132	Komagataella_pastoris@Seq_1663	NE
PAS_chr3_0868	Komagataella_pastoris@Seq_16	NE
PAS_chr2-2_0314	Komagataella_pastoris@Seq_790	NE
PAS_chr3_0305	Komagataella_pastoris@Seq_1609	NE
PAS_chr1-4_0489	Komagataella_pastoris@Seq_1163	NE
PAS_chr2-1_0257	Komagataella_pastoris@Seq_553	NE
PAS_FragB_0009	Komagataella_pastoris@Seq_2805	NE
PAS_chr2-1_0767	Komagataella_pastoris@Seq_3568	NE
PAS_chr1-1_0107	Komagataella_pastoris@Seq_4025	NE
PAS_chr1-4_0074	Komagataella_pastoris@Seq_686	NE
PAS_chr3_0073	Komagataella_pastoris@Seq_2817	NE
PAS_chr1-1_0436	Komagataella_pastoris@Seq_259	NE
PAS_chr4_0818	Komagataella_pastoris@Seq_521	NE
PAS_chr2-1_0065	Komagataella_pastoris@Seq_211	NE
PAS_chr1-4_0080	Komagataella_pastoris@Seq_3755	NE
PAS_chr2-1_0103	Komagataella_pastoris@Seq_2207	NE
PAS_chr3_1012	Komagataella_pastoris@Seq_4088	NE
PAS_chr1-4_0222	Komagataella_pastoris@Seq_1824	NE
PAS_chr2-1_0778	Komagataella_pastoris@Seq_3821	NE
PAS_chr1-4_0218	Komagataella_pastoris@Seq_4107	NE
PAS_chr2-1_0235	Komagataella_pastoris@Seq_4252	NE
PAS_chr4_0624	Komagataella_pastoris@Seq_3457	NE
PAS_chr1-1_0323	Komagataella_pastoris@Seq_2378	NE
PAS_chr3_0602	Komagataella_pastoris@Seq_2289	NE
PAS_chr1-1_0465	Komagataella_pastoris@Seq_2512	NE
PAS_chr1-1_0373	Komagataella_pastoris@Seq_1830	NE
PAS_chr1-3_0156	Komagataella_pastoris@Seq_4552	NE
PAS_chr1-1_0233	Komagataella_pastoris@Seq_2674	NE
PAS_chr1-1_0313	Komagataella_pastoris@Seq_4442	NE
PAS_chr3_1024	Komagataella_pastoris@Seq_2501	NE
PAS_chr2-1_0311	Komagataella_pastoris@Seq_2177	NE
PAS_chr3_0936	Komagataella_pastoris@Seq_341	NE
PAS_chr3_0954	Komagataella_pastoris@Seq_3662	NE
PAS_chr2-1_0794	Komagataella_pastoris@Seq_4652	NE
PAS_chr2-1_0060	Komagataella_pastoris@Seq_3160	NE
PAS_chr1-3_0094	Komagataella_pastoris@Seq_1103	NE
PAS_chr1-4_0293	Komagataella_pastoris@Seq_1092	NE
PAS_chr2-2_0283	Komagataella_pastoris@Seq_4028	NE
PAS_chr4_0474	Komagataella_pastoris@Seq_4568	NE
PAS_chr3_0283	Komagataella_pastoris@Seq_2768	NE
PAS_chr2-2_0245	Komagataella_pastoris@Seq_3459	NE
PAS_chr3_0783	Komagataella_pastoris@Seq_1409	NE
PAS_chr3_0198	Komagataella_pastoris@Seq_1871	NE
PAS_chr4_0598	Komagataella_pastoris@Seq_4497	NE
PAS_chr3_0630	Komagataella_pastoris@Seq_1310	NE
PAS_chr3_0591	Komagataella_pastoris@Seq_2413	NE
PAS_chr1-1_0360	Komagataella_pastoris@Seq_604	NE
PAS_chr3_0095	Komagataella_pastoris@Seq_3798	NE
PAS_chr1-3_0212	Komagataella_pastoris@Seq_3829	NE
PAS_chr4_0840	Komagataella_pastoris@Seq_828	NE
PAS_chr1-1_0028	Komagataella_pastoris@Seq_83	NE
PAS_chr1-4_0144	Komagataella_pastoris@Seq_3640	NE
PAS_chr4_0021	Komagataella_pastoris@Seq_2125	NE
PAS_chr4_0055	Komagataella_pastoris@Seq_2089	NE
PAS_chr3_0761	Komagataella_pastoris@Seq_1294	NE
PAS_chr4_0488	Komagataella_pastoris@Seq_2982	NE
PAS_chr4_0514	Komagataella_pastoris@Seq_3974	NE
PAS_chr2-1_0168	Komagataella_pastoris@Seq_3256	NE
PAS_chr1-1_0282	Komagataella_pastoris@Seq_4379	NE
PAS_chr1-4_0243	Komagataella_pastoris@Seq_1769	NE
PAS_chr4_0449	Komagataella_pastoris@Seq_1693	NE
PAS_chr2-1_0111	Komagataella_pastoris@Seq_4615	NE
PAS_chr4_0247	Komagataella_pastoris@Seq_2402	NE
PAS_chr4_0416	Komagataella_pastoris@Seq_1860	NE
PAS_chr3_0841	Komagataella_pastoris@Seq_3467	NE
PAS_chr4_0369	Komagataella_pastoris@Seq_3352	NE
PAS_chr3_0915	Komagataella_pastoris@Seq_4446	NE
PAS_chr2-1_0679	Komagataella_pastoris@Seq_367	NE
PAS_chr1-1_0215	Komagataella_pastoris@Seq_1948	NE
PAS_chr3_0361	Komagataella_pastoris@Seq_4810	NE
PAS_chr1-1_0069	Komagataella_pastoris@Seq_204	NE
PAS_chr2-2_0145	Komagataella_pastoris@Seq_3699	NE
PAS_chr2-1_0363	Komagataella_pastoris@Seq_4700	NE
PAS_chr1-3_0130	Komagataella_pastoris@Seq_3657	NE
PAS_chr3_1192	Komagataella_pastoris@Seq_4178	NE
PAS_chr4_0408	Komagataella_pastoris@Seq_404	NE
PAS_chr4_0677	Komagataella_pastoris@Seq_3489	NE
PAS_chr2-1_0661	Komagataella_pastoris@Seq_2828	NE
PAS_chr4_0264	Komagataella_pastoris@Seq_635	NE
PAS_chr2-1_0351	Komagataella_pastoris@Seq_3503	NE
PAS_chr2-2_0391	Komagataella_pastoris@Seq_1512	NE
PAS_chr3_1127	Komagataella_pastoris@Seq_1243	NE
PAS_chr2-1_0396	Komagataella_pastoris@Seq_1494	NE
PAS_chr1-4_0254	Komagataella_pastoris@Seq_3767	NE
PAS_chr1-1_0280	Komagataella_pastoris@Seq_2923	NE
PAS_chr4_0938	Komagataella_pastoris@Seq_4776	NE
PAS_chr1-4_0475	Komagataella_pastoris@Seq_4775	NE
PAS_chr1-4_0426	Komagataella_pastoris@Seq_697	NE
PAS_chr3_0062	Komagataella_pastoris@Seq_3206	NE
PAS_chr4_0783	Komagataella_pastoris@Seq_1087	NE
PAS_chr1-1_0221	Komagataella_pastoris@Seq_3735	NE
PAS_chr1-4_0104	Komagataella_pastoris@Seq_4073	NE
PAS_chr1-3_0090	Komagataella_pastoris@Seq_161	NE
PAS_chr2-1_0016	Komagataella_pastoris@Seq_759	NE
PAS_chr3_0824	Komagataella_pastoris@Seq_4595	NE
PAS_chr1-4_0570	Komagataella_pastoris@Seq_1216	NE
PAS_chr3_0744	Komagataella_pastoris@Seq_1696	NE
PAS_chr4_0147	Komagataella_pastoris@Seq_2094	NE
PAS_chr3_1126	Komagataella_pastoris@Seq_4792	NE
PAS_chr2-1_0424	Komagataella_pastoris@Seq_1625	NE
PAS_chr2-1_0419	Komagataella_pastoris@Seq_1391	NE
PAS_chr4_0579	Komagataella_pastoris@Seq_1766	NE
PAS_chr2-2_0060	Komagataella_pastoris@Seq_765	NE
PAS_chr2-1_0089	Komagataella_pastoris@Seq_2924	NE
PAS_chr4_0744	Komagataella_pastoris@Seq_1919	NE
PAS_chr2-1_0037	Komagataella_pastoris@Seq_3114	NE
PAS_chr3_0022	Komagataella_pastoris@Seq_2271	NE
PAS_chr4_0191	Komagataella_pastoris@Seq_1301	NE
PAS_chr2-2_0382	Komagataella_pastoris@Seq_2910	NE
PAS_chr3_1132	Komagataella_pastoris@Seq_179	NE
PAS_chr3_0867	Komagataella_pastoris@Seq_990	NE
PAS_chr1-4_0215	Komagataella_pastoris@Seq_1532	NE
PAS_chr1-1_0184	Komagataella_pastoris@Seq_573	NE
PAS_chr2-2_0142	Komagataella_pastoris@Seq_1401	NE
PAS_chr2-1_0110	Komagataella_pastoris@Seq_215	NE
PAS_chr4_0912	Komagataella_pastoris@Seq_1348	NE
PAS_chr1-4_0615	Komagataella_pastoris@Seq_3793	NE
PAS_chr3_0799	Komagataella_pastoris@Seq_2445	NE
PAS_chr2-1_0753	Komagataella_pastoris@Seq_1933	NE
PAS_chr3_1084	Komagataella_pastoris@Seq_3666	NE
PAS_chr1-1_0287	Komagataella_pastoris@Seq_1998	NE
PAS_chr1-1_0358	Komagataella_pastoris@Seq_3310	NE
PAS_chr2-1_0238	Komagataella_pastoris@Seq_2485	NE
PAS_chr1-1_0081	Komagataella_pastoris@Seq_550	NE
PAS_chr4_0733	Komagataella_pastoris@Seq_1638	NE
PAS_chr3_0826	Komagataella_pastoris@Seq_2266	NE
PAS_chr2-2_0101	Komagataella_pastoris@Seq_4241	NE
PAS_chr1-1_0006	Komagataella_pastoris@Seq_3589	NE
PAS_chr2-2_0272	Komagataella_pastoris@Seq_4277	NE
PAS_chr2-1_0673	Komagataella_pastoris@Seq_4392	NE
PAS_chr2-2_0021	Komagataella_pastoris@Seq_3814	NE
PAS_chr3_0440	Komagataella_pastoris@Seq_3687	NE
PAS_chr1-1_0030	Komagataella_pastoris@Seq_2274	NE
PAS_chr4_0847	Komagataella_pastoris@Seq_1010	NE
PAS_chr2-2_0127	Komagataella_pastoris@Seq_4184	NE
PAS_chr1-3_0081	Komagataella_pastoris@Seq_3260	NE
PAS_chr1-3_0078	Komagataella_pastoris@Seq_2782	NE
PAS_chr3_0428	Komagataella_pastoris@Seq_4327	NE
PAS_chr1-4_0194	Komagataella_pastoris@Seq_3066	NE
PAS_chr3_1111	Komagataella_pastoris@Seq_366	NE
PAS_chr4_0974	Komagataella_pastoris@Seq_2398	NE
PAS_chr4_0284	Komagataella_pastoris@Seq_2324	NE
PAS_chr1-4_0390	Komagataella_pastoris@Seq_479	NE
