Query ID	Predicted EC number
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_3771	EC:2.7.11.1
Aspergillus_nidulans@Seq_4562	EC:3.6.4.12
Lachancea_waltii@Seq_5128	EC:2.3.2.23
yHMPu5000034635_Nadsonia_fulvescens@Seq_6304	EC:2.3.2.27
Arthrobotrys_oligospora@Seq_1094	EC:2.4.1.13
Saccharomyces_cerevisiae@YBR167C	EC:3.1.26.5
Saprochaete_clavata@Seq_1520	EC:2.3.2.27
Fusarium_graminearum@Seq_316	EC:6.2.1.3
Saccharomyces_cerevisiae@YGL201C	EC:3.6.4.12
yHMPu5000034655_Botryozyma_nematodophila@Seq_10318	EC:2.3.2.27
yHMPu5000041678_Debaryomyces_prosopidis@Seq_5167	EC:2.7.7.6
Saccharomyces_cerevisiae@YNR008W	EC:2.3.1.158
Saccharomyces_cerevisiae@YDR538W	EC:2.5.1.129
yHMPu5000034963_Hanseniaspora_clermontiae@Seq_4306	EC:3.6.4.12
Coccidioides_immitis@Seq_9100	EC:2.7.11.1
Saccharomyces_cerevisiae@YOR384W	EC:1.16.1.9
Saccharomyces_cerevisiae@YMR305C	EC:3.2.1.17
Saccharomyces_cerevisiae@YFR025C	EC:3.1.3.15
Saccharomyces_cerevisiae@YOL143C	EC:2.5.1.78
Arthrobotrys_oligospora@Seq_5641	EC:4.2.2.2
yHMPu5000035699_Cyberlindnera_maclurae@Seq_585	EC:1.9.3.1
Saccharomyces_cerevisiae@YLR027C	EC:2.6.1.1
Meyerozyma_guilliermondii@Seq_4914	EC:1.6.5.3
Saccharomyces_uvarum@Seq_559	EC:3.5.4.19
yHMPu5000035037_Candida_montana@Seq_2715	EC:5.2.1.8
yHMPu5000034631_Martiniozyma_abiesophila@Seq_7168	EC:1.6.5.3
Coccidioides_immitis@Seq_5769	EC:2.3.1.9
Coccidioides_immitis@Seq_5769	EC:2.3.1.16
Yarrowia_lipolytica@Seq_4868	EC:3.1.1.3
yHAB136_Kazachstania_bromeliacearum@Seq_3559	EC:3.1.26.5
Stagonospora_nodorum@Seq_12228	EC:2.3.2.27
Saccharomyces_cerevisiae@YPR073C	EC:3.1.3.48
Alloascoidea_hylecoeti@Seq_3884	EC:3.1.3.16
Saccharomyces_cerevisiae@YHR189W	EC:3.1.1.29
Yarrowia_deformans@Seq_5286	EC:2.3.2.27
Saccharomyces_cerevisiae@YGL248W	EC:3.1.4.17
Saccharomyces_cerevisiae@YLR151C	EC:3.6.1.55
yHMPu5000034979_Cyberlindnera_misumaiensis@Seq_572	EC:1.1.1.274
Candida_apicola@Seq_661	EC:5.4.2.11
Saccharomyces_cerevisiae@YKL104C	EC:2.6.1.16
yHMPu5000034884_Peterozyma_toletana@Seq_6042	EC:2.3.1.9
yHMPu5000035671_Phaffomyces_antillensis@Seq_5401	EC:2.7.7.7
Saccharomyces_cerevisiae@YKL139W	EC:2.7.11.23
Saccharomyces_cerevisiae@YER091C	EC:2.1.1.14
Saccharomyces_cerevisiae@YGR052W	EC:2.7.11.1
Arthrobotrys_oligospora@Seq_8436	EC:2.4.2.29
Saccharomyces_cerevisiae@YDR477W	EC:2.7.11.1
Aspergillus_nidulans@Seq_9360	EC:2.3.2.27
Saccharomyces_cerevisiae@YPL262W	EC:4.2.1.2
Arthrobotrys_oligospora@Seq_11017	EC:2.7.7.19
Metschnikowia_hibisci@Seq_5078	EC:1.6.5.3
yHMPu5000034952_Citeromyces_siamensis@Seq_2480	EC:2.3.2.27
Sclerotinia_sclerotiorum@Seq_6401	EC:3.2.1.3
Aspergillus_nidulans@Seq_5610	EC:1.11.1.6
Saccharomyces_cerevisiae@YKL055C	EC:1.1.1.100
Saccharomyces_cerevisiae@YGL203C	EC:3.4.16.6
Xylona_heveae@Seq_1137	EC:1.1.1.17
Schizosaccharomyces_pombe@Seq_4813	EC:2.7.11.1
yHMPu5000034748_Lipomyces_oligophaga@Seq_923	EC:2.3.2.27
Saccharomyces_cerevisiae@YOL140W	EC:2.6.1.11
Kuraishia_capsulata@Seq_773	EC:2.4.2.7
Saccharomyces_cerevisiae@YDR307W	EC:2.4.1.109
Saccharomyces_cerevisiae@YMR290C	EC:3.6.4.13
Saccharomyces_cerevisiae@YBR160W	EC:2.7.11.22
yHMPu5000034709_Kluyveromyces_aestuarii@Seq_505	EC:3.1.26.5
yHMPu5000034749_Lipomyces_mesembrius@Seq_5047	EC:3.1.26.5
Saccharomyces_cerevisiae@YBR029C	EC:2.7.7.41
Babjeviella_inositovora@Seq_5161	EC:1.6.5.3
Saccharomyces_cerevisiae@YDR487C	EC:4.1.99.12
Saccharomyces_cerevisiae@YPL091W	EC:1.8.1.7
Saccharomyces_cerevisiae@YJR117W	EC:3.4.24.84
Saccharomyces_cerevisiae@YOL057W	EC:3.4.14.4
yHMPu5000041822_Dipodascus_geniculatus@Seq_1810	EC:2.7.11.1
Tortispora_caseinolytica@Seq_2215	EC:2.3.2.27
Saccharomyces_cerevisiae@YDL031W	EC:3.6.4.13
Saccharomyces_cerevisiae@YNL012W	EC:3.1.1.5
Schizosaccharomyces_pombe@Seq_2933	EC:2.7.4.7
Schizosaccharomyces_pombe@Seq_2933	EC:2.7.1.49
Stagonospora_nodorum@Seq_9203	EC:2.7.7.6
Candida_versatilis@Seq_3472	EC:2.4.2.9
Stagonospora_nodorum@Seq_8846	EC:3.2.1.8
Stagonospora_nodorum@Seq_11957	EC:2.3.2.27
Saccharomyces_cerevisiae@YGL009C	EC:4.2.1.33
yHMPu5000034605_Spencermartinsiella_europaea@Seq_5559	EC:2.1.1.72
Saccharomyces_cerevisiae@YPR024W	EC:3.6.4.12
Saccharomyces_cerevisiae@YPR024W	EC:3.6.4.3
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_4334	EC:2.7.7.6
Saccharomyces_cerevisiae@YPL096W	EC:3.5.1.52
yHMPu5000035645_Yarrowia_divulgata@Seq_3663	EC:3.1.4.52
Ascoidea_rubescens@Seq_2446	EC:2.3.2.27
yHMPu5000035675_Kregervanrija_fluxuum@Seq_2296	EC:2.7.11.23
Saccharomyces_cerevisiae@YBR142W	EC:3.6.4.13
yHMPu5000035643_Yarrowia_bubula@Seq_4060	EC:2.1.1.197
yHMPu5000041822_Dipodascus_geniculatus@Seq_3869	EC:1.9.3.1
Candida_versatilis@Seq_915	EC:2.3.2.27
Cyberlindnera_jadinii@Seq_2289	EC:2.3.2.27
Saccharomyces_cerevisiae@YJL068C	EC:3.1.2.12
Ogataea_parapolymorpha@Seq_1675	EC:3.6.4.13
Saccharomyces_cerevisiae@YML019W	EC:2.4.99.18
Metschnikowia_matae@Seq_2850	EC:3.1.26.5
Saccharomyces_cerevisiae@YKL161C	EC:2.7.11.24
yHMPu5000034631_Martiniozyma_abiesophila@Seq_7907	EC:1.9.3.1
Saccharomyces_cerevisiae@YKR097W	EC:4.1.1.49
Saccharomyces_cerevisiae@YJL101C	EC:6.3.2.2
Saccharomyces_cerevisiae@YJL026W	EC:1.17.4.1
Schizosaccharomyces_pombe@Seq_1059	EC:1.2.1.8
Sclerotinia_sclerotiorum@Seq_8282	EC:2.7.11.1
yHMPu5000035675_Kregervanrija_fluxuum@Seq_5166	EC:2.1.1.79
Saccharomyces_cerevisiae@YIL099W	EC:3.2.1.3
Saccharomyces_cerevisiae@YJR073C	EC:2.1.1.71
Arthrobotrys_oligospora@Seq_5233	EC:2.7.11.1
yHMPu5000034952_Citeromyces_siamensis@Seq_3145	EC:5.2.1.8
Sclerotinia_sclerotiorum@Seq_12845	EC:3.6.4.13
Stagonospora_nodorum@Seq_6908	EC:2.1.1.197
Yarrowia_keelungensis@Seq_2603	EC:1.8.4.11
Saccharomyces_cerevisiae@YMR271C	EC:2.4.2.10
Saccharomyces_cerevisiae@YIL005W	EC:5.3.4.1
Saccharomyces_cerevisiae@YGL011C	EC:3.4.25.1
Candida_parapsilosis@Seq_209	EC:3.4.16.5
Aspergillus_nidulans@Seq_3046	EC:1.14.13.22
yHMPu5000034946_Ambrosiozyma_oregonensis@Seq_398	EC:2.7.7.6
Xylona_heveae@Seq_809	EC:3.2.1.45
yHMPu5000035684_Kloeckera_hatyaiensis@Seq_1478	EC:2.1.1.43
Saccharomyces_cerevisiae@YGR155W	EC:4.2.1.22
Saccharomyces_cerevisiae@YDR481C	EC:3.1.3.1
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4202	EC:3.2.2.27
Saccharomyces_cerevisiae@YLR289W	EC:3.6.5.n1
Saccharomyces_cerevisiae@YLR246W	EC:2.3.1.225
Saccharomyces_cerevisiae@YPR035W	EC:6.3.1.2
Saccharomyces_cerevisiae@YOR142W	EC:6.2.1.5
Saccharomyces_cerevisiae@YCR042C	EC:2.7.7.48
Fusarium_graminearum@Seq_10154	EC:2.1.1.197
yHMPu5000035699_Cyberlindnera_maclurae@Seq_1991	EC:1.10.3.2
Saccharomyces_cerevisiae@YBR274W	EC:2.7.11.1
yHMPu5000035629_Yueomyces_sinensis@Seq_5349	EC:2.7.6.1
Saccharomyces_cerevisiae@YOR095C	EC:5.3.1.6
Vanderwaltozyma_polyspora@Seq_696	EC:3.1.3.16
yHMPu5000034671_Blastobotrys_peoriensis@Seq_5281	EC:3.1.3.16
Saccharomyces_cerevisiae@YGL234W	EC:6.3.3.1
Saccharomyces_cerevisiae@YGL234W	EC:6.3.4.13
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_2632	EC:3.5.4.1
Saccharomyces_cerevisiae@YLR300W	EC:3.2.1.58
Xylona_heveae@Seq_1628	EC:6.2.1.3
yHMPu5000034952_Citeromyces_siamensis@Seq_1110	EC:2.7.4.3
yHMPu5000034636_Ogataea_nitratoaversa@Seq_834	EC:1.6.5.3
Nakaseomyces_bacillisporus@Seq_999	EC:2.7.11.1
Saccharomyces_cerevisiae@YNR057C	EC:6.3.3.3
Alloascoidea_hylecoeti@Seq_8116	EC:3.6.1.1
yHMPu5000035335_Candida_blattae@Seq_3481	EC:3.2.1.4
Saccharomyces_cerevisiae@YLR284C	EC:5.3.3.8
Stagonospora_nodorum@Seq_5227	EC:2.3.2.27
Saccharomyces_cerevisiae@YDR242W	EC:3.5.1.4
Saccharomyces_cerevisiae@YDL178W	EC:1.1.2.4
Saccharomyces_cerevisiae@YBR117C	EC:2.2.1.1
Saccharomyces_cerevisiae@YDR190C	EC:3.6.4.12
Metschnikowia_arizonensis@Seq_5549	EC:2.3.1.199
Lachancea_fantastica@Seq_4524	EC:2.1.1.222
yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_4607	EC:2.3.2.27
yHMPu5000026142_Citeromyces_matritensis@Seq_7173	EC:2.7.11.23
yHMPu5000034760_Lipomyces_kononenkoae@Seq_7452	EC:2.1.1.148
Alloascoidea_hylecoeti@Seq_5829	EC:3.6.4.12
Schizosaccharomyces_pombe@Seq_920	EC:2.7.11.1
Saccharomyces_cerevisiae@YLR089C	EC:2.6.1.2
yHMPu5000034952_Citeromyces_siamensis@Seq_3584	EC:3.5.4.25
Naumovozyma_castellii@Seq_3849	EC:2.7.11.1
Schizosaccharomyces_pombe@Seq_1271	EC:3.4.19.12
Saccharomyces_cerevisiae@YDR502C	EC:2.5.1.6
Saccharomyces_cerevisiae@YMR278W	EC:5.4.2.7
Saccharomyces_cerevisiae@YOR219C	EC:3.4.14.5
Lipomyces_starkeyi@Seq_7250	EC:2.3.2.27
yHMPu5000035703_Cyberlindnera_americana@Seq_999	EC:3.6.1.9
Saccharomyces_cerevisiae@YPL036W	EC:3.6.3.6
Metschnikowia_santaceciliae@Seq_5257	EC:2.7.7.6
yHMPu5000034939_Komagataella_pseudopastoris@Seq_3825	EC:2.3.2.27
yHMPu5000035296_Priceomyces_carsonii@Seq_3821	EC:5.2.1.8
Metschnikowia_similis@Seq_1976	EC:2.7.7.6
Saccharomyces_cerevisiae@YNR041C	EC:2.5.1.39
Saccharomyces_cerevisiae@YEL021W	EC:4.1.1.23
yHMPu5000034661_Dipodascus_albidus@Seq_3664	EC:4.1.1.65
Candida_dubliniensis@Seq_1394	EC:2.3.2.27
Arthrobotrys_oligospora@Seq_5317	EC:2.3.2.27
Saccharomyces_cerevisiae@YDR454C	EC:2.7.4.8
yHMPu5000035641_Yamadazyma_scolyti@Seq_2622	EC:2.7.7.6
yHMPu5000034607_Saccharomycopsis_capsularis@Seq_4845	EC:5.2.1.8
Arthrobotrys_oligospora@Seq_942	EC:2.7.13.3
Fusarium_graminearum@Seq_11139	EC:1.1.1.47
Saccharomyces_cerevisiae@YJL168C	EC:2.1.1.43
Sclerotinia_sclerotiorum@Seq_6119	EC:3.1.1.73
Stagonospora_nodorum@Seq_11242	EC:2.3.2.27
Saccharomyces_cerevisiae@YJL057C	EC:2.7.11.1
Babjeviella_inositovora@Seq_5062	EC:6.2.1.3
Saccharomyces_cerevisiae@YHR051W	EC:1.9.3.1
Saccharomyces_cerevisiae@YOL016C	EC:2.7.11.17
Saccharomyces_cerevisiae@YKL008C	EC:2.3.1.24
yHMPu5000035261_Candida_ponderosae@Seq_3351	EC:2.7.7.6
Saprochaete_clavata@Seq_1809	EC:2.7.7.48
Arxula_adeninivorans@Seq_2891	EC:1.1.1.28
Arthrobotrys_oligospora@Seq_2785	EC:5.2.1.8
yHMPu5000034623_Pichia_norvegensis@Seq_2284	EC:2.7.7.6
yHMPu5000035699_Cyberlindnera_maclurae@Seq_230	EC:3.1.26.5
Fusarium_graminearum@Seq_110	EC:2.7.11.23
Saccharomyces_cerevisiae@YAR015W	EC:6.3.2.6
Saccharomyces_cerevisiae@YBR276C	EC:3.1.3.48
Saccharomyces_cerevisiae@YBR276C	EC:3.1.3.16
Neurospora_crassa@Seq_10341	EC:1.4.3.2
yHMPu5000035645_Yarrowia_divulgata@Seq_6221	EC:2.3.2.27
yHAB148_Kazachstania_intestinalis@Seq_4620	EC:2.7.11.1
Saccharomyces_cerevisiae@YER003C	EC:5.3.1.8
Saccharomyces_cerevisiae@YNL333W	EC:4.3.3.6
Schizosaccharomyces_pombe@Seq_3134	EC:2.1.1.37
Spathaspora_passalidarum@Seq_3302	EC:3.2.1.4
Alloascoidea_hylecoeti@Seq_7236	EC:2.7.11.1
yHMPu5000034648_Candida_restingae@Seq_441	EC:2.3.2.27
Xylona_heveae@Seq_6346	EC:2.6.1.1
Saccharomyces_cerevisiae@YNL280C	EC:1.3.1.70
yHMPu5000034998_Cephaloascus_albidus@Seq_3857	EC:2.3.2.27
Saccharomyces_cerevisiae@YHR031C	EC:3.6.4.12
Saccharomyces_cerevisiae@YGL027C	EC:3.2.1.106
Saccharomyces_cerevisiae@YML028W	EC:1.11.1.15
Saccharomyces_cerevisiae@YMR256C	EC:1.9.3.1
Candida_intermedia@Seq_1898	EC:2.3.2.27
yHMPu5000034742_Lipomyces_suomiensis@Seq_3151	EC:3.6.3.4
Fusarium_graminearum@Seq_4944	EC:1.11.1.6
yHMPu5000035658_Starmera_amethionina@Seq_5625	EC:2.3.2.27
Saccharomyces_cerevisiae@YNR016C	EC:2.7.7.6
Kazachstania_africana@Seq_3684	EC:2.3.1.199
yHMPu5000035674_Kregervanrija_delftensis@Seq_1663	EC:2.7.7.6
yHMPu5000035282_Trigonopsis_vinaria@Seq_810	EC:2.7.11.1
Saccharomycopsis_malanga@Seq_4160	EC:2.7.11.1
Saccharomyces_cerevisiae@YPL119C	EC:3.6.4.13
Fusarium_graminearum@Seq_6884	EC:2.7.7.87
Saccharomyces_cerevisiae@YKL085W	EC:1.1.1.37
yHMPu5000034632_Candida_athensensis@Seq_2717	EC:1.6.5.2
yHMPu5000034884_Peterozyma_toletana@Seq_886	EC:2.3.2.27
Saccharomyces_cerevisiae@YJL155C	EC:3.1.3.46
Arthrobotrys_oligospora@Seq_1652	EC:2.3.2.27
Metschnikowia_cerradonensis@Seq_6281	EC:3.1.26.5
Saccharomyces_cerevisiae@YBR196C	EC:5.3.1.9
yHMPu5000035046_Barnettozyma_populi@Seq_2546	EC:1.1.1.1
Kazachstania_naganishii@Seq_4550	EC:2.7.11.1
Kazachstania_naganishii@Seq_4550	EC:2.7.11.25
Saccharomyces_cerevisiae@YDR315C	EC:2.7.1.158
Ascoidea_asiatica@Seq_5586	EC:3.1.3.16
Saccharomyces_cerevisiae@YOR176W	EC:4.99.1.1
yHMPu5000034748_Lipomyces_oligophaga@Seq_612	EC:2.7.11.23
yHMPu5000034748_Lipomyces_oligophaga@Seq_612	EC:2.7.11.22
Saccharomyces_cerevisiae@YDR140W	EC:2.1.1.297
yHMPu5000035296_Priceomyces_carsonii@Seq_4441	EC:3.4.16.5
Lachancea_cidri@Seq_4450	EC:1.1.1.27
yHMPu5000034950_Citeromyces_hawaiiensis@Seq_4751	EC:6.3.3.3
Fusarium_graminearum@Seq_8974	EC:3.1.1.74
Saccharomyces_cerevisiae@YLR419W	EC:3.6.4.13
Botrytis_cinerea@Seq_15834	EC:4.2.2.2
Ascoidea_rubescens@Seq_3551	EC:3.2.1.96
Fusarium_graminearum@Seq_9183	EC:1.10.3.3
yHAB160_Kazachstania_kunashirensis@Seq_2631	EC:2.7.11.24
yHAB159_Kazachstania_solicola@Seq_4087	EC:2.5.1.18
yHMPu5000035667_Kurtzmaniella_cleridarum@Seq_3000	EC:2.7.7.6
Xylona_heveae@Seq_4832	EC:1.9.3.1
Saccharomyces_cerevisiae@YGR253C	EC:3.4.25.1
Aspergillus_nidulans@Seq_1060	EC:1.13.12.4
Kazachstania_africana@Seq_1991	EC:2.7.6.1
Saccharomyces_cerevisiae@YLR354C	EC:2.2.1.2
Saccharomyces_cerevisiae@YDR441C	EC:2.4.2.7
yHMPu5000035040_Ambrosiozyma_maleeae@Seq_1566	EC:1.5.1.2
Saccharomyces_cerevisiae@YLL012W	EC:3.1.1.13
Eremothecium_gossypii@Seq_548	EC:3.1.26.5
Ascoidea_rubescens@Seq_5662	EC:2.7.7.19
Fusarium_graminearum@Seq_7091	EC:3.5.5.1
Fusarium_graminearum@Seq_11925	EC:2.7.13.3
yHMPu5000034623_Pichia_norvegensis@Seq_5050	EC:3.1.26.5
Saccharomyces_cerevisiae@YLR355C	EC:1.1.1.86
Tetrapisispora_blattae@Seq_1968	EC:2.7.11.1
Schizosaccharomyces_pombe@Seq_1731	EC:2.7.7.19
Botrytis_cinerea@Seq_7164	EC:3.2.1.4
Saccharomyces_cerevisiae@YKL211C	EC:4.1.1.48
Saccharomyces_cerevisiae@YKL211C	EC:4.1.3.27
yHMPu5000035325_Cyberlindnera_petersonii@Seq_2582	EC:2.1.1.86
Vanderwaltozyma_polyspora@Seq_3482	EC:3.1.26.5
Schizosaccharomyces_pombe@Seq_2473	EC:3.1.26.5
Arthrobotrys_oligospora@Seq_6776	EC:5.2.1.8
Wickerhamomyces_ciferrii@Seq_1489	EC:2.7.2.3
Saccharomyces_cerevisiae@YBR121C	EC:6.1.1.14
Arxula_adeninivorans@Seq_4839	EC:2.4.1.131
Saccharomyces_cerevisiae@YKL126W	EC:2.7.11.1
Saccharomyces_cerevisiae@YER172C	EC:3.6.4.12
Saccharomyces_cerevisiae@YER172C	EC:3.6.4.13
yHMPu5000034952_Citeromyces_siamensis@Seq_11691	EC:2.1.1.35
Saccharomyces_cerevisiae@YLR401C	EC:1.3.1.89
yHMPu5000034884_Peterozyma_toletana@Seq_4636	EC:2.3.2.27
Saccharomyces_cerevisiae@YDR092W	EC:2.3.2.23
yHMPu5000041862_Candida_golubevii@Seq_1491	EC:2.7.7.6
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_7122	EC:2.7.11.1
yHMPu5000026142_Citeromyces_matritensis@Seq_4767	EC:5.4.2.8
Xylona_heveae@Seq_1860	EC:3.5.3.1
Candida_boidinii_JCM9604@Seq_4672	EC:2.7.7.6
yHMPu5000035645_Yarrowia_divulgata@Seq_4404	EC:3.6.1.42
Saccharomycopsis_malanga@Seq_5555	EC:1.6.5.2
Neurospora_crassa@Seq_5657	EC:1.10.3.2
yHMPu5000035643_Yarrowia_bubula@Seq_249	EC:3.2.1.101
Schizosaccharomyces_pombe@Seq_602	EC:2.7.11.1
Saccharomyces_cerevisiae@YER078C	EC:3.4.11.9
Saccharomyces_cerevisiae@YMR297W	EC:3.4.16.5
Metschnikowia_aberdeeniae@Seq_921	EC:2.5.1.47
yHMPu5000034918_Nakazawaea_holstii@Seq_5337	EC:1.6.5.3
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6940	EC:2.7.11.1
