rxns	rxnNames	formulas	flux	grRules	subSystems
r_0094	8-amino-7-oxononanoate synthase	L-alanine[c] + pimeloyl-CoA[c] => 8-amino-7-oxononanoate[c] + carbon dioxide[c] + coenzyme A[c] + 4 H+[c]	0	YAR069W-A or YHR214W-F	
r_0095	acetaldehyde condensation	2 acetaldehyde[c] => (R)-acetoin[c]	0	YGR087C or YLR044C or YLR134W	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0099	acetyl-CoA ACP transacylase	acetyl-CoA[m] + ACP1[m] => acetyl-ACP[m] + coenzyme A[m]	0	I2H550_TETBL	sce00190  Oxidative phosphorylation
r_0100	acetyl-CoA C-acyltransferase (palmitoyl-CoA)	3-oxooctadecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + palmitoyl-CoA[p]	0	I2H4D5_TETBL	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0101	acetyl-CoA C-acyltransferase (tetracosanoyl-CoA)	3-oxohexacosanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + tetracosanoyl-CoA[p]	0	I2H4D5_TETBL	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0102	acetyl-CoA C-acyltransferase (myristoyl-CoA)	3-oxopalmitoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + myristoyl-CoA[p]	0	I2H4D5_TETBL	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0103	acetyl-CoA C-acetyltransferase	2 acetyl-CoA[c] => acetoacetyl-CoA[c] + coenzyme A[c]	0	I2GV12_TETBL	sce00071  Fatty acid degradation // sce00072  Synthesis and degradation of ketone bodies // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01212  Fatty acid metabolism
r_0104	acetyl-CoA C-acetyltransferase	2 acetyl-CoA[m] => acetoacetyl-CoA[m] + coenzyme A[m]	0.0314698309909387	I2GV12_TETBL	sce00071  Fatty acid degradation // sce00072  Synthesis and degradation of ketone bodies // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00380  Tryptophan metabolism // sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00640  Propanoate metabolism // sce00650  Butanoate metabolism // sce00900  Terpenoid backbone biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01212  Fatty acid metabolism
r_0105	acetyl-CoA C-acyltransferase (lauroyl-CoA)	3-oxotetradecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + lauroyl-CoA[p]	0	I2H4D5_TETBL	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0106	acetyl-CoA C-acyltransferase (octanoyl-CoA)	3-oxodecanoyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + octanoyl-CoA[p]	0	I2H4D5_TETBL	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0107	acetyl-CoA C-acyltransferase (decanoyl-CoA)	3-oxolauroyl-CoA[p] + coenzyme A[p] => acetyl-CoA[p] + decanoyl-CoA[p]	0	I2H4D5_TETBL	sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0108	acetyl-Coa carboxylase	acetyl-CoA[m] + ATP[m] + bicarbonate[m] => ADP[m] + H+[m] + malonyl-CoA[m] + phosphate[m]	0	YMR207C	sce00061  Fatty acid biosynthesis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism
r_0109	acetyl-CoA carboxylase, reaction	acetyl-CoA[c] + ATP[c] + bicarbonate[c] => ADP[c] + H+[c] + malonyl-CoA[c] + phosphate[c]	0.166334621200391	I2H5V8_TETBL and I2H6X2_TETBL	sce00061  Fatty acid biosynthesis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce00780  Biotin metabolism // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism
r_0111	acetyl-CoA hydrolase	acetyl-CoA[m] + H2O[m] => acetate[m] + coenzyme A[m] + H+[m]	0	I2H4V8_TETBL	sce00620  Pyruvate metabolism
r_0114	acetyl-CoA synthetase nuclear	acetate[n] + ATP[n] + coenzyme A[n] => acetyl-CoA[n] + AMP[n] + diphosphate[n]	0	YLR153C	Gluconeogenesis // sce00010  Glycolysis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism
r_0115	acetylglutamate kinase	ATP[m] + N-acetyl-L-glutamate[m] => ADP[m] + N-acetyl-L-gamma-glutamyl phosphate[m]	0.0259331813385569	I2H1L3_TETBL	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0116	acid phosphatase (secreted)	FMN[e] + H2O[e] => phosphate[e] + riboflavin[e]	0	YAR071W or YBR092C or YHR215W	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism // sce04111  Cell cycle - yeast
r_0117	aconitase	2-methylcitrate[m] => (2S,3R)-3-hydroxybutane-1,2,3-tricarboxylic acid[m]	0	I2H1R8_TETBL	sce00640  Propanoate metabolism
r_0118	acteylornithine transaminase	2-acetamido-5-oxopentanoate[m] + L-glutamate[m] => 2-oxoglutarate[m] + N(2)-acetyl-L-ornithine[m]	0.0259331813385569	I2H7G1_TETBL	sce00220  Arginine biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0119	acyl carrier protein synthase	coenzyme A[m] + H2O[m] => adenosine 3',5'-bismonophosphate[m] + 2 H+[m] + pantetheine 4'-phosphate[m]	0	I2GYM6_TETBL	
r_0120	acyl-CoA oxidase (decanoyl-CoA)	decanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dec-2-enoyl-CoA[p]	0	I2H9C7_TETBL	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0121	acyl-CoA oxidase (dodecanoyl-CoA)	lauroyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-dodec-2-enoyl-CoA[p]	0	I2H9C7_TETBL	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0122	acyl-CoA oxidase (hexacosanoyl-CoA)	hexacosanoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-hexacos-2-enoyl-CoA[p]	0	I2H9C7_TETBL	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0123	acyl-CoA oxidase (hexadecanoyl-CoA)	oxygen[p] + palmitoyl-CoA[p] => hexadec-2-enoyl-CoA[p] + hydrogen peroxide[p]	0	I2H9C7_TETBL	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0124	acyl-CoA oxidase (octadecanoyl-CoA)	oxygen[p] + stearoyl-CoA[p] => hydrogen peroxide[p] + trans-octadec-2-enoyl-CoA[p]	0	I2H9C7_TETBL	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0125	acyl-CoA oxidase (tetradecanoyl-CoA)	myristoyl-CoA[p] + oxygen[p] => hydrogen peroxide[p] + trans-tetradec-2-enoyl-CoA[p]	0	I2H9C7_TETBL	sce00071  Fatty acid degradation // sce01040  Biosynthesis of unsaturated fatty acids // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism // sce04146  Peroxisome
r_0126	acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane	oleoyl-CoA[erm] + episterol[erm] => coenzyme A[erm] + episteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0127	acyl-CoA:sterol acyltransferase (oleoyl-CoA:ergosterol), ER membrane	oleoyl-CoA[erm] + ergosterol[erm] => coenzyme A[erm] + ergosteryl oleate[erm]	0	YCR048W or I2H6D1_TETBL	sce00100  Steroid biosynthesis
r_0128	acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane	oleoyl-CoA[erm] + fecosterol[erm] => coenzyme A[erm] + fecosteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0129	acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane	oleoyl-CoA[erm] + lanosterol[erm] => coenzyme A[erm] + lanosteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0130	acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane	oleoyl-CoA[erm] + zymosterol[erm] => coenzyme A[erm] + zymosteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0131	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + episterol[erm] => coenzyme A[erm] + episteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0132	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:ergosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + ergosterol[erm] => coenzyme A[erm] + ergosteryl palmitoleate[erm]	0.00151036262756103	YCR048W or I2H6D1_TETBL	sce00100  Steroid biosynthesis
r_0133	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + fecosterol[erm] => coenzyme A[erm] + fecosteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0134	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + lanosterol[erm] => coenzyme A[erm] + lanosteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0135	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + zymosterol[erm] => coenzyme A[erm] + zymosteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0139	adenine phosphoribosyltransferase	adenine[c] + PRPP[c] => AMP[c] + diphosphate[c]	0	I2H4Q4_TETBL	sce00230  Purine metabolism
r_0142	adenosine kinase	adenosine[c] + ATP[c] => ADP[c] + AMP[c] + H+[c]	0.0195404139615423	I2H9I0_TETBL	sce00230  Purine metabolism
r_0143	adenosine monophosphate deaminase	AMP[c] + H+[c] + H2O[c] => ammonium[c] + IMP[c]	0	I2H0V4_TETBL	sce00230  Purine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0145	adenosylmethionine decarboxylase	H+[c] + S-adenosyl-L-methionine[c] => carbon dioxide[c] + S-adenosylmethioninamine[c]	0	I2GYB1_TETBL	sce00270  Cysteine and methionine metabolism // sce00330  Arginine and proline metabolism
r_0147	adenylate cyclase	ATP[c] => 3',5'-cyclic AMP[c] + diphosphate[c]	0	I2H1B4_TETBL	sce00230  Purine metabolism // sce04113  Meiosis - yeast // sce04213  Longevity regulating pathway - multiple species
r_0155	ADP-ribose 2,3-cyclic phosphodiesterase	2',3'-cyclic AMP[c] + H+[c] + H2O[c] => adenosine 2'-phosphate[c]	0	I2GZR6_TETBL	
r_0156	alanine glyoxylate aminotransferase	glyoxylate[c] + L-alanine[c] => L-glycine[c] + pyruvate[c]	0.000103334734081476	I2H7C6_TETBL	sce00250  Alanine, aspartate and glutamate metabolism // sce00260  Glycine, serine and threonine metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce04146  Peroxisome
r_0158	alcohol acetyltransferase (2-methylbutanol)	2-methylbutanol[c] + acetyl-CoA[c] => 2-methylbutyl acetate[c] + coenzyme A[c]	0	YOR377W	
r_0159	alcohol acetyltransferase (ethanol)	acetyl-CoA[c] + ethanol[c] => coenzyme A[c] + ethyl acetate[c]	0	YOR377W	
r_0160	alcohol acetyltransferase (isoamyl alcohol)	acetyl-CoA[c] + isoamylol[c] => coenzyme A[c] + isoamyl acetate[c]	0	YOR377W	
r_0161	alcohol acetyltransferase (isobutyl alcohol)	acetyl-CoA[c] + isobutanol[c] => coenzyme A[c] + isobutyl acetate[c]	0	YOR377W	
r_0162	alcohol acetyltransferase (phenylethanol alcohol)	2-phenylethanol[c] + acetyl-CoA[c] => coenzyme A[c] + phenethyl acetate[c]	0	YOR377W	
r_0163	alcohol dehydrogenase (ethanol to acetaldehyde)	ethanol[c] + NAD[c] => acetaldehyde[c] + H+[c] + NADH[c]	0	YMR303C	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0164	alcohol dehydrogenase (glycerol, NADP)	D-glyceraldehyde[c] + H+[c] + NADPH[c] => glycerol[c] + NADP(+)[c]	0	YDR368W or I2H5R2_TETBL	sce00040  Pentose and glucuronate interconversions
r_0165	mitochondrial alcohol dehydrogenase	acetaldehyde[m] + H+[m] + NADH[m] => ethanol[m] + NAD[m]	0	I2H4U6_TETBL	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0167	aldehyde dehydrogenase (2-methylbutanol, NAD)	2-methylbutanal[m] + H+[m] + NADH[m] => 2-methylbutanol[m] + NAD[m]	0	I2H4U6_TETBL	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0168	aldehyde dehydrogenase (2-methylbutanol, NADP)	2-methylbutanal[c] + H+[c] + NADPH[c] => 2-methylbutanol[c] + NADP(+)[c]	0	I2GWF4_TETBL or YDR368W or YMR318C	Gluconeogenesis // sce00010  Glycolysis // sce00040  Pentose and glucuronate interconversions // sce00561  Glycerolipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0170	aldehyde dehydrogenase (2-phenylethanol, NAD)	H+[m] + NADH[m] + phenylacetaldehyde[m] => 2-phenylethanol[m] + NAD[m]	0	I2H4U6_TETBL	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0171	aldehyde dehydrogenase (2-phenylethanol, NADP)	H+[c] + NADPH[c] + phenylacetaldehyde[c] => 2-phenylethanol[c] + NADP(+)[c]	0	I2GWF4_TETBL or YMR318C	Gluconeogenesis // sce00010  Glycolysis // sce00040  Pentose and glucuronate interconversions // sce00561  Glycerolipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
