rxns	rxnNames	formulas	flux	grRules	subSystems
r_0091	6-phosphogluconolactonase	6-O-phosphono-D-glucono-1,5-lactone[c] + H2O[c] => 6-phospho-D-gluconate[c] + H+[c]	0	YGR248W	sce00030  Pentose phosphate pathway // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism
r_0094	8-amino-7-oxononanoate synthase	L-alanine[c] + pimeloyl-CoA[c] => 8-amino-7-oxononanoate[c] + carbon dioxide[c] + coenzyme A[c] + 4 H+[c]	0	YAR069W-A or YHR214W-F	
r_0095	acetaldehyde condensation	2 acetaldehyde[c] => (R)-acetoin[c]	0	YGR087C or YLR044C or YLR134W	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0099	acetyl-CoA ACP transacylase	acetyl-CoA[m] + ACP1[m] => acetyl-ACP[m] + coenzyme A[m]	0	ACPM_SCHPO	sce00190  Oxidative phosphorylation
r_0108	acetyl-Coa carboxylase	acetyl-CoA[m] + ATP[m] + bicarbonate[m] => ADP[m] + H+[m] + malonyl-CoA[m] + phosphate[m]	0	YMR207C	sce00061  Fatty acid biosynthesis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01212  Fatty acid metabolism
r_0114	acetyl-CoA synthetase nuclear	acetate[n] + ATP[n] + coenzyme A[n] => acetyl-CoA[n] + AMP[n] + diphosphate[n]	0	YLR153C	Gluconeogenesis // sce00010  Glycolysis // sce00620  Pyruvate metabolism // sce00640  Propanoate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism
r_0116	acid phosphatase (secreted)	FMN[e] + H2O[e] => phosphate[e] + riboflavin[e]	0	YBR093C or YAR071W or YBR092C or YHR215W	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism // sce04111  Cell cycle - yeast
r_0126	acyl-CoA:sterol acyltransferase (oleoyl-CoA:episterol), ER membrane	oleoyl-CoA[erm] + episterol[erm] => coenzyme A[erm] + episteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0128	acyl-CoA:sterol acyltransferase (oleoyl-CoA:fecosterol), ER membrane	oleoyl-CoA[erm] + fecosterol[erm] => coenzyme A[erm] + fecosteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0129	acyl-CoA:sterol acyltransferase (oleoyl-CoA:lanosterol), ER membrane	oleoyl-CoA[erm] + lanosterol[erm] => coenzyme A[erm] + lanosteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0130	acyl-CoA:sterol acyltransferase (oleoyl-CoA:zymosterol), ER membrane	oleoyl-CoA[erm] + zymosterol[erm] => coenzyme A[erm] + zymosteryl oleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0131	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:episterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + episterol[erm] => coenzyme A[erm] + episteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0133	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:fecosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + fecosterol[erm] => coenzyme A[erm] + fecosteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0134	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:lanosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + lanosterol[erm] => coenzyme A[erm] + lanosteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0135	acyl-CoA:sterol acyltransferase (palmitoleoyl-CoA:zymosterol), ER membrane	palmitoleoyl-CoA(4-)[erm] + zymosterol[erm] => coenzyme A[erm] + zymosteryl palmitoleate[erm]	0	YCR048W	sce00100  Steroid biosynthesis
r_0158	alcohol acetyltransferase (2-methylbutanol)	2-methylbutanol[c] + acetyl-CoA[c] => 2-methylbutyl acetate[c] + coenzyme A[c]	0	YOR377W	
r_0159	alcohol acetyltransferase (ethanol)	acetyl-CoA[c] + ethanol[c] => coenzyme A[c] + ethyl acetate[c]	0	YOR377W	
r_0160	alcohol acetyltransferase (isoamyl alcohol)	acetyl-CoA[c] + isoamylol[c] => coenzyme A[c] + isoamyl acetate[c]	0	YOR377W	
r_0161	alcohol acetyltransferase (isobutyl alcohol)	acetyl-CoA[c] + isobutanol[c] => coenzyme A[c] + isobutyl acetate[c]	0	YOR377W	
r_0162	alcohol acetyltransferase (phenylethanol alcohol)	2-phenylethanol[c] + acetyl-CoA[c] => coenzyme A[c] + phenethyl acetate[c]	0	YOR377W	
r_0163	alcohol dehydrogenase (ethanol to acetaldehyde)	ethanol[c] + NAD[c] => acetaldehyde[c] + H+[c] + NADH[c]	0	YMR303C	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00350  Tyrosine metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0168	aldehyde dehydrogenase (2-methylbutanol, NADP)	2-methylbutanal[c] + H+[c] + NADPH[c] => 2-methylbutanol[c] + NADP(+)[c]	0	YCR105W or YDR368W	Gluconeogenesis // sce00010  Glycolysis // sce00040  Pentose and glucuronate interconversions // sce00561  Glycerolipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0171	aldehyde dehydrogenase (2-phenylethanol, NADP)	H+[c] + NADPH[c] + phenylacetaldehyde[c] => 2-phenylethanol[c] + NADP(+)[c]	0	YCR105W	Gluconeogenesis // sce00010  Glycolysis // sce00040  Pentose and glucuronate interconversions // sce00561  Glycerolipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0173	aldehyde dehydrogenase (acetaldehyde, NADP)	acetaldehyde[c] + H2O[c] + NADP(+)[c] => acetate[c] + 2 H+[c] + NADPH[c]	0.227881105046559	YPL061W	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0174	aldehyde dehydrogenase (acetylaldehyde, NAD)	acetaldehyde[m] + H2O[m] + NAD[m] => acetate[m] + 2 H+[m] + NADH[m]	0	YOR374W	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0176	aldehyde dehydrogenase (indole-3-acetaldehyde, NAD)	H2O[m] + indol-3-ylacetaldehyde[m] + NAD[m] => 2 H+[m] + indole-3-acetate[m] + NADH[m]	0	YOR374W	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0177	aldehyde dehydrogenase (indole-3-acetaldehyde, NADP)	H2O[c] + indol-3-ylacetaldehyde[c] + NADP(+)[c] => 2 H+[c] + indole-3-acetate[c] + NADPH[c]	0	YPL061W	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0181	aldehyde dehydrogenase (isoamyl alcohol, NADP)	3-methylbutanal[c] + H+[c] + NADPH[c] => isoamylol[c] + NADP(+)[c]	0	YCR105W	Gluconeogenesis // sce00010  Glycolysis // sce00040  Pentose and glucuronate interconversions // sce00561  Glycerolipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0184	aldehyde dehydrogenase (isobutyl alcohol, NADP)	H+[c] + isobutyraldehyde[c] + NADPH[c] => isobutanol[c] + NADP(+)[c]	0	YCR105W	Gluconeogenesis // sce00010  Glycolysis // sce00040  Pentose and glucuronate interconversions // sce00561  Glycerolipid metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0194	alpha,alpha-trehalase	H2O[c] + trehalose[c] => 2 D-glucose[c]	0	YDR001C	sce00500  Starch and sucrose metabolism
r_0200	Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing)	aminoacetone[c] + H2O[c] + oxygen[c] => ammonium[c] + hydrogen peroxide[c] + methylglyoxal[c]	0		
r_0201	Aminobutyraldehyde dehydrogenase	4-aminobutanal[m] + H2O[m] + NAD[m] => gamma-aminobutyrate[m] + 2 H+[m] + NADH[m]	0	YOR374W	Gluconeogenesis // sce00010  Glycolysis // sce00071  Fatty acid degradation // sce00280  Valine, leucine and isoleucine degradation // sce00310  Lysine degradation // sce00330  Arginine and proline metabolism // sce00340  Histidine metabolism // sce00380  Tryptophan metabolism // sce00410  beta-Alanine metabolism // sce00561  Glycerolipid metabolism // sce00620  Pyruvate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0207	argininosuccinate lyase	(N(omega)-L-arginino)succinic acid[c] => fumarate[c] + L-arginine[c]	0.0214029413617279	YHR018C	sce00220  Arginine biosynthesis // sce00250  Alanine, aspartate and glutamate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
r_0209	arginyl-tRNA synthetase	ATP[c] + L-arginine[c] + tRNA(Arg)[c] => AMP[c] + Arg-tRNA(Arg)[c] + diphosphate[c]	0.0214029413617279	YDR341C	sce00970  Aminoacyl-tRNA biosynthesis
r_0223	ATP adenylyltransferase	ADP[c] + GTP[c] + H+[c] => P1-(5'-adenosyl),P4-(5'-guanosyl) tetraphosphate[c] + phosphate[c]	0	YCL050C	sce00230  Purine metabolism // sce00920  Sulfur metabolism
r_0224	ATP adenylyltransferase	GDP[c] + GTP[c] + H+[c] => P(1),P(4)-bis(5'-guanosyl) tetraphosphate[c] + phosphate[c]	0	YCL050C	sce00230  Purine metabolism // sce00920  Sulfur metabolism
r_0271	chitin deacetylase	chitin[c] + H2O[c] => acetate[c] + chitosan[ce] + H+[c]	0	YLR307W	sce00520  Amino sugar and nucleotide sugar metabolism
r_0280	cis-aconitate(3-) to isocitrate	cis-aconitate[m] + H2O[m] => isocitrate[m]	0	YLR304C	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0301	citrate synthase, peroxisomal	acetyl-CoA[p] + H2O[p] + oxaloacetate[p] => citrate[p] + coenzyme A[p] + H+[p]	0	YCR005C	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0302	citrate to cis-aconitate(3-)	citrate[m] => cis-aconitate[m] + H2O[m]	0	YLR304C	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0303	citrate to cis-aconitate(3-), cytoplasmic	citrate[c] => cis-aconitate[c] + H2O[c]	0.135712661376125	YLR304C	sce00020  Citrate cycle (TCA cycle) // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0311	cystathionine gamma-synthase	L-cysteine[c] + O-acetyl-L-homoserine[c] => acetate[c] + H+[c] + L-cystathionine[c]	0.0242987687466755	YJR130C	sce00270  Cysteine and methionine metabolism // sce00450  Selenocompound metabolism // sce00920  Sulfur metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01230  Biosynthesis of amino acids
r_0334	dephospho-CoA kinase	3'-dephospho-CoA[m] + ATP[m] => ADP[m] + coenzyme A[m] + H+[m]	0	YJL1_SCHPO	sce00770  Pantothenate and CoA biosynthesis
r_0446	formate-tetrahydrofolate ligase	ATP[c] + formate[c] + THF[c] => 10-formyl-THF[c] + ADP[c] + phosphate[c]	0	YGR204W	sce00670  One carbon pool by folate
r_0454	fumarate reductase	FADH2[m] + fumarate[m] => FAD[m] + succinate[m]	0.0780469007387739	YEL047C	
r_0455	soluble fumarate reductase	FADH2[c] + fumarate[c] => FAD[c] + succinate[c]	0	YEL047C	
r_0461	geranylgeranyltranstransferase	geranylgeranyl diphosphate[c] + isopentenyl diphosphate[c] => diphosphate[c] + pentaprenyl diphosphate[c]	0		
r_0465	glucosamine-6-phosphate deaminase	alpha-D-glucosamine 6-phosphate[c] + H2O[c] => ammonium[c] + D-fructose 6-phosphate[c]	0		
r_0475	glutaminase	H2O[c] + L-glutamine[c] => ammonium[c] + L-glutamate[c]	0	YFL060C or YNL334C	
r_0484	glutathione peroxidase, mitochondria	2 glutathione[m] + hydrogen peroxide[m] => glutathione disulfide[m] + 2 H2O[m]	0	GLRX5_SCHPO	
r_0489	glycerol-3-phosphatase	glycerol 3-phosphate[c] + H2O[c] => glycerol[c] + phosphate[c]	4.06123687794322	YIL053W	sce00561  Glycerolipid metabolism
r_0500	glycine C-acetyltransferase	coenzyme A[c] + L-2-amino-3-oxobutanoate[c] => acetyl-CoA[c] + L-glycine[c]	0		
r_0502	glycine hydroxymethyltransferase	L-serine[c] + THF[c] => 5,10-methylenetetrahydrofolate[c] + H2O[c] + L-glycine[c]	2.64886080827124	YLR058C	sce00260  Glycine, serine and threonine metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce00670  One carbon pool by folate // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01230  Biosynthesis of amino acids
r_0510	glycogen (starch) synthase	H2O[c] + UDP-D-glucose[c] => glycogen[c] + H+[c] + UDP[c]	0.0322241666046088	YKR058W and YLR258W	sce00500  Starch and sucrose metabolism
r_0526	guanine deaminase	guanine[c] + H+[c] + H2O[c] => 9H-xanthine[c] + ammonium[c]	0	YDL238C	sce00230  Purine metabolism
r_0530	heme O monooxygenase	heme o[m] + NADH[m] + oxygen[m] => H2O[m] + heme a[m] + NAD[m]	0	ETP1_SCHPO	
r_0544	homocysteine S-methyltransferase	L-homocysteine[c] + S-adenosyl-L-methionine[c] => H+[c] + L-methionine[c] + S-adenosyl-L-homocysteine[c]	0	YLL062C or YDM7_SCHPO	sce00270  Cysteine and methionine metabolism // sce01110  Biosynthesis of secondary metabolites
r_0550	hydrogen peroxide reductase (thioredoxin)	hydrogen peroxide[c] + TRX1[c] => 2 H2O[c] + TRX1 disulphide[c]	0.096901864674992	(YDR453C and TRX1_SCHPO) or (YDR453C and YLR043C)	
r_0553	hydroxyacylglutathione hydrolase	(R)-S-lactoylglutathione[c] + H2O[c] => (R)-lactate[c] + glutathione[c] + H+[c]	0	YDR272W	sce00620  Pyruvate metabolism
r_0567	indole-3-pyruvate decarboxylase	H+[c] + indole-3-pyruvate[c] => carbon dioxide[c] + indol-3-ylacetaldehyde[c]	0	YGR087C or YLR044C or YLR134W	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0659	isocitrate dehydrogenase (NADP)	isocitrate[c] + NADP(+)[c] => 2-oxoglutarate[c] + carbon dioxide[c] + NADPH[c]	0.135712661376125	YLR174W	sce00020  Citrate cycle (TCA cycle) // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce04146  Peroxisome
r_0661	isocitrate dehydrogenase (NADP+), peroxisomal	isocitrate[p] + NADP(+)[p] => 2-oxoglutarate[p] + carbon dioxide[p] + NADPH[p]	0	YNL009W	sce00020  Citrate cycle (TCA cycle) // sce00480  Glutathione metabolism // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01200  Carbon metabolism // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids // sce04146  Peroxisome
r_0663	isoleucine transaminase	2-oxoglutarate[c] + L-isoleucine[c] => (S)-3-methyl-2-oxopentanoate[c] + L-glutamate[c]	0	YJR148W	sce00270  Cysteine and methionine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0680	L-asparaginase	H2O[e] + L-asparagine[e] => ammonium[e] + L-aspartate[e]	0	YLR155C or YLR157C or YLR158C or YLR160C	
r_0696	lactaldehyde dehydrogenase	(S)-lactaldehyde[c] + H2O[c] + NAD[c] => (S)-lactate[c] + 2 H+[c] + NADH[c]	0	YOL151W	
r_0699	leucine transaminase	2-oxoglutarate[c] + L-leucine[c] => 4-methyl-2-oxopentanoate[c] + L-glutamate[c]	0	YJR148W	sce00270  Cysteine and methionine metabolism // sce00280  Valine, leucine and isoleucine degradation // sce00290  Valine, leucine and isoleucine biosynthesis // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics // sce01210  2-Oxocarboxylic acid metabolism // sce01230  Biosynthesis of amino acids
r_0716	malate synthase	acetyl-CoA[c] + glyoxylate[c] + H2O[c] => (S)-malate[c] + coenzyme A[c] + H+[c]	0.096901864674992	YNL117W	sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01200  Carbon metabolism
r_0717	malate synthase	acetyl-CoA[p] + glyoxylate[p] + H2O[p] => (S)-malate[p] + coenzyme A[p] + H+[p]	0	YNL117W	sce00620  Pyruvate metabolism // sce00630  Glyoxylate and dicarboxylate metabolism // sce01110  Biosynthesis of secondary metabolites // sce01200  Carbon metabolism
r_0718	malic enzyme (NAD)	(S)-malate[m] + NAD[m] => carbon dioxide[m] + NADH[m] + pyruvate[m]	0.0214428967963798	Q9P3E3_SCHPO	sce00620  Pyruvate metabolism // sce01200  Carbon metabolism
r_0719	malic enzyme (NADP)	(S)-malate[m] + NADP(+)[m] => carbon dioxide[m] + NADPH[m] + pyruvate[m]	0	Q9P3E3_SCHPO	sce00620  Pyruvate metabolism // sce01200  Carbon metabolism
r_0725	methenyltetrahydrofolate cyclohydrolase	5,10-methenyl-THF[c] + H2O[c] => 10-formyl-THF[c] + H+[c]	2.62423922287238	YGR204W	sce00670  One carbon pool by folate
r_0732	methylenetetrahydrofolate dehydrogenase (NADP)	5,10-methylenetetrahydrofolate[c] + NADP(+)[c] => 5,10-methenyl-THF[c] + NADPH[c]	2.62423922287238	YGR204W	sce00670  One carbon pool by folate
r_0757	myo-inositol 1-phosphatase	1D-myo-inositol 1-phosphate[c] + H2O[c] => myo-inositol[c] + phosphate[c]	0.00441665721829631	YHR046C	sce00562  Inositol phosphate metabolism // sce04070  Phosphatidylinositol signaling system
r_0841	pantetheine-phosphate adenylyltransferase	ATP[c] + H+[c] + pantetheine 4'-phosphate[c] => 3'-dephospho-CoA[c] + diphosphate[c]	0	YDA8_SCHPO	sce00770  Pantothenate and CoA biosynthesis
r_0843	pantothenate synthase	(R)-pantoate[c] + ATP[c] + beta-alanine[c] => (R)-pantothenate[c] + AMP[c] + diphosphate[c] + H+[c]	0	YIL145C	sce00410  beta-Alanine metabolism // sce00770  Pantothenate and CoA biosynthesis // sce01110  Biosynthesis of secondary metabolites
r_0853	phenylalanyl-tRNA synthetase	ATP[m] + L-phenylalanine[m] + tRNA(Phe)[m] => AMP[m] + diphosphate[m] + Phe-tRNA(Phe)[m]	0	YPR047W	sce00970  Aminoacyl-tRNA biosynthesis
r_0905	phosphopantothenate-cysteine ligase	(R)-4'-phosphopantothenic acid[c] + CTP[c] + L-cysteine[c] => CMP[c] + diphosphate[c] + H+[c] + N-[(R)-4-phosphonopantothenoyl]-L-cysteine[c]	0	YJ2I_SCHPO	sce00770  Pantothenate and CoA biosynthesis
r_0919	phytoceramidase	lignoceric acid[er] + phytosphingosine[er] => ceramide-2 (C24)[er]	0	YBR183W	sce00600  Sphingolipid metabolism
r_0959	pyruvate decarboxylase	H+[c] + pyruvate[c] => acetaldehyde[c] + carbon dioxide[c]	11.5471050254721	YGR087C or YLR044C or YLR134W	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0960	pyruvate decarboxylase (acetoin-forming)	acetaldehyde[c] + H+[c] + pyruvate[c] => (R)-acetoin[c] + carbon dioxide[c]	0	YGR087C or YLR044C or YLR134W	Gluconeogenesis // sce00010  Glycolysis // sce01110  Biosynthesis of secondary metabolites // sce01130  Biosynthesis of antibiotics
r_0970	ribonucleoside-triphosphate reductase (ATP)	ATP[c] + TRX1[c] => dATP[c] + H2O[c] + TRX1 disulphide[c]	0.00424344651004422	TRX1_SCHPO	
r_0971	ribonucleoside-triphosphate reductase (CTP)	CTP[c] + TRX1[c] => dCTP[c] + H2O[c] + TRX1 disulphide[c]	0	TRX1_SCHPO	
r_0972	ribonucleoside-triphosphate reductase (GTP)	GTP[c] + TRX1[c] => dGTP[c] + H2O[c] + TRX1 disulphide[c]	0.00282896434002948	TRX1_SCHPO	
r_0973	ribonucleoside-triphosphate reductase (UTP)	UTP[c] + TRX1[c] => dUTP[c] + H2O[c] + TRX1 disulphide[c]	0.0070724108500737	TRX1_SCHPO	
r_1000	fumarate reductase (FMN)	FMNH2[c] + fumarate[c] => FMN[c] + succinate[c]	0	YEL047C	
r_1008	spontaneous cis-aconitate(3-) to trans-aconitate	cis-aconitate[m] => trans-aconitate[m]	0		
r_1009	spontaneous cis-aconitate(3-) to trans-aconitate	cis-aconitate[c] => trans-aconitate[c]	0		
r_1026	sulfate adenylyltransferase (ADP)	ADP[c] + H+[c] + sulphate[c] => 5'-adenylyl sulfate[c] + phosphate[c]	0.00763155294898039	YCL050C	sce00230  Purine metabolism // sce00920  Sulfur metabolism
r_1032	thiamin diphosphatase	2 H2O[e] + TDP[e] => H+[e] + 2 phosphate[e] + thiamine[e]	0	YBR092C	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism
r_1033	thiamin phosphatase	H2O[e] + TMP[e] => phosphate[e] + thiamine[e]	0	YBR092C	sce00730  Thiamine metabolism // sce00740  Riboflavin metabolism
r_1038	thioredoxin reductase (NADPH)	H+[c] + NADPH[c] + TRX1 disulphide[c] => NADP(+)[c] + TRX1[c]	0.11867823932412	(YDR353W and TRX1_SCHPO) or (YDR353W and YLR043C) or YDR353W	sce00450  Selenocompound metabolism
r_1046	trans-aconitate 3-methyltransferase	S-adenosyl-L-methionine[c] + trans-aconitate[c] => (2E)-3-(methoxycarbonyl)pent-2-enedioic acid[c] + S-adenosyl-L-homocysteine[c]	0	YER175C	
