ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
RXN-161	butanol dehydrogenase;butyraldehyde reductase	butan-1-ol[s] + NAD+[s] <=> butan-1-al[s] + NADH[s] + H+[s]	ec-code/1.1.1	augustus_masked-LAME0F-processed-gene-15.85-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-15.85&CDS=1-894	-1000	1000			rhea/33199;kegg.reaction/R03544	butanol and isobutanol biosynthesis (engineered);pyruvate fermentation to butanol II (engineered);pyruvate fermentation to butanol I				2
RXN3O-680	mannosyl-inositol-phosphoceramide inositolphosphotransferase	L-1-phosphatidyl-inositols[s] + MIPC[s] => DIACYLGLYCEROL[s] + MIP2C[s]	ec-code/2.7.1	maker-LAME0C-snap-gene-6.2-mRNA-1_1&gene=maker-LAME0C-snap-gene-6.2&CDS=1-1266	0	1000				sphingolipid biosynthesis (yeast)				2
RXN3O-663	inositol phosphorylceramide mannosyltransferase	GDP-alpha-D-mannose[s] + IPC[s] => GDP[s] + MIPC[s] + H+[s]	ec-code/2.4.1	augustus_masked-LAME0F-processed-gene-6.38-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-6.38&CDS=1-1176 or augustus_masked-LAME0H-processed-gene-8.129-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-8.129&CDS=1-1092	0	1000				sphingolipid biosynthesis (yeast)				2
RXN3O-581	inositol phosphorylceramide synthase	Alpha-hydroxyphytoceramides[s] + L-1-phosphatidyl-inositols[s] => DIACYLGLYCEROL[s] + IPC[s]	ec-code/2.7.1	augustus_masked-LAME0D-processed-gene-2.23-mRNA-1_1&gene=augustus_masked-LAME0D-processed-gene-2.23&CDS=1-606 or augustus_masked-LAME0G-processed-gene-16.9-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-16.9&CDS=1-1239	0	1000				sphingolipid biosynthesis (yeast)				2
RXN3O-58	3-hexaprenyl-4-hydroxybenzoate monooxygenase	3-hexaprenyl-4-hydroxybenzoate[s] + oxygen[s] + 2 H+[s] + 2 Reduced-ferredoxins[s] => 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate[s] + 2 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15.M7	augustus_masked-LAME0G-processed-gene-2.75-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-2.75&CDS=1-3492	0	1000				ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);superpathway of ubiquinol-6 biosynthesis (eukaryotic)				2
RXN3O-54	2-hexaprenyl-6-methoxy-1,4-benzoquinol C-methyltransferase	2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol[s] + S-ADENOSYLMETHIONINE[s] => 6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.201	augustus_masked-LAME0G-processed-gene-13.35-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-13.35&CDS=1-909	0	1000			kegg.reaction/R04990;rhea/28286	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN3O-504	phytosphingoid 1-phosphate phsophatase;phytosphingosine 1-phosphate phosphatase	phytosphingosine 1-phosphate[s] + H2O[s] => phytosphingosine[s] + phosphate[s]	ec-code/3.1.3	augustus_masked-LAME0G-processed-gene-5.95-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-5.95&CDS=1-1224	0	1000				sphingolipid recycling and degradation (yeast)				2
RXN3O-470	acetoin synthase	2 acetaldehyde[s] => ACETOIN[s]		augustus_masked-LAME0C-processed-gene-1.128-mRNA-1_1&gene=augustus_masked-LAME0C-processed-gene-1.128&CDS=1-1692	0	1000				pyruvate fermentation to acetoin III				2
KYNURENINE-3-MONOOXYGENASE-RXN	kynurenine 3-monooxygenase	L-kynurenine[s] + NADPH[s] + oxygen[s] + H+[s] => 3-hydroxy-L-kynurenine[s] + NADP+[s] + H2O[s]	ec-code/1.14.13.9	augustus_masked-LAME0F-processed-gene-12.46-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-12.46&CDS=1-1383	0	1000			rhea/20546;kegg.reaction/R01960	L-tryptophan degradation to 2-amino-3-carboxymuconate semialdehyde;3-hydroxy-4-methyl-anthranilate biosynthesis II;3-hydroxy-4-methyl-anthranilate biosynthesis I;L-tryptophan degradation XI (mammalian, via kynurenine)				2
RXN3O-458	phytosphingosine kinase	ATP[s] + phytosphingosine[s] => ADP[s] + phytosphingosine 1-phosphate[s] + H+[s]	ec-code/2.7.1.91	augustus_masked-LAME0D-processed-gene-10.204-mRNA-1_1&gene=augustus_masked-LAME0D-processed-gene-10.204&CDS=1-1692	0	1000			rhea/33564	sphingolipid recycling and degradation (yeast)				2
RXN3O-4157	L-tyrosine:pyruvate aminotransferase	pyruvate[s] + L-tyrosine[s] <=> L-alanine[s] + 3-(4-hydroxyphenyl)pyruvate[s]	ec-code/2.6.1.58	augustus_masked-LAME0F-processed-gene-17.126-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.126&CDS=1-1605	-1000	1000			kegg.reaction/R09254	L-tyrosine degradation III				2
RXN3O-4113	tyrosol dehydrogenase;tyrosol:NAD+oxidoreductase	(4-hydroxyphenyl)acetaldehyde[s] + NADH[s] + H+[s] => 4-tyrosol[s] + NAD+[s]	ec-code/1.1.1.1	augustus_masked-LAME0E-processed-gene-11.103-mRNA-1_1&gene=augustus_masked-LAME0E-processed-gene-11.103&CDS=1-1146 or augustus_masked-LAME0G-processed-gene-11.97-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-11.97&CDS=1-1053 or augustus_masked-LAME0G-processed-gene-16.19-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-16.19&CDS=1-1170 or augustus_masked-LAME0H-processed-gene-16.55-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-16.55&CDS=1-1053	0	1000			kegg.reaction/R04304	salidroside biosynthesis;L-tyrosine degradation III				2
KETOGLUTREDUCT-RXN	2-oxoglutarate reductase;2-oxoglutarate reductase ((R)-2-hydroxyglutarate-forming)	NAD+[s] + (R)-2-hydroxyglutarate[s] <=> 2-oxoglutarate[s] + NADH[s] + H+[s]	ec-code/1.1.1.399	augustus_masked-LAME0F-processed-gene-13.116-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-13.116&CDS=1-1410	-1000	1000			kegg.reaction/R11337;rhea/49615	L-glutamate degradation V (via hydroxyglutarate)				2
RXN3O-227	C-22 sterol desaturase	ergosta-5,7,24(28)-trien-3beta-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ergosta-5,7,22,24(28)-tetraen-3-beta-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]	ec-code/1.14.19.41	augustus_masked-LAME0G-processed-gene-14.23-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-14.23&CDS=1-1608	0	1000			rhea/33468;kegg.reaction/R07506	ergosterol biosynthesis I				2
RXN3O-218	C-5 sterol desaturase;episterol C-5 desaturase;epi-sterol-desaturase	episterol[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => ergosta-5,7,24(28)-trien-3beta-ol[s] + 2 FERRICYTOCHROME-B5[s] + 2 H2O[s]	ec-code/1.14.19.20	augustus_masked-LAME0A-processed-gene-6.243-mRNA-1_1&gene=augustus_masked-LAME0A-processed-gene-6.243&CDS=1-1068	0	1000			rhea/33464;kegg.reaction/R07505;kegg.reaction/R07491	plant sterol biosynthesis;ergosterol biosynthesis I				2
RXN3O-203	C-8 sterol isomerase	fecosterol[s] => episterol[s]		augustus_masked-LAME0H-processed-gene-13.20-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-13.20&CDS=1-669	0	1000			rhea/33436;kegg.reaction/R07497	ergosterol biosynthesis I				2
RXN3O-178	SAM:C-24 sterol methyltransferase	S-ADENOSYLMETHIONINE[s] + zymosterol[s] => S-adenosyl-L-homocysteine[s] + fecosterol[s] + H+[s]	ec-code/2.1.1.41	augustus_masked-LAME0G-processed-gene-14.6-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-14.6&CDS=1-1119	0	1000			rhea/21129;kegg.reaction/R04427	ergosterol biosynthesis I				2
RXN3O-1380	sphinganine 4-hydroxylase;sphinganine C4-hydroxylase	D-erythro-sphinganine[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + phytosphingosine[s] + H2O[s]	ec-code/1.14.18.5	augustus_masked-LAME0H-processed-gene-9.25-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-9.25&CDS=1-999	0	1000			rhea/33522;kegg.reaction/R06525	sphingolipid biosynthesis (plants);sphingolipid biosynthesis (yeast)				2
RXN3O-102	2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinol O-methyltransferase	3-demethylubiquinol-6[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + H+[s] + ubiquinol-6[s]	ec-code/2.1.1.64	augustus_masked-LAME0F-processed-gene-6.52-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-6.52&CDS=1-936	0	1000			rhea/44401;kegg.reaction/R02175	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN-1602	diacylglycerol lipase;hormone-sensitive lipase	1-2-Diglycerides[s] + H2O[s] => CPD-409[s] + Fatty-Acids[s] + H+[s]	ec-code/3.1.1.34;ec-code/3.1.1.79	augustus_masked-LAME0H-processed-gene-0.27-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-0.27&CDS=1-1740	0	1000			kegg.reaction/R05209;rhea/18761	triacylglycerol degradation			pubmed/10940339;pubmed/7240206;pubmed/14169138;pubmed/8912675	2
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	isocitrate dehydrogenase;NAD+-dependent isocitrate dehydrogenase	NAD+[s] + D-threo-isocitrate[s] => 2-oxoglutarate[s] + CO2[s] + NADH[s]	ec-code/1.1.1.286;ec-code/1.1.1.41	augustus_masked-LAME0F-processed-gene-10.128-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-10.128&CDS=1-1104 or maker-LAME0G-snap-gene-13.87-mRNA-1_1&gene=maker-LAME0G-snap-gene-13.87&CDS=1-2559	0	1000			rhea/23632;kegg.reaction/R00709	TCA cycle II (plants and fungi);TCA cycle III (animals);L-glutamine biosynthesis III				2
ISOCIT-CLEAV-RXN	isocitrate lyase	D-threo-isocitrate[s] <=> glyoxylate[s] + succinate[s]	ec-code/4.1.3.1	augustus_masked-LAME0F-processed-gene-13.109-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-13.109&CDS=1-1653	-1000	1000			rhea/13248;kegg.reaction/R00479	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);TCA cycle IV (2-oxoglutarate decarboxylase);glyoxylate cycle				2
IPPISOM-RXN	isopentenyl-diphosphate Delta-isomerase;isopentenyl-diphosphate delta-isomerase;isopentenyl diphosphate isomerase;isopentenyl pyrophosphate isomerase;IPP isomerase	isopentenyl diphosphate[s] <=> dimethylallyl diphosphate[s]	ec-code/5.3.3.2	augustus_masked-LAME0H-processed-gene-12.129-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.129&CDS=1-828	-1000	1000			rhea/23287;kegg.reaction/R01123	mono-trans, poly-cis decaprenyl phosphate biosynthesis;mevalonate pathway III (archaea);mevalonate pathway I;trans, trans-farnesyl diphosphate biosynthesis;all-trans-farnesol biosynthesis;methylerythritol phosphate pathway I;methylerythritol phosphate pathway II;isoprene biosynthesis II (engineered);bisabolene biosynthesis (engineered);mevalonate pathway II (archaea)				2
INOPHOSPHOR-RXN	inosine phosphorylase	inosine[s] + phosphate[s] <=> hypoxanthine[s] + alpha-D-ribose-1-phosphate[s]	ec-code/2.4.2.1	augustus_masked-LAME0B-processed-gene-6.118-mRNA-1_1&gene=augustus_masked-LAME0B-processed-gene-6.118&CDS=1-915	-1000	1000			rhea/27649;kegg.reaction/R01863	purine ribonucleosides degradation;adenosine nucleotides degradation II;adenine and adenosine salvage III			pubmed/11337031	2
IMPCYCLOHYDROLASE-RXN	inosine monophosphate cyclohydrolase;IMP cyclohydrolase	IMP[s] + H2O[s] <=> 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide[s]	ec-code/3.5.4.10	augustus_masked-LAME0F-processed-gene-17.121-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-17.121&CDS=1-1773	-1000	1000			rhea/18448;kegg.reaction/R01127	inosine-5'-phosphate biosynthesis III;inosine-5'-phosphate biosynthesis I;inosine-5'-phosphate biosynthesis II				2
IMP-DEHYDROG-RXN	IMP dehydrogenase;inosine-5'-monophosphate dehydrogenase;inosine 5'-monophosphate dehydrogenase	IMP[s] + NAD+[s] + H2O[s] <=> NADH[s] + H+[s] + XMP[s]	ec-code/1.1.1.205	augustus_masked-LAME0E-processed-gene-8.12-mRNA-1_1&gene=augustus_masked-LAME0E-processed-gene-8.12&CDS=1-1572	-1000	1000			rhea/11711;kegg.reaction/R01130	guanosine ribonucleotides de novo biosynthesis;inosine 5'-phosphate degradation;adenosine nucleotides degradation I				2
IMIDPHOSDEHYD-RXN	imidazoleglycerol-phosphate dehydratase;imidazoleglycerolphosphate dehydratase;imidazoleglycerol phosphate dehydratase	D-erythro-imidazole-glycerol-phosphate[s] => imidazole acetol-phosphate[s] + H2O[s]	ec-code/4.2.1.19	augustus_masked-LAME0H-processed-gene-12.130-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-12.130&CDS=1-684	0	1000			rhea/11041;kegg.reaction/R03457	L-histidine biosynthesis				2
HYPOXANPRIBOSYLTRAN-RXN	hypoxanthine phosphoribosyltransferase	hypoxanthine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => IMP[s] + diphosphate[s]	ec-code/2.4.2.8	augustus_masked-LAME0G-processed-gene-17.127-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-17.127&CDS=1-639 or augustus_masked-LAME0H-processed-gene-18.120-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-18.120&CDS=1-636	0	1000			rhea/17973;kegg.reaction/R01132	adenine salvage;adenine and adenosine salvage III				2
RXN-15881	cysteine desulfurase;L-cysteine desulfurase	L-cysteine[s] + L-Cysteine-Desulfurases[s] => L-alanine[s] + Persulfurated-L-cysteine-desulfurases[s]	ec-code/2.8.1.7	augustus_masked-LAME0E-processed-gene-9.121-mRNA-1_1&gene=augustus_masked-LAME0E-processed-gene-9.121&CDS=1-1434	0	1000				[2Fe-2S] iron-sulfur cluster biosynthesis				2
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	hydroxymethylglutaryl CoA synthase;hydroxymethylglutaryl-CoA synthase;hydroxymethyl glutaryl-CoA synthase	acetoacetyl-CoA[s] + acetyl-CoA[s] + H2O[s] <=> (S)-3-hydroxy-3-methylglutaryl-CoA[s] + coenzyme A[s] + H+[s]	ec-code/2.3.3.10	augustus_masked-LAME0G-processed-gene-19.174-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-19.174&CDS=1-1392	-1000	1000			rhea/10191;kegg.reaction/R01978	mevalonate pathway III (archaea);mevalonate pathway I;ferrichrome A biosynthesis;isoprene biosynthesis II (engineered);ketogenesis;mevalonate pathway II (archaea)				2
RXN-15846	25S rRNA (uracil2634-N3)-methyltransferase	25S-rRNA-uracil-2634[s] + S-ADENOSYLMETHIONINE[s] => 25S-rRNA-N3-methyl-uracil-2634[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.313	augustus_masked-LAME0G-processed-gene-13.4-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-13.4&CDS=1-981	0	1000								2
RXN-15845	25S rRNA (uracil2843-N3)-methyltransferase	25S-rRNA-uracil-2843[s] + S-ADENOSYLMETHIONINE[s] => 25S-rRNA-N3-methyl-uracil-2843[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.312	augustus_masked-LAME0A-processed-gene-6.210-mRNA-1_1&gene=augustus_masked-LAME0A-processed-gene-6.210&CDS=1-942	0	1000								2
RXN-15844	25S rRNA (cytosine2278-C5)-methyltransferase	Cytosine2278-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2278-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.311	augustus_masked-LAME0G-processed-gene-13.2-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-13.2&CDS=1-1464	0	1000			rhea/43181					2
RXN-15843	25S rRNA (cytosine2870-C5)-methyltransferase	Cytosine2870-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2870-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.310	augustus_masked-LAME0D-processed-gene-5.28-mRNA-1_1&gene=augustus_masked-LAME0D-processed-gene-5.28&CDS=1-1953	0	1000			rhea/43177					2
RXN-15842	18S rRNA (guanine1575-N7)-methyltransferase	Guanine1575-in-18StRNAs[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + N7-methylGuanine1575-in-18StRNAs[s]	ec-code/2.1.1.309	augustus_masked-LAME0H-processed-gene-14.25-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-14.25&CDS=1-801	0	1000								2
HYDROXYBENZALDEHYDE-OXIDATION-NAD-RXN	NAD+-4-hydroxybenzaldehyde dehydrogenase;4-hydroxybenzoate dehydrogenase	4-hydroxybenzaldehyde[s] + NAD+[s] + H2O[s] => 4-hydroxybenzoate[s] + NADH[s] + 2 H+[s]	ec-code/1.2.1.64	augustus_masked-LAME0A-processed-gene-4.3-mRNA-1_1&gene=augustus_masked-LAME0A-processed-gene-4.3&CDS=1-1572	0	1000			rhea/20306;kegg.reaction/R01293	4-hydroxybenzoate biosynthesis I (eukaryotes);4-hydroxybenzoate biosynthesis IV (plants);4-hydroxymandelate degradation				2
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	homoserine O-acetyltransferase	acetyl-CoA[s] + L-homoserine[s] <=> coenzyme A[s] + O-acetyl-L-homoserine[s]	ec-code/2.3.1.31	augustus_masked-LAME0G-processed-gene-2.44-mRNA-1_1&gene=augustus_masked-LAME0G-processed-gene-2.44&CDS=1-1470	-1000	1000			rhea/13704;kegg.reaction/R01776	L-homocysteine biosynthesis				2
RXN-15776	methylated diphthine methylhydrolase	Diphthine-methyl-ester-EF2[s] + H2O[s] => DIPHTINE[s] + methanol[s] + H+[s]	ec-code/3.1.1.97	maker-LAME0C-augustus-gene-8.75-mRNA-1_1&gene=maker-LAME0C-augustus-gene-8.75&CDS=1-3024	0	1000			rhea/42657	diphthamide biosynthesis II (eukaryotes)				2
HOMOSERDEHYDROG-RXN	homoserine dehydrogenase	L-aspartate 4-semialdehyde[s] + NADH-P-OR-NOP[s] + H+[s] => L-homoserine[s] + NAD-P-OR-NOP[s]	ec-code/1.1.1.3	augustus_masked-LAME0E-processed-gene-12.67-mRNA-1_1&gene=augustus_masked-LAME0E-processed-gene-12.67&CDS=1-5985	0	1000			rhea/15759;kegg.reaction/R01773;kegg.reaction/R01775	L-homoserine biosynthesis				2
RXN-15775	diphthine synthase	2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE[s] + 4 S-ADENOSYLMETHIONINE[s] => 4 S-adenosyl-L-homocysteine[s] + Diphthine-methyl-ester-EF2[s] + 3 H+[s]	ec-code/2.1.1.314	augustus_masked-LAME0E-processed-gene-9.93-mRNA-1_1&gene=augustus_masked-LAME0E-processed-gene-9.93&CDS=1-897	0	1000			rhea/42653	diphthamide biosynthesis II (eukaryotes)			pubmed/15485916	2
HOMOCYSMET-RXN	cobalamin-independent homocysteine transmethylase;cobalamin-independent methionine synthase;5-methyltetrahydropteroyltriglutamate:homocysteine S-methyltransferase;homocysteine methyltransferase	5-methyltetrahydropteroyl tri-L-glutamate[s] + L-homocysteine[s] <=> tetrahydropteroyl tri-L-glutamate[s] + L-methionine[s]	ec-code/2.1.1.14	augustus_masked-LAME0F-processed-gene-10.142-mRNA-1_1&gene=augustus_masked-LAME0F-processed-gene-10.142&CDS=1-2301	-1000	1000			rhea/21199;kegg.reaction/R04405	L-methionine biosynthesis II (plants);L-methionine biosynthesis I;L-methionine biosynthesis III;S-adenosyl-L-methionine cycle I;S-adenosyl-L-methionine cycle II				2
HOMOCITRATE-SYNTHASE-RXN	(R)-homocitrate synthase	2-oxoglutarate[s] + acetyl-CoA[s] + H2O[s] <=> coenzyme A[s] + (2R)-homocitrate[s] + H+[s]	ec-code/2.3.3.14	augustus_masked-LAME0B-processed-gene-6.97-mRNA-1_1&gene=augustus_masked-LAME0B-processed-gene-6.97&CDS=1-1326 or augustus_masked-LAME0H-processed-gene-7.57-mRNA-1_1&gene=augustus_masked-LAME0H-processed-gene-7.57&CDS=1-1182	-1000	1000			rhea/12932;kegg.reaction/R00271	FeMo cofactor biosynthesis;L-lysine biosynthesis IV;coenzyme B biosynthesis;L-lysine biosynthesis V				2
