Query ID	Predicted EC number
Xylona_heveae@Seq_1127	EC:3.1.26.5
Saccharomyces_cerevisiae@YPL154C	EC:3.4.23.25
Candida_boidinii_JCM9604@Seq_4681	EC:2.7.11.1
Naumovozyma_dairenensis@Seq_2673	EC:2.7.2.11
Naumovozyma_dairenensis@Seq_1985	EC:3.1.26.5
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_6345	EC:3.6.4.12
Sugiyamaella_lignohabitans@Seq_1272	EC:1.2.1.12
yHMPu5000026145_Ambrosiozyma_vanderkliftii@Seq_5201	EC:1.1.1.14
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_698	EC:2.3.2.27
yHMPu5000041862_Candida_golubevii@Seq_842	EC:2.7.7.6
Saccharomyces_cerevisiae@YBL098W	EC:1.14.13.9
Saccharomyces_cerevisiae@YDR074W	EC:3.1.3.12
Aspergillus_nidulans@Seq_9236	EC:2.7.11.24
yHMPu5000034627_Pichia_heedii@Seq_2052	EC:3.1.3.16
yHMPu5000034749_Lipomyces_mesembrius@Seq_4245	EC:3.4.11.18
yHMPu5000035690_Candida_vartiovaarae@Seq_5365	EC:2.4.2.1
Saccharomyces_cerevisiae@YDR007W	EC:5.3.1.24
yHMPu5000035673_Candida_orba@Seq_2042	EC:1.6.5.3
Saccharomyces_cerevisiae@YER139C	EC:3.1.3.16
Saccharomyces_cerevisiae@YER178W	EC:1.2.4.1
Saccharomyces_cerevisiae@YMR170C	EC:1.2.1.3
Eremothecium_sinecaudum@Seq_4033	EC:2.7.7.6
yHAB166_Kazachstania_yakushimaensis@Seq_2727	EC:4.2.1.19
yHMPu5000026142_Citeromyces_matritensis@Seq_4427	EC:2.3.1.9
Sugiyamaella_lignohabitans@Seq_4233	EC:1.6.5.9
Saccharomyces_cerevisiae@YMR190C	EC:3.6.4.12
yHMPu5000035279_Tortispora_starmeri@Seq_2729	EC:2.7.7.6
Saccharomyces_cerevisiae@YPL171C	EC:1.6.99.1
yHMPu5000034952_Citeromyces_siamensis@Seq_1791	EC:6.1.1.22
Botrytis_cinerea@Seq_12100	EC:2.7.7.6
Sclerotinia_sclerotiorum@Seq_7286	EC:5.99.1.2
yHMPu5000034952_Citeromyces_siamensis@Seq_5763	EC:2.3.2.23
yHMPu5000034761_Lipomyces_lipofer@Seq_2087	EC:3.1.1.1
Xylona_heveae@Seq_413	EC:1.6.5.3
Saccharomyces_cerevisiae@YBR022W	EC:3.1.3.84
yHMPu5000034884_Peterozyma_toletana@Seq_353	EC:1.6.5.3
Saccharomyces_cerevisiae@YGL037C	EC:3.5.1.19
Arthrobotrys_oligospora@Seq_9737	EC:2.3.2.27
Saccharomyces_cerevisiae@YBR265W	EC:1.1.1.102
Coccidioides_immitis@Seq_5967	EC:2.7.11.23
Saccharomyces_cerevisiae@Q0045	EC:1.9.3.1
Saccharomyces_cerevisiae@YGR252W	EC:2.3.1.48
Metschnikowia_mauinuiana@Seq_3109	EC:3.1.26.5
yHMPu5000034998_Cephaloascus_albidus@Seq_5450	EC:3.1.26.5
yHMPu5000035032_Candida_gatunensis@Seq_3386	EC:3.4.25.1
Saccharomyces_cerevisiae@YMR165C	EC:3.1.3.4
yHMPu5000035658_Starmera_amethionina@Seq_1630	EC:2.7.11.17
Starmerella_bombicola_JCM9596@Seq_773	EC:1.6.5.3
yHMPu5000035301_Pichia_terricola@Seq_3015	EC:2.7.11.1
Saccharomyces_cerevisiae@YJL167W	EC:2.5.1.10
Saccharomyces_cerevisiae@YJL167W	EC:2.5.1.1
Kuraishia_capsulata@Seq_12	EC:3.2.1.3
Kuraishia_capsulata@Seq_12	EC:3.2.1.20
Saitoella_complicata@Seq_5126	EC:5.3.1.8
yHMPu5000034624_Pichia_nakasei@Seq_3353	EC:2.7.7.7
Saccharomyces_cerevisiae@YGR135W	EC:3.4.25.1
yHMPu5000035707_Candida_heveicola@Seq_4994	EC:5.2.1.8
Saccharomyces_cerevisiae@YHR020W	EC:6.1.1.15
Aspergillus_nidulans@Seq_6103	EC:4.2.1.40
Saccharomyces_cerevisiae@YDR059C	EC:2.3.2.23
yHMPu5000035645_Yarrowia_divulgata@Seq_2307	EC:1.6.5.2
yHMPu5000035629_Yueomyces_sinensis@Seq_927	EC:2.7.11.1
Saccharomyces_cerevisiae@YKL101W	EC:2.7.11.1
Saccharomyces_cerevisiae@YER100W	EC:2.3.2.23
Saccharomyces_cerevisiae@YER151C	EC:3.4.19.12
yHMPu5000034866_Zygosaccharomyces_bisporus@Seq_2599	EC:1.6.5.2
Saccharomyces_cerevisiae@Q0250	EC:1.9.3.1
yHMPu5000034635_Nadsonia_fulvescens@Seq_4372	EC:1.2.1.12
Saccharomyces_cerevisiae@YML091C	EC:2.7.7.48
Ascoidea_asiatica@Seq_7104	EC:3.1.26.5
Saitoella_complicata@Seq_5291	EC:2.7.7.18
Saitoella_complicata@Seq_5291	EC:2.7.7.1
Saccharomyces_cerevisiae@YJL046W	EC:6.3.1.20
Schizosaccharomyces_pombe@Seq_4649	EC:4.2.1.130
Saitoella_complicata@Seq_4995	EC:2.3.2.27
yHMPu5000034631_Martiniozyma_abiesophila@Seq_1250	EC:2.5.1.75
Saccharomyces_cerevisiae@YHR074W	EC:6.3.5.1
yHMPu5000035670_Phaffomyces_opuntiae@Seq_4410	EC:5.2.1.8
yHMPu5000034952_Citeromyces_siamensis@Seq_10137	EC:2.7.11.23
Botrytis_cinerea@Seq_1438	EC:1.6.5.11
Saccharomyces_cerevisiae@YGL040C	EC:4.2.1.24
yHMPu5000035665_Middelhovenomyces_tepae@Seq_544	EC:2.5.1.3
yHAB155_Kazachstania_spencerorum@Seq_2115	EC:3.1.26.5
Nadsonia_fulvescens_var_elongata@Seq_2369	EC:2.3.2.27
Yarrowia_keelungensis@Seq_1146	EC:2.3.2.27
Sugiyamaella_lignohabitans@Seq_6298	EC:1.9.3.1
Millerozyma_acaciae@Seq_1901	EC:1.1.1.14
Alloascoidea_hylecoeti@Seq_4802	EC:2.3.2.27
Saccharomyces_cerevisiae@YER014W	EC:1.3.3.4
yHMPu5000035658_Starmera_amethionina@Seq_2976	EC:3.6.4.13
Sclerotinia_sclerotiorum@Seq_5690	EC:2.3.2.27
Saccharomyces_cerevisiae@YLR096W	EC:2.7.11.1
yHMPu5000035040_Ambrosiozyma_maleeae@Seq_4741	EC:5.2.1.8
Candida_succiphila@Seq_4201	EC:2.7.11.24
Saccharomyces_cerevisiae@YLR146C	EC:2.5.1.16
Aspergillus_nidulans@Seq_2711	EC:2.3.2.27
yHAB132_Kazachstania_martiniae@Seq_4523	EC:3.4.25.1
Saccharomyces_cerevisiae@YGR024C	EC:2.7.7.79
Arthrobotrys_oligospora@Seq_6076	EC:3.6.4.12
Saccharomyces_cerevisiae@YGR262C	EC:2.7.11.1
Arthrobotrys_oligospora@Seq_10986	EC:4.2.2.2
Saccharomyces_cerevisiae@YHR076W	EC:3.1.3.16
Botrytis_cinerea@Seq_12021	EC:2.3.2.27
Stagonospora_nodorum@Seq_11326	EC:3.1.26.5
Arthrobotrys_oligospora@Seq_3582	EC:3.4.11.18
Saccharomyces_cerevisiae@YDR268W	EC:6.1.1.2
Saccharomyces_cerevisiae@YIL162W	EC:3.2.1.26
Sclerotinia_sclerotiorum@Seq_356	EC:2.7.7.6
Aspergillus_nidulans@Seq_4553	EC:1.21.3.1
Aspergillus_nidulans@Seq_6203	EC:3.2.1.99
Saccharomyces_cerevisiae@YCL047C	EC:2.7.7.1
Saccharomyces_cerevisiae@YDR050C	EC:5.3.1.1
Saccharomyces_cerevisiae@YHR025W	EC:2.7.1.39
Saccharomyces_cerevisiae@YDL084W	EC:3.6.4.13
Alloascoidea_hylecoeti@Seq_375	EC:2.3.2.27
Sclerotinia_sclerotiorum@Seq_7238	EC:3.1.26.5
Coccidioides_immitis@Seq_4234	EC:2.1.1.43
Arthrobotrys_oligospora@Seq_3645	EC:1.3.1.98
Arthrobotrys_oligospora@Seq_11186	EC:1.2.1.3
Saccharomyces_cerevisiae@YMR281W	EC:3.5.1.89
Saccharomyces_cerevisiae@YDR037W	EC:6.1.1.6
yHMPu5000041822_Dipodascus_geniculatus@Seq_2385	EC:2.7.11.1
Stagonospora_nodorum@Seq_5407	EC:2.3.2.27
Saitoella_complicata@Seq_3586	EC:2.7.13.3
yHMPu5000034952_Citeromyces_siamensis@Seq_12401	EC:5.3.1.6
Coccidioides_immitis@Seq_6657	EC:2.3.2.27
yHMPu5000034952_Citeromyces_siamensis@Seq_6608	EC:2.1.1.166
yHMPu5000034952_Citeromyces_siamensis@Seq_6608	EC:2.1.1.144
Saccharomyces_eubayanus@Seq_4941	EC:2.7.7.6
yHMPu5000034901_Ogataea_methylivora@Seq_1459	EC:1.6.2.4
Saccharomyces_cerevisiae@YML022W	EC:2.4.2.7
yHMPu5000034646_Wickerhamiella_cacticola@Seq_1198	EC:3.2.1.101
Alloascoidea_hylecoeti@Seq_8345	EC:2.7.7.6
Xylona_heveae@Seq_2080	EC:2.7.11.1
Wickerhamia_fluorescens@Seq_3889	EC:3.1.26.5
Saccharomyces_cerevisiae@YDL168W	EC:1.1.1.284
Saccharomyces_cerevisiae@YJL165C	EC:2.7.11.1
Saccharomyces_cerevisiae@YMR145C	EC:1.6.5.9
Saccharomyces_cerevisiae@YMR293C	EC:6.3.5.7
Alloascoidea_hylecoeti@Seq_8936	EC:2.3.2.27
yHMPu5000041822_Dipodascus_geniculatus@Seq_185	EC:2.3.1.108
Saitoella_complicata@Seq_3945	EC:6.2.1.5
Saitoella_complicata@Seq_3945	EC:6.2.1.4
Saccharomyces_cerevisiae@YOR356W	EC:1.5.5.1
yHMPu5000035261_Candida_ponderosae@Seq_415	EC:2.7.7.6
Nadsonia_fulvescens_var_elongata@Seq_57	EC:2.3.2.27
Metschnikowia_matae@Seq_2034	EC:2.3.2.27
Stagonospora_nodorum@Seq_5492	EC:2.3.2.27
yHAB160_Kazachstania_kunashirensis@Seq_2151	EC:3.2.1.17
Ambrosiozyma_kashinagacola@Seq_5488	EC:3.2.1.20
yHMPu5000034957_Hanseniaspora_osmophila@Seq_634	EC:2.7.7.19
Arthrobotrys_oligospora@Seq_2736	EC:3.1.1.4
Candida_versatilis@Seq_4319	EC:1.2.1.12
Stagonospora_nodorum@Seq_1643	EC:1.14.13.22
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_1147	EC:3.1.1.3
yHAB155_Kazachstania_spencerorum@Seq_2853	EC:2.7.11.24
Stagonospora_nodorum@Seq_4199	EC:1.1.1.100
yHMPu5000034974_Deakozyma_indianensis@Seq_698	EC:3.4.19.12
yHMPu5000034974_Deakozyma_indianensis@Seq_698	EC:3.1.3.16
Saitoella_complicata@Seq_4716	EC:1.2.1.38
yHAB160_Kazachstania_kunashirensis@Seq_4564	EC:3.1.26.5
Saccharomyces_cerevisiae@YAL012W	EC:4.4.1.1
yHMPu5000035665_Middelhovenomyces_tepae@Seq_2427	EC:2.4.1.1
Saccharomyces_cerevisiae@YBL019W	EC:4.2.99.18
yHMPu5000035681_Candida_gotoi@Seq_3374	EC:2.4.1.131
Coccidioides_immitis@Seq_8382	EC:3.1.26.5
Saccharomyces_cerevisiae@YDR523C	EC:2.7.11.1
Neurospora_crassa@Seq_10716	EC:3.1.4.11
yHMPu5000034631_Martiniozyma_abiesophila@Seq_11294	EC:3.1.3.16
yHMPu5000035011_Candida_pyralidae@Seq_2509	EC:3.4.23.24
yHMPu5000034952_Citeromyces_siamensis@Seq_7753	EC:1.6.5.3
yHMPu5000034957_Hanseniaspora_osmophila@Seq_85	EC:2.3.2.27
Saccharomyces_cerevisiae@YDR399W	EC:2.4.2.8
Arthrobotrys_oligospora@Seq_8240	EC:3.1.1.72
Arthrobotrys_oligospora@Seq_655	EC:3.6.4.13
yHMPu5000035670_Phaffomyces_opuntiae@Seq_753	EC:2.7.7.6
Saccharomyces_cerevisiae@YGR282C	EC:3.2.1.58
Lachancea_cidri@Seq_4661	EC:3.5.99.7
Schizosaccharomyces_pombe@Seq_3477	EC:2.7.7.6
Spathaspora_gorwiae@Seq_5083	EC:5.2.1.8
Stagonospora_nodorum@Seq_7129	EC:2.3.2.27
Saccharomyces_cerevisiae@YLR382C	EC:6.1.1.4
yHMPu5000035688_Cyberlindnera_xylosilytica@Seq_3255	EC:1.9.3.1
yHAB154_Kazachstania_transvaalensis@Seq_4564	EC:2.3.3.1
Arthrobotrys_oligospora@Seq_8981	EC:3.6.4.13
Aspergillus_nidulans@Seq_5838	EC:3.2.1.177
Candida_infanticola@Seq_3286	EC:2.3.2.27
Fusarium_graminearum@Seq_5872	EC:2.1.1.41
Saccharomyces_cerevisiae@YPL111W	EC:3.5.3.1
Saccharomyces_cerevisiae@YOL096C	EC:2.1.1.114
Saccharomyces_cerevisiae@YOL096C	EC:2.1.1.64
yHMPu5000035670_Phaffomyces_opuntiae@Seq_138	EC:2.7.7.19
Candida_tropicalis@Seq_5567	EC:5.2.1.8
Stagonospora_nodorum@Seq_6615	EC:2.3.2.27
yHMPu5000035046_Barnettozyma_populi@Seq_3551	EC:1.2.1.12
Saccharomyces_cerevisiae@YEL011W	EC:2.4.1.18
yHMPu5000034899_Ogataea_kodamae@Seq_775	EC:3.7.1.3
yHMPu5000035242_Zygoascus_ofunaensis@Seq_5127	EC:2.3.2.27
Aspergillus_nidulans@Seq_6839	EC:3.4.25.1
yHMPu5000041855_Candida_ascalaphidarum@Seq_3747	EC:2.7.7.6
yHMPu5000035268_Wickerhamomyces_hampshirensis@Seq_2106	EC:2.7.7.6
Spathaspora_hagerdaliae@Seq_4172	EC:2.7.7.6
yHMPu5000034604_Sporopachydermia_lactativora@Seq_213	EC:2.7.11.24
Aspergillus_nidulans@Seq_510	EC:3.2.1.99
Saccharomyces_cerevisiae@YHR100C	EC:3.1.3.27
Spathaspora_gorwiae@Seq_18	EC:3.6.4.12
Spathaspora_gorwiae@Seq_18	EC:3.6.4.13
yHMPu5000034675_Blastobotrys_mokoenaii@Seq_5841	EC:1.9.3.1
Saccharomyces_cerevisiae@YAR019C	EC:2.7.11.1
Saccharomyces_cerevisiae@YKL024C	EC:2.7.4.14
Sclerotinia_sclerotiorum@Seq_11666	EC:2.3.2.27
yHMPu5000035691_Candida_salmanticensis@Seq_967	EC:5.4.2.11
yHAB148_Kazachstania_intestinalis@Seq_4328	EC:2.3.2.27
Ascoidea_asiatica@Seq_3189	EC:2.7.11.1
Saccharomyces_cerevisiae@YOL061W	EC:2.7.6.1
yHAB132_Kazachstania_martiniae@Seq_3712	EC:2.3.2.27
Fusarium_graminearum@Seq_1402	EC:2.6.1.1
Saccharomyces_cerevisiae@YDL047W	EC:3.1.3.16
Alloascoidea_hylecoeti@Seq_1464	EC:5.4.99.18
Saccharomyces_cerevisiae@YFL030W	EC:2.6.1.44
Neurospora_crassa@Seq_9765	EC:3.6.4.12
Saccharomyces_cerevisiae@YPR054W	EC:2.7.11.24
yHMPu5000034963_Hanseniaspora_clermontiae@Seq_2268	EC:3.1.3.16
Saccharomyces_cerevisiae@YGL058W	EC:2.3.2.23
Spathaspora_girioi@Seq_3515	EC:3.4.19.12
Ambrosiozyma_monospora@Seq_4745	EC:5.2.1.8
Sclerotinia_sclerotiorum@Seq_8329	EC:3.6.4.13
Saccharomyces_cerevisiae@YMR314W	EC:3.4.25.1
yHMPu5000034654_Aciculoconidium_aculeatum@Seq_126	EC:3.1.21.4
yHMPu5000035658_Starmera_amethionina@Seq_2597	EC:3.5.3.11
Saccharomyces_cerevisiae@YDR054C	EC:2.3.2.23
Botrytis_cinerea@Seq_4830	EC:1.10.3.2
Arthrobotrys_oligospora@Seq_5862	EC:2.7.11.1
Sclerotinia_sclerotiorum@Seq_9918	EC:3.1.26.5
Arthrobotrys_oligospora@Seq_723	EC:3.2.1.18
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_5571	EC:1.9.3.1
Saccharomyces_cerevisiae@YFL018C	EC:1.8.1.4
yHMPu5000034952_Citeromyces_siamensis@Seq_8031	EC:1.5.1.5
yHMPu5000034952_Citeromyces_siamensis@Seq_8031	EC:3.5.4.9
Saccharomyces_cerevisiae@YOL095C	EC:3.6.4.12
yHMPu5000035672_Phaffomyces_thermotolerans@Seq_1588	EC:3.2.1.101
Saccharomyces_cerevisiae@YDR126W	EC:2.3.1.225
Arthrobotrys_oligospora@Seq_2717	EC:2.3.2.27
yHMPu5000034671_Blastobotrys_peoriensis@Seq_23	EC:3.2.1.22
Saccharomyces_cerevisiae@YER098W	EC:3.4.19.12
Aspergillus_nidulans@Seq_2704	EC:1.1.1.37
yHMPu5000035271_Wickerhamomyces_bovis@Seq_2631	EC:1.8.4.11
yHMPu5000034952_Citeromyces_siamensis@Seq_4866	EC:1.2.1.12
yHMPu5000035032_Candida_gatunensis@Seq_1463	EC:2.7.11.24
Saccharomyces_cerevisiae@YER013W	EC:3.6.4.13
Saccharomyces_cerevisiae@YLL001W	EC:3.6.5.5
yHMPu5000035011_Candida_pyralidae@Seq_2836	EC:2.7.7.6
Schizosaccharomyces_pombe@Seq_3884	EC:2.7.7.19
Xylona_heveae@Seq_5630	EC:2.3.2.27
Spathaspora_girioi@Seq_2404	EC:1.6.5.3
Saccharomyces_cerevisiae@YMR062C	EC:2.3.1.1
Saccharomyces_cerevisiae@YMR062C	EC:2.3.1.35
Saccharomyces_cerevisiae@YDL122W	EC:3.4.19.12
Candida_versatilis@Seq_2642	EC:1.11.1.9
Saccharomyces_cerevisiae@YLR359W	EC:4.3.2.2
Lipomyces_starkeyi@Seq_7530	EC:2.1.1.77
Saccharomyces_cerevisiae@YGL202W	EC:2.6.1.39
Saccharomyces_cerevisiae@YGL202W	EC:2.6.1.57
Aspergillus_nidulans@Seq_1237	EC:3.2.1.99
Saccharomyces_cerevisiae@YML061C	EC:3.6.4.12
Saitoella_complicata@Seq_1774	EC:3.2.1.4
Candida_parapsilosis@Seq_1014	EC:1.1.1.1
Arthrobotrys_oligospora@Seq_9993	EC:3.1.26.5
Aspergillus_nidulans@Seq_9493	EC:3.2.1.15
Sclerotinia_sclerotiorum@Seq_4953	EC:3.7.1.3
yHMPu5000034760_Lipomyces_kononenkoae@Seq_1657	EC:3.1.1.3
yHMPu5000034876_Tetrapisispora_iriomotensis@Seq_2016	EC:2.7.7.19
Saccharomyces_cerevisiae@YKL151C	EC:4.2.1.93
yHMPu5000034875_Tetrapisispora_fleetii@Seq_3628	EC:2.7.11.1
Saccharomyces_cerevisiae@YPL209C	EC:2.7.11.1
Saccharomyces_cerevisiae@YPR033C	EC:6.1.1.21
Saccharomyces_cerevisiae@YKL192C	EC:2.7.7.6
Saccharomyces_cerevisiae@YER094C	EC:3.4.25.1
yHMPu5000034655_Botryozyma_nematodophila@Seq_949	EC:3.6.3.28
Saccharomyces_cerevisiae@YGR007W	EC:2.7.7.14
yHMPu5000035690_Candida_vartiovaarae@Seq_1307	EC:3.1.3.48
Fusarium_graminearum@Seq_3796	EC:2.7.4.8
Saccharomyces_cerevisiae@YFR050C	EC:3.4.25.1
Geotrichum_candidum@Seq_495	EC:2.3.2.27
Metschnikowia_hamakuensis@Seq_788	EC:1.15.1.1
Coccidioides_immitis@Seq_9416	EC:5.2.1.8
yHMPu5000034604_Sporopachydermia_lactativora@Seq_1986	EC:2.7.11.1
yHMPu5000034904_Ogataea_nonfermentans@Seq_1967	EC:1.1.1.9
yHMPu5000034904_Ogataea_nonfermentans@Seq_1967	EC:1.1.1.14
Sclerotinia_sclerotiorum@Seq_455	EC:3.2.1.8
Kluyveromyces_marxianus@Seq_4676	EC:2.7.7.6
Wickerhamomyces_ciferrii@Seq_5232	EC:5.2.1.8
yHMPu5000035044_Barnettozyma_californica@Seq_1130	EC:2.7.11.1
Saccharomyces_cerevisiae@YMR284W	EC:3.6.4.12
Candida_tropicalis@Seq_4949	EC:2.7.7.50
Saccharomyces_cerevisiae@YBR176W	EC:2.1.2.11
Saccharomyces_cerevisiae@YOR168W	EC:6.1.1.18
Saccharomyces_cerevisiae@YMR287C	EC:3.1.13.1
Saccharomyces_cerevisiae@YHR208W	EC:2.6.1.42
Saccharomyces_cerevisiae@YGR227W	EC:2.4.1.256
Saitoella_complicata@Seq_1609	EC:3.4.19.12
Schizosaccharomyces_pombe@Seq_3206	EC:2.5.1.18
Arthrobotrys_oligospora@Seq_6277	EC:2.3.2.27
Candida_albicans@C2_09910C_A	EC:2.4.99.18
yHMPu5000034604_Sporopachydermia_lactativora@Seq_4080	EC:3.2.1.4
yHMPu5000034999_Cephaloascus_fragrans@Seq_1226	EC:5.2.1.8
Saccharomyces_cerevisiae@YPL086C	EC:2.3.1.48
Lipomyces_starkeyi@Seq_4578	EC:3.1.26.5
Sclerotinia_sclerotiorum@Seq_10819	EC:4.2.2.10
Saccharomyces_cerevisiae@YCR034W	EC:2.3.1.199
Neurospora_crassa@Seq_8768	EC:3.1.1.3
Nakaseomyces_nivariensis@Seq_5170	EC:1.11.1.12
Nakaseomyces_nivariensis@Seq_5170	EC:1.11.1.9
Saccharomyces_cerevisiae@YLR308W	EC:3.5.1.41
Ascoidea_asiatica@Seq_4729	EC:2.7.7.50
Saccharomyces_cerevisiae@YBR229C	EC:3.2.1.84
Stagonospora_nodorum@Seq_3971	EC:2.3.2.27
yHMPu5000041822_Dipodascus_geniculatus@Seq_4777	EC:2.7.11.1
yHMPu5000034671_Blastobotrys_peoriensis@Seq_4464	EC:3.2.1.22
Ascoidea_asiatica@Seq_3711	EC:1.1.1.41
Saccharomyces_cerevisiae@YDL236W	EC:3.1.3.41
Saccharomyces_cerevisiae@YDL193W	EC:2.5.1.87
yHMPu5000034947_Ambrosiozyma_philentoma@Seq_3418	EC:3.2.1.4
yHMPu5000035684_Kloeckera_hatyaiensis@Seq_3135	EC:2.3.2.27
Ascoidea_rubescens@Seq_2230	EC:2.7.11.24
Neurospora_crassa@Seq_7935	EC:2.7.11.1
yHMPu5000034646_Wickerhamiella_cacticola@Seq_1843	EC:1.15.1.1
Saccharomyces_cerevisiae@YOL006C	EC:5.99.1.2
Candida_succiphila@Seq_2256	EC:2.3.1.129
Saccharomyces_cerevisiae@YGL021W	EC:2.7.11.1
yHMPu5000041818_Magnusiomyces_tetrasperma@Seq_1657	EC:2.3.2.27
Saccharomyces_cerevisiae@YDR436W	EC:3.1.3.16
Spathaspora_hagerdaliae@Seq_6947	EC:2.4.1.18
yHMPu5000034606_Priceomyces_medius@Seq_4608	EC:2.7.7.6
yHMPu5000034952_Citeromyces_siamensis@Seq_11428	EC:2.7.11.1
Saccharomyces_cerevisiae@YMR217W	EC:6.3.5.2
Hyphopichia_burtonii@Seq_2305	EC:2.3.2.27
yHMPu5000041822_Dipodascus_geniculatus@Seq_6823	EC:2.7.7.19
Nakaseomyces_bacillisporus@Seq_110	EC:2.7.11.1
Spathaspora_hagerdaliae@Seq_3263	EC:1.6.5.3
Arthrobotrys_oligospora@Seq_1362	EC:3.1.1.5
Candida_orthopsilosis@Seq_3849	EC:3.1.26.5
Saccharomyces_cerevisiae@YGR171C	EC:6.1.1.10
Fusarium_graminearum@Seq_9938	EC:3.6.4.12
Saccharomyces_cerevisiae@YLR420W	EC:3.5.2.3
Sclerotinia_sclerotiorum@Seq_2414	EC:2.7.7.6
yHMPu5000034952_Citeromyces_siamensis@Seq_8909	EC:2.7.11.1
Meyerozyma_guilliermondii@Seq_1221	EC:2.7.11.24
