"query_id"	"subject_id"	"perc_identity"	"num_ident_matches"	"alig_length"	"mismatches"	"gap_openings"	"n_gaps"	"pos_match"	"ppos"	"q_start"	"q_end"	"q_len"	"qcov"	"qcovhsp"	"s_start"	"s_end"	"s_len"	"evalue"	"bit_score"	"score_raw"
"1euv.A"	"YPL020C"	100	219	219	0	0	0	219	100	3	221	221	99	99	403	621	622	1e-162	465	1197
"1f43.A"	"YCR097W"	100	61	61	0	0	0	61	100	1	61	61	100	100	66	126	127	2e-38	124	312
"1f5m.B"	"YKL069W"	100	177	177	0	0	0	177	100	1	177	177	100	100	3	179	181	3e-130	365	937
"1f7v.A"	"YDR341C"	100	606	606	0	0	0	606	100	1	606	606	100	100	2	607	608	0	1256	3250
"1f89.B"	"YLR351C"	96.44	271	281	0	1	10	271	96.44	1	271	271	100	100	2	282	292	0	556	1432
"1fi4.A"	"YNR043W"	97.7	382	391	0	8	9	382	97.7	1	382	382	100	100	3	393	397	0	734	1896
"1fio.A"	"YPL232W"	96.92	189	195	0	1	6	189	96.92	2	190	190	99	99	31	225	291	1e-132	375	964
"1flo.B"	"R0010W"	96.45	407	422	1	2	14	407	96.45	1	408	408	100	100	2	423	424	0	831	2146
"1fmy.A"	"YHR055C"	100	40	40	0	0	0	40	100	1	40	40	100	100	9	48	62	3e-21	77.8	190
"1fot.A"	"YJL164C"	94.62	299	316	0	2	17	299	94.62	1	299	299	100	100	82	397	398	0	613	1580
"1fpw.A"	"YDR373W"	100	190	190	0	0	0	190	100	1	190	190	100	100	1	190	191	1e-141	395	1014
"1fuu.B"	"YKR059W"	94.79	364	384	5	12	15	364	94.79	1	369	369	100	100	12	395	396	0	676	1745
"1g6q.1"	"YBR034C"	99.39	325	327	2	0	0	327	100	2	328	328	99	99	22	348	349	0	677	1747
"1gky.A"	"YDR454C"	100	186	186	0	0	0	186	100	1	186	186	100	100	2	187	188	9e-136	379	974
"1gqp.B"	"YGL240W"	96.92	189	195	0	2	6	189	96.92	1	189	189	100	100	30	224	251	3e-137	386	991
"1gyb.B"	"YER009W"	99.18	121	122	1	0	0	121	99.18	1	122	122	100	100	3	124	126	2e-85	246	629
"1h4p.B"	"YLR300W"	98.77	403	408	5	0	0	403	98.77	1	408	408	100	100	41	448	449	0	842	2175
"1h7r.A"	"YGL040C"	100	342	342	0	0	0	342	100	1	342	342	100	100	1	342	343	0	706	1822
"1hqz.2"	"YCR088W"	100	139	139	0	0	0	139	100	1	139	139	100	100	3	141	593	6e-98	295	754
"1hr6.F"	"YLR163C"	99.32	440	443	3	0	0	442	99.77	1	443	443	100	100	20	462	463	0	908	2347
"1hr7.A"	"YHR024C"	99.56	455	457	2	0	0	455	99.56	1	457	457	100	100	14	470	483	0	943	2438
"1hs7.A"	"YOR106W"	100	97	97	0	0	0	97	100	1	97	97	100	100	23	119	284	3e-64	197	501
"1hv2.A"	"YPL046C"	100	99	99	0	0	0	99	100	1	99	99	100	100	1	99	100	3e-67	199	505
"1i1d.D"	"YFL017C"	99.37	158	159	1	0	0	158	99.37	3	161	161	99	99	1	159	160	2e-115	325	834
"1i4w.A"	"YMR228W"	100	322	322	0	0	0	322	100	1	322	322	100	100	4	325	342	0	667	1721
"1id3.C"	"YDR225W"	100	110	110	0	0	0	110	100	1	110	110	100	100	17	126	133	1e-75	221	564
"1id3.H"	"YBL002W"	100	96	96	0	0	0	96	100	1	96	96	100	100	36	131	132	9e-66	196	497
"1ifw.A"	"YER165W"	98.88	88	89	1	0	0	88	98.88	4	92	92	97	97	489	577	578	4e-54	177	449
"1ig0.B"	"YOR143C"	100	319	319	0	0	0	319	100	1	319	319	100	100	1	319	320	0	652	1683
"1ijf.B"	"YAL003W"	100	90	90	0	0	0	90	100	1	90	90	100	100	117	206	207	2e-61	187	475
"1il2.B"	"YPL104W"	33.8	219	648	331	27	98	324	50	3	582	585	99	99	35	652	659	2e-87	286	731
"1iou.A"	"YKL196C"	98.57	138	140	2	0	0	140	100	1	140	140	100	100	1	140	201	3e-102	293	750
"1j70.C"	"YJR010W"	100	511	511	0	0	0	511	100	1	511	511	100	100	1	511	512	0	1048	2711
"1jd1.C"	"YER057C"	100	126	126	0	0	0	126	100	1	126	126	100	100	3	128	130	3e-89	257	656
"1jk0.A"	"YJL026W"	100	334	334	0	0	0	334	100	1	334	334	100	100	26	359	400	0	690	1780
"1jk9.D"	"YMR038C"	100	243	243	0	0	0	243	100	1	243	243	100	100	3	245	250	0	505	1301
"1jkf.A"	"YJL153C"	74.44	396	532	61	7	75	415	78.01	1	466	466	100	100	11	533	534	0	745	1923
"1jqq.B"	"YLR191W"	100	78	78	0	0	0	78	100	5	82	82	95	95	299	376	387	9e-51	164	416
"1jra.B"	"YPR037C"	100	106	106	0	0	0	106	100	1	106	106	100	100	74	179	197	7e-78	229	585
"1jva.B"	"YDL185W"	92.01	426	463	4	3	33	428	92.44	1	430	430	100	100	279	741	1072	0	828	2139
"1jvn.B"	"YBR248C"	96.56	533	552	0	3	19	533	96.56	4	536	536	99	99	1	552	553	0	1078	2787
"1jzt.B"	"YNL200C"	98.77	240	243	0	3	3	240	98.77	1	240	240	100	100	4	246	247	7e-173	478	1231
"1k03.A"	"YHR179W"	91.94	365	397	32	0	0	378	95.21	2	398	399	99	99	3	399	401	0	762	1968
"1k0b.D"	"YNL229C"	100	259	259	0	0	0	259	100	1	259	259	100	100	96	354	355	0	548	1411
"1k39.B"	"YLR284C"	99.63	270	271	1	0	0	271	100	1	271	271	100	100	4	274	281	0	557	1436
"1k4z.B"	"YNL138W"	100	156	156	0	0	0	156	100	2	157	157	99	99	369	524	527	2e-109	323	828
"1kbi.A"	"YML054C"	98.63	504	511	0	1	7	504	98.63	1	504	504	100	100	81	591	592	0	1031	2666
"1kl7.B"	"YCR053W"	98.63	503	510	0	6	7	503	98.63	1	503	503	100	100	2	511	515	0	976	2524
"1kmd.A"	"YGL212W"	100	117	117	0	0	0	117	100	1	117	117	100	100	8	124	317	1e-82	246	629
"1ku1.B"	"YEL022W"	99.5	201	202	1	0	0	202	100	10	211	211	96	96	558	759	1460	8e-141	429	1103
"1ky2.A"	"YML001W"	100	180	180	0	0	0	180	100	1	180	180	100	100	3	182	209	2e-132	372	954
"1kyq.B"	"YBR213W"	97.06	264	272	3	5	5	267	98.16	1	267	267	100	100	2	273	275	0	522	1344
"1l3g.A"	"YDL056W"	100	123	123	0	0	0	123	100	1	123	123	100	100	2	124	834	5e-85	265	678
"1lbq.A"	"YOR176W"	100	356	356	0	0	0	356	100	1	356	356	100	100	36	391	394	0	746	1925
"1ldd.D"	"YLR127C"	100	74	74	0	0	0	74	100	1	74	74	100	100	773	846	854	6e-46	155	393
"1llm.C"	"YNL027W"	50.98	26	51	25	0	0	36	70.59	4	54	87	75	59	569	619	679	3e-15	68.9	167
"1lwm.A"	"YPR052C"	100	93	93	0	0	0	93	100	1	93	93	100	100	1	93	94	1e-63	189	479
"1lxj.A"	"YBL001C"	98.06	101	103	0	2	2	101	98.06	1	101	101	100	100	2	104	105	2e-66	197	500
"1m0w.B"	"YOL049W"	97.74	476	487	3	2	8	477	97.95	1	479	479	100	100	5	491	492	0	961	2484
"1m46.A"	"YGL106W"	100	148	148	0	0	0	148	100	1	148	148	100	100	2	149	150	1e-102	292	748
"1m94.A"	"YNR032C-A"	100	73	73	0	0	0	73	100	1	73	73	100	100	1	73	74	1e-47	146	369
"1mn3.A"	"YML097C"	94.44	51	54	1	2	2	51	94.44	1	52	52	100	100	398	451	452	9e-25	93.6	231
"1mnm.B"	"YMR043W"	100	81	81	0	0	0	81	100	1	81	81	100	100	18	98	287	7e-49	157	396
"1moz.B"	"YBR164C"	97.8	178	182	0	1	4	178	97.8	1	178	178	100	100	2	183	184	3e-126	355	911
"1mqs.A"	"YDR189W"	88.51	578	653	0	14	75	578	88.51	1	578	578	100	100	10	662	667	0	1061	2745
"1mqs.B"	"YLR026C"	100	21	21	0	0	0	21	100	6	26	26	81	81	1	21	341	2e-08	46.2	108
"1mr3.F"	"YDL137W"	100	177	177	0	0	0	177	100	1	177	177	100	100	5	181	182	2e-130	365	937
"1n6z.A"	"YML108W"	100	105	105	0	0	0	105	100	1	105	105	100	100	1	105	106	2e-70	207	527
"1n8p.D"	"YAL012W"	100	393	393	0	0	0	393	100	1	393	393	100	100	2	394	395	0	803	2074
"1ncs.A"	"YDR146C"	100	47	47	0	0	0	47	100	1	47	47	100	100	532	578	710	8e-29	105	263
"1nh2.D"	"YKL058W"	88.89	104	117	0	1	13	104	88.89	1	104	104	100	100	5	121	123	3e-68	202	514
"1nhy.A"	"YPL048W"	98.6	211	214	0	3	3	211	98.6	1	211	215	98	98	2	215	416	1e-145	414	1065
"1nkq.A"	"YNL168C"	94.16	242	257	0	7	15	242	94.16	1	242	242	100	100	2	258	260	1e-167	466	1198
"1nlt.A"	"YNL064C"	99.56	227	228	1	0	0	227	99.56	1	228	228	100	100	110	337	410	9e-164	461	1186
"1nmu.B"	"YGL030W"	100	104	104	0	0	0	104	100	1	104	104	100	100	2	105	106	1e-69	205	522
"1nrj.A"	"YDR292C"	94.84	147	155	0	1	8	147	94.84	1	147	147	100	100	1	155	622	6e-98	296	757
"1nrj.B"	"YKL154W"	91.39	191	209	0	2	18	191	91.39	1	191	191	100	100	36	244	245	2e-125	356	913
"1nyn.A"	"YHR087W"	100	111	111	0	0	0	111	100	1	111	111	100	100	1	111	112	1e-75	221	563
"1o6w.A"	"YKL012W"	100	75	75	0	0	0	75	100	1	75	75	100	100	1	75	584	3e-47	157	397
"1ob5.E"	"YOR187W"	66.5	268	403	122	5	13	318	78.91	2	400	400	99	99	44	437	438	0	536	1382
"1obg.A"	"YAR015W"	100	305	305	0	0	0	305	100	1	305	305	100	100	2	306	307	0	625	1611
"1ocu.A"	"YOR357C"	99.25	133	134	0	1	1	133	99.25	1	133	133	100	100	28	161	163	4e-94	271	692
"1odf.A"	"YGR205W"	97.9	280	286	0	1	6	280	97.9	1	280	280	100	100	5	290	291	0	570	1468
"1ofr.D"	"YBR249C"	99.43	351	353	0	1	2	351	99.43	1	351	351	100	100	18	370	371	0	720	1858
"1ois.A"	"YOL006C"	99.1	221	223	0	1	2	221	99.1	1	221	221	100	100	141	363	770	1e-160	465	1196
"1otr.A"	"YKL090W"	100	49	49	0	0	0	49	100	1	49	49	100	100	6	54	444	3e-26	97.1	240
"1p6o.B"	"YPR062W"	100	158	158	0	0	0	158	100	4	161	161	98	98	1	158	159	1e-116	328	842
"1paq.A"	"YDR211W"	94.87	148	156	3	3	5	149	95.51	6	156	156	97	97	549	704	713	6e-95	291	744
"1pcx.A"	"YNL049C"	58.22	471	809	272	6	66	596	73.67	3	745	745	99	99	68	876	877	0	951	2459
"1pgu.B"	"YMR092C"	97.88	601	614	1	7	12	601	97.88	1	602	602	100	100	2	615	616	0	1193	3086
"1pgy.A"	"YDR320C"	100	47	47	0	0	0	47	100	1	47	47	100	100	137	183	669	1e-25	96.7	239
"1plr.A"	"YBR088C"	100	258	258	0	0	0	258	100	1	258	258	100	100	1	258	259	0	515	1326
"1pv1.D"	"YJL068C"	96.99	290	299	0	2	9	290	96.99	1	290	290	100	100	1	299	300	0	598	1541
"1pyi.A"	"YLR014C"	100	88	88	0	0	0	88	100	1	88	88	100	100	30	117	905	1e-58	192	487
"1q14.A"	"YPL015C"	90.76	285	314	0	3	29	285	90.76	5	289	289	99	99	1	314	358	0	570	1469
"1q1n.A"	"YMR318C"	100	360	360	0	0	0	360	100	1	360	360	100	100	1	360	361	0	742	1916
"1q1o.A"	"YAL041W"	97.94	95	97	2	0	0	95	97.94	2	98	98	99	99	758	854	855	2e-50	169	428
"1q67.B"	"YOL149W"	73.02	157	215	4	2	54	158	73.49	1	161	161	100	100	17	231	232	2e-102	295	756
"1q8y.B"	"YMR216C"	99	199	201	2	0	0	201	100	157	357	357	100	56	537	737	743	2e-144	429	1102
"1qb3.B"	"YBR135W"	100	119	119	0	0	0	119	100	1	119	119	100	100	6	124	151	3e-87	252	644
"1qcq.A"	"YBR082C"	100	148	148	0	0	0	148	100	1	148	148	100	100	1	148	149	7e-108	306	783
"1qgx.A"	"YOL064C"	100	354	354	0	0	0	354	100	1	354	354	100	100	2	355	358	0	729	1883
"1qhf.B"	"YKL152C"	100	240	240	0	0	0	240	100	1	240	240	100	100	2	241	248	8e-177	488	1257
"1qhk.A"	"YMR234W"	100	47	47	0	0	0	47	100	1	47	47	100	100	5	51	349	4e-28	101	251
"1qp9.A"	"YLR256W"	98.68	75	76	1	0	0	75	98.68	1	76	76	100	100	55	130	1503	3e-50	169	429
"1qpg.A"	"YCR012W"	99.76	414	415	1	0	0	415	100	1	415	415	100	100	2	416	417	0	830	2145
"1qqe.A"	"YBL050W"	96.55	280	290	1	1	9	281	96.9	1	281	281	100	100	1	290	293	0	545	1403
"1qsd.B"	"YOR265W"	100	102	102	0	0	0	102	100	1	102	102	100	100	4	105	107	1e-66	197	502
"1qsm.D"	"YPR193C"	100	152	152	0	0	0	152	100	1	152	152	100	100	5	156	157	8e-112	316	810
"1qvv.B"	"YDR533C"	99.58	236	237	0	1	1	236	99.58	1	236	236	100	100	1	237	238	2e-170	471	1213
"1r53.A"	"YGL148W"	77.36	287	371	0	4	84	287	77.36	1	287	287	100	100	1	371	377	0	544	1401
"1r5m.A"	"YBR103W"	89.49	349	390	0	4	41	349	89.49	1	349	351	99	99	146	535	536	0	687	1772
"1r5t.A"	"YLR245C"	100	141	141	0	0	0	141	100	1	141	141	100	100	2	142	143	7e-104	295	755
"1r64.B"	"YNL238W"	100	481	481	0	0	0	481	100	1	481	481	100	100	121	601	815	0	999	2583
"1re0.B"	"YJR031C"	87.91	189	215	0	1	26	189	87.91	7	195	195	97	97	540	754	1409	2e-124	383	983
"1rje.A"	"YDR435C"	100	327	327	0	0	0	327	100	1	327	328	99	99	2	328	329	0	680	1755
"1rkl.A"	"YDL232W"	100	36	36	0	0	0	36	100	1	36	36	100	100	1	36	37	5e-20	73.9	180
"1rq1.A"	"YML130C"	95.68	354	370	1	3	15	355	95.95	2	356	356	99	99	55	424	564	0	719	1855
"1ry2.A"	"YLR153C"	57.45	370	644	237	6	37	460	71.43	1	614	615	99	99	38	674	684	0	751	1939
"1s2m.A"	"YDL160C"	100	377	377	0	0	0	377	100	1	377	377	100	100	46	422	507	0	781	2018
"1s40.A"	"YDL220C"	100	187	187	0	0	0	187	100	1	187	187	100	100	500	686	925	2e-132	395	1014
"1s4p.B"	"YDR483W"	98.53	335	340	0	1	5	335	98.53	1	335	335	100	100	103	442	443	0	705	1819
"1sg3.A"	"YIR029W"	92.42	317	343	0	3	26	317	92.42	1	317	317	100	100	1	343	344	0	631	1627
"1sms.B"	"YGR180C"	97.21	314	323	0	1	9	314	97.21	1	314	314	100	100	3	325	346	0	644	1661
"1sse.B"	"YML007W"	100	86	86	0	0	0	86	100	1	86	86	100	100	565	650	651	6e-56	182	462
"1ssh.A"	"YFR024C-A"	100	59	59	0	0	0	59	100	2	60	60	98	98	401	459	460	3e-36	125	313
"1st7.A"	"YGR037C"	100	86	86	0	0	0	86	100	1	86	86	100	100	2	87	88	1e-57	173	439
"1sw6.A"	"YLR182W"	84.39	254	301	0	2	47	254	84.39	1	254	254	100	100	212	512	804	4e-175	505	1300
"1sxj.A"	"YOR217W"	99	395	399	0	1	4	395	99	1	395	441	90	90	295	693	862	0	809	2089
"1sxj.B"	"YOL094C"	99.68	315	316	1	0	0	316	100	1	316	316	100	100	7	322	324	0	651	1679
"1sxj.C"	"YNL290W"	99.69	321	322	1	0	0	322	100	1	322	322	100	100	12	333	341	0	665	1715
"1sxj.D"	"YJR068W"	99.7	327	328	1	0	0	328	100	1	328	328	100	100	26	353	354	0	680	1755
"1sxj.E"	"YBR087W"	90.03	316	351	1	3	34	317	90.31	1	317	317	100	100	4	354	355	0	618	1594
"1sza.A"	"YDR228C"	100	140	140	0	0	0	140	100	1	140	144	97	97	1	140	627	1e-97	295	755
"1t0i.A"	"YLR011W"	100	185	185	0	0	0	185	100	1	185	185	100	100	1	185	192	6e-135	377	969
"1tbu.B"	"YJR019C"	92.45	98	106	0	1	8	98	92.45	1	98	98	100	100	13	118	350	5e-62	193	491
"1tg0.A"	"YJL020C"	100	66	66	0	0	0	66	100	1	66	66	100	100	3	68	1158	2e-40	140	353
"1tlb.W"	"YDR044W"	100	326	326	0	0	0	326	100	1	326	326	100	100	3	328	329	0	684	1765
"1trk.B"	"YBR117C"	71.43	485	679	193	1	1	577	84.98	1	678	678	100	100	3	681	682	0	1043	2698
"1tte.A"	"YDR177W"	99.53	213	214	1	0	0	214	100	2	215	215	99	99	2	215	216	1e-159	442	1138
"1tve.B"	"YJR139C"	100	358	358	0	0	0	358	100	1	358	358	100	100	2	359	360	0	714	1843
"1ty8.A"	"YMR087W"	94.32	249	264	0	3	15	249	94.32	1	249	249	100	100	16	279	285	0	504	1298
"1u2z.C"	"YDR440W"	94.35	384	407	1	2	22	384	94.35	1	385	385	100	100	176	582	583	0	785	2027
"1ukv.Y"	"YFL038C"	100	196	196	0	0	0	196	100	1	196	197	99	99	3	198	207	9e-143	399	1024
"1ukz.A"	"YKL024C"	100	196	196	0	0	0	196	100	1	196	196	100	100	9	204	205	4e-144	402	1032
"1uoc.A"	"YNR052C"	91.96	263	286	0	2	23	263	91.96	1	263	263	100	100	148	433	434	0	527	1358
"1uqv.A"	"YCL032W"	100	82	82	0	0	0	82	100	4	85	85	96	96	27	108	347	1e-54	173	439
"1ust.A"	"YPL127C"	100	92	92	0	0	0	92	100	1	92	92	100	100	39	130	259	2e-58	181	459
"1usv.F"	"YDR214W"	100	146	146	0	0	0	146	100	1	146	146	100	100	9	154	351	2e-102	299	766
"1ux4.B"	"YNL271C"	98.55	408	414	2	1	4	408	98.55	1	410	410	100	100	1352	1765	1954	0	840	2170
"1v59.B"	"YFL018C"	100	478	478	0	0	0	478	100	1	478	478	100	100	22	499	500	0	973	2516
"1vdn.A"	"YDR155C"	100	161	161	0	0	0	161	100	1	161	161	100	100	2	162	163	4e-117	330	846
"1vkh.A"	"YDR428C"	96.53	250	259	2	7	7	252	97.3	2	253	253	99	99	3	261	262	1e-176	489	1259
"1vlp.B"	"YOR209C"	98.09	410	418	0	8	8	410	98.09	1	410	410	100	100	2	419	430	0	809	2089
"1vlu.B"	"YOR323C"	89.86	390	434	0	9	44	390	89.86	2	391	391	99	99	2	435	457	0	730	1884
"1w1w.D"	"YFL008W"	86.43	172	199	14	3	13	177	88.94	142	327	327	100	57	1025	1223	1226	2e-107	340	873
"1w2w.M"	"YPR118W"	98.1	206	210	1	2	3	206	98.1	1	207	207	100	100	2	211	412	1e-141	404	1038
"1w7p.A"	"YPL002C"	100	213	213	0	0	0	213	100	1	213	213	100	100	20	232	234	4e-158	439	1129
"1w7p.C"	"YJR102C"	91.46	182	199	0	1	17	182	91.46	1	182	182	100	100	1	199	203	8e-131	367	943
"1w7p.D"	"YLR417W"	100	171	171	0	0	0	171	100	1	171	171	100	100	396	566	567	6e-120	352	903
"1wa5.B"	"YNL189W"	92.25	464	503	0	2	39	464	92.25	1	464	464	100	100	12	514	543	0	929	2400
"1wa5.C"	"YGL238W"	97.81	938	959	0	5	21	938	97.81	1	938	938	100	100	1	959	961	0	1864	4828
"1wpi.A"	"YKR049C"	100	133	133	0	0	0	133	100	1	133	133	100	100	1	133	134	3e-97	278	710
"1wpx.B"	"YLR178C"	93.15	204	219	0	2	15	204	93.15	1	204	204	100	100	1	219	220	6e-149	415	1066
"1x9x.B"	"YLR362W"	100	62	62	0	0	0	62	100	1	62	62	100	100	22	83	718	7e-37	129	324
"1xe7.B"	"YML079W"	97.4	187	192	0	1	5	187	97.4	1	187	188	99	99	10	201	202	3e-135	379	973
"1xtz.A"	"YOR095C"	100	240	240	0	0	0	240	100	1	240	246	98	98	19	258	259	7e-177	489	1259
"1y2y.A"	"YHR072W-A"	100	58	58	0	0	0	58	100	1	58	58	100	100	1	58	59	8e-38	120	302
"1y8m.A"	"YIL065C"	100	138	138	0	0	0	138	100	1	138	144	96	96	1	138	156	3e-101	289	739
"1yaa.D"	"YLR027C"	98.05	403	411	1	2	7	403	98.05	1	404	405	99	99	2	412	419	0	832	2148
"1yag.A"	"YFL039C"	100	372	372	0	0	0	372	100	1	372	372	100	100	4	375	376	0	775	2002
"1yat.A"	"YNL135C"	100	113	113	0	0	0	113	100	1	113	113	100	100	2	114	115	3e-78	228	580
"1ycd.B"	"YHR049W"	99.58	237	238	1	0	0	237	99.58	1	238	238	100	100	4	241	244	9e-177	488	1256
"1yfm.A"	"YPL262W"	97.82	449	459	1	1	9	450	98.04	1	450	450	100	100	27	485	489	0	922	2384
"1yfq.A"	"YOR026W"	100	341	341	0	0	0	341	100	1	341	342	99	99	1	341	342	0	699	1804
"1yga.B"	"YNR071C"	100	336	336	0	0	0	336	100	1	336	336	100	100	7	342	343	0	697	1799
"1ygh.B"	"YGR252W"	100	164	164	0	0	0	164	100	1	164	164	100	100	99	262	440	2e-119	346	888
"1ygp.B"	"YPR160W"	90.75	795	876	12	13	69	799	91.21	1	807	807	100	100	27	902	903	0	1544	3997
"1ym5.A"	"YHR029C"	100	293	293	0	0	0	293	100	1	293	294	99	99	2	294	295	0	606	1563
"1ynz.A"	"YPR154W"	98.25	56	57	1	0	0	57	100	1	57	57	100	100	56	112	216	6e-37	123	308
"1ypr.B"	"YOR122C"	100	125	125	0	0	0	125	100	1	125	125	100	100	2	126	127	1e-89	258	658
"1yrn.B"	"YCR096C"	100	78	78	0	0	0	78	100	1	78	78	100	100	37	114	120	4e-53	162	411
"1ysa.C"	"YEL009C"	100	56	56	0	0	0	56	100	2	57	57	98	98	226	281	282	2e-32	112	281
"1ysc.A"	"YMR297W"	100	421	421	0	0	0	421	100	1	421	421	100	100	112	532	533	0	880	2274
"1yws.A"	"YBL071W-A"	100	82	82	0	0	0	82	100	1	82	82	100	100	1	82	83	1e-55	167	424
"1z2g.A"	"YLL009C"	100	69	69	0	0	0	69	100	1	69	69	100	100	1	69	70	1e-44	139	349
"1z45.A"	"YBR019C"	97.68	673	689	1	2	15	674	97.82	1	674	674	100	100	11	699	700	0	1386	3588
"1z56.A"	"YGL090W"	100	77	77	0	0	0	77	100	1	77	77	100	100	159	235	422	4e-47	155	391
"1z56.C"	"YOR005C"	92.22	237	257	0	1	20	237	92.22	1	237	237	100	100	683	939	945	1e-163	479	1233
"1zb1.B"	"YPL084W"	99.73	366	367	1	0	0	366	99.73	1	367	367	100	100	1	367	845	0	761	1965
"1zc1.A"	"YGR048W"	100	208	208	0	0	0	208	100	1	208	208	100	100	1	208	362	1e-152	430	1105
"1zhi.B"	"YKR101W"	99.2	124	125	1	0	0	124	99.2	1	125	125	100	100	463	587	655	1e-83	258	660
"1zpu.F"	"YFL041W"	49.08	266	542	252	9	24	363	66.97	1	523	529	99	99	19	555	623	0	530	1366
"1zuy.B"	"YMR109W"	100	58	58	0	0	0	58	100	1	58	58	100	100	1088	1145	1220	1e-36	129	324
"1zvf.A"	"YJR025C"	99.43	174	175	1	0	0	174	99.43	2	176	176	99	99	1	175	178	2e-130	365	938
"1zw8.A"	"YJL056C"	95.31	61	64	3	0	0	61	95.31	1	64	64	100	100	578	641	881	2e-37	131	330
"1zyc.C"	"YDR283C"	86.84	198	228	0	2	30	198	86.84	74	271	271	99	73	768	995	1660	2e-128	400	1027
"1zyz.A"	"YER070W"	99.23	776	782	0	1	6	776	99.23	1	776	776	100	100	15	796	889	0	1624	4205
"2a08.A"	"YHR016C"	96.61	57	59	2	0	0	57	96.61	1	59	59	100	100	410	468	469	5e-35	122	305
"2a28.D"	"YHR114W"	100	52	52	0	0	0	52	100	3	54	54	100	96	582	633	634	5e-34	120	301
"2a4v.A"	"YIL010W"	98.08	153	156	3	0	0	154	98.72	1	156	156	100	100	59	214	216	3e-109	312	799
"2a6w.B"	"YLR080W"	100	219	219	0	0	0	219	100	1	219	219	100	100	54	272	445	4e-160	452	1164
"2a6y.A"	"YFL048C"	94.21	228	242	3	1	11	229	94.63	1	231	231	100	100	36	277	446	9e-166	468	1203
