ID	NAME	EQUATION	EC-NUMBER	GENE ASSOCIATION	LOWER BOUND	UPPER BOUND	OBJECTIVE	COMPARTMENT	MIRIAM	SUBSYSTEM	REPLACEMENT ID	NOTE	REFERENCE	CONFIDENCE SCORE
RXN3O-581	inositol phosphorylceramide synthase	Alpha-hydroxyphytoceramides[s] + L-1-phosphatidyl-inositols[s] => DIACYLGLYCEROL[s] + IPC[s]	ec-code/2.7.1	XP_001586848.1	0	1000				sphingolipid biosynthesis (yeast)				2
RXN3O-58	3-hexaprenyl-4-hydroxybenzoate monooxygenase	3-hexaprenyl-4-hydroxybenzoate[s] + oxygen[s] + 2 H+[s] + 2 Reduced-ferredoxins[s] => 3,4-dihydroxy-5-all-trans-hexaprenylbenzoate[s] + 2 Oxidized-ferredoxins[s] + H2O[s]	ec-code/1.14.15.M7	XP_001589384.1	0	1000				ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);superpathway of ubiquinol-6 biosynthesis (eukaryotic)				2
RXN3O-54	2-hexaprenyl-6-methoxy-1,4-benzoquinol C-methyltransferase	2-methoxy-6-all trans-hexaprenyl-1,4-benzoquinol[s] + S-ADENOSYLMETHIONINE[s] => 6-methoxy-3-methyl-2-all-trans-hexaprenyl-1,4-benzoquinol[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.201	XP_001596001.1	0	1000			kegg.reaction/R04990;rhea/28286	ubiquinol-6 biosynthesis from 4-hydroxybenzoate (eukaryotic);ubiquinol-6 biosynthesis from 4-aminobenzoate (yeast);ubiquinol-6 bypass biosynthesis (eukaryotic)				2
RXN-16088	andilesin D reductase	andilesin D[s] + Donor-H2[s] => Acceptor[s] + andilesin A[s]	ec-code/1.1.99	XP_001594292.1 or XP_001596597.1	0	1000				anditomin biosynthesis			pubmed/25216349	2
RXN3O-470	acetoin synthase	2 acetaldehyde[s] => ACETOIN[s]		XP_001587745.1	0	1000				pyruvate fermentation to acetoin III				2
KYNURENINASE-RXN	kynureninase;kynurenine hydrolase	L-kynurenine[s] + H2O[s] => anthranilate[s] + L-alanine[s] + H+[s]	ec-code/3.7.1.3	XP_001590483.1	0	1000			rhea/16814;kegg.reaction/R00987	L-tryptophan degradation XI (mammalian, via kynurenine);L-tryptophan degradation I (via anthranilate)				2
RXN3O-4113	tyrosol dehydrogenase;tyrosol:NAD+oxidoreductase	(4-hydroxyphenyl)acetaldehyde[s] + NADH[s] + H+[s] => 4-tyrosol[s] + NAD+[s]	ec-code/1.1.1.1	XP_001585525.1	0	1000			kegg.reaction/R04304	salidroside biosynthesis;L-tyrosine degradation III				2
RXN-16080	epoxyfarnesyl-5,7-dihydroxy-4,6-dimethylphthalide synthase	farnesyl-5,7-dihydroxy-4,6-dimethylphthalide[s] + Donor-H2[s] + oxygen[s] => Acceptor[s] + epoxyfarnesyl-5,7-dihydroxy-4,6-dimethylphthalide[s] + H2O[s]	ec-code/1.14.13	XP_001589518.1	0	1000				anditomin biosynthesis			pubmed/25216349	2
KETOGLUTREDUCT-RXN	2-oxoglutarate reductase;2-oxoglutarate reductase ((R)-2-hydroxyglutarate-forming)	NAD+[s] + (R)-2-hydroxyglutarate[s] <=> 2-oxoglutarate[s] + NADH[s] + H+[s]	ec-code/1.1.1.399	XP_001598108.1	-1000	1000			kegg.reaction/R11337;rhea/49615	L-glutamate degradation V (via hydroxyglutarate)				2
RXN-16072	3,5-dimethylorsellinate synthase	acetyl-CoA[s] + 3 malonyl-CoA[s] + 2 S-ADENOSYLMETHIONINE[s] => 2 S-adenosyl-L-homocysteine[s] + 3 CO2[s] + 4 coenzyme A[s] + 3,5-dimethylorsellinate[s]	ec-code/2.3.1	XP_001592865.1	0	1000			rhea/49629	anditomin biosynthesis				2
RXN3O-227	C-22 sterol desaturase	ergosta-5,7,24(28)-trien-3beta-ol[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => ergosta-5,7,22,24(28)-tetraen-3-beta-ol[s] + Ox-NADPH-Hemoprotein-Reductases[s] + 2 H2O[s]	ec-code/1.14.19.41	XP_001589199.1	0	1000			rhea/33468;kegg.reaction/R07506	ergosterol biosynthesis I				2
RXN3O-218	C-5 sterol desaturase;episterol C-5 desaturase;epi-sterol-desaturase	episterol[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => ergosta-5,7,24(28)-trien-3beta-ol[s] + 2 FERRICYTOCHROME-B5[s] + 2 H2O[s]	ec-code/1.14.19.20	XP_001590200.1	0	1000			rhea/33464;kegg.reaction/R07505;kegg.reaction/R07491	plant sterol biosynthesis;ergosterol biosynthesis I				2
RXN3O-203	C-8 sterol isomerase	fecosterol[s] => episterol[s]		XP_001592497.1	0	1000			rhea/33436;kegg.reaction/R07497	ergosterol biosynthesis I				2
RXN3O-178	SAM:C-24 sterol methyltransferase	S-ADENOSYLMETHIONINE[s] + zymosterol[s] => S-adenosyl-L-homocysteine[s] + fecosterol[s] + H+[s]	ec-code/2.1.1.41	XP_001595378.1	0	1000			rhea/21129;kegg.reaction/R04427	ergosterol biosynthesis I				2
RXN3O-1380	sphinganine 4-hydroxylase;sphinganine C4-hydroxylase	D-erythro-sphinganine[s] + 2 FERROCYTOCHROME-B5[s] + oxygen[s] + 2 H+[s] => 2 FERRICYTOCHROME-B5[s] + phytosphingosine[s] + H2O[s]	ec-code/1.14.18.5	XP_001586534.1 or XP_001588121.1	0	1000			rhea/33522;kegg.reaction/R06525	sphingolipid biosynthesis (plants);sphingolipid biosynthesis (yeast)				2
RXN-16000	L-allo-threonine dehydrogenase	L-allo-threonine[s] + NADP+[s] => L-2-amino-3-oxobutanoate[s] + NADPH[s] + H+[s]		XP_001585237.1	0	1000			rhea/30056					2
ISOCITRATE-DEHYDROGENASE-NAD+-RXN	isocitrate dehydrogenase;NAD+-dependent isocitrate dehydrogenase	NAD+[s] + D-threo-isocitrate[s] => 2-oxoglutarate[s] + CO2[s] + NADH[s]	ec-code/1.1.1.286;ec-code/1.1.1.41	XP_001589323.1 or XP_001594353.1	0	1000			rhea/23632;kegg.reaction/R00709	TCA cycle II (plants and fungi);TCA cycle III (animals);L-glutamine biosynthesis III				2
ISOCIT-CLEAV-RXN	isocitrate lyase	D-threo-isocitrate[s] <=> glyoxylate[s] + succinate[s]	ec-code/4.1.3.1	XP_001593473.1 or XP_001593548.1	-1000	1000			rhea/13248;kegg.reaction/R00479	TCA cycle V (2-oxoglutarate:ferredoxin oxidoreductase);TCA cycle IV (2-oxoglutarate decarboxylase);glyoxylate cycle				2
IMPCYCLOHYDROLASE-RXN	inosine monophosphate cyclohydrolase;IMP cyclohydrolase	IMP[s] + H2O[s] <=> 5-formamido-1-(5-phospho-D-ribosyl)-imidazole-4-carboxamide[s]	ec-code/3.5.4.10	XP_001586294.1	-1000	1000			rhea/18448;kegg.reaction/R01127	inosine-5'-phosphate biosynthesis III;inosine-5'-phosphate biosynthesis I;inosine-5'-phosphate biosynthesis II				2
IMP-DEHYDROG-RXN	IMP dehydrogenase;inosine-5'-monophosphate dehydrogenase;inosine 5'-monophosphate dehydrogenase	IMP[s] + NAD+[s] + H2O[s] <=> NADH[s] + H+[s] + XMP[s]	ec-code/1.1.1.205	XP_001587025.1	-1000	1000			rhea/11711;kegg.reaction/R01130	guanosine ribonucleotides de novo biosynthesis;inosine 5'-phosphate degradation;adenosine nucleotides degradation I				2
IMIDPHOSDEHYD-RXN	imidazoleglycerol-phosphate dehydratase;imidazoleglycerolphosphate dehydratase;imidazoleglycerol phosphate dehydratase	D-erythro-imidazole-glycerol-phosphate[s] => imidazole acetol-phosphate[s] + H2O[s]	ec-code/4.2.1.19	XP_001598349.1	0	1000			rhea/11041;kegg.reaction/R03457	L-histidine biosynthesis				2
RXN-15920	L-gulonate 5-dehydrogenase	L-gulonate[s] + NAD+[s] => FRUCTURONATE[s] + NADH[s] + H+[s]	ec-code/1.1.1.380	XP_001589694.1	0	1000				L-gulonate degradation				2
HYPOXANPRIBOSYLTRAN-RXN	hypoxanthine phosphoribosyltransferase	hypoxanthine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => IMP[s] + diphosphate[s]	ec-code/2.4.2.8	XP_001594841.1	0	1000			rhea/17973;kegg.reaction/R01132	adenine salvage;adenine and adenosine salvage III				2
RXN-15881	cysteine desulfurase;L-cysteine desulfurase	L-cysteine[s] + L-Cysteine-Desulfurases[s] => L-alanine[s] + Persulfurated-L-cysteine-desulfurases[s]	ec-code/2.8.1.7	XP_001598849.1	0	1000				[2Fe-2S] iron-sulfur cluster biosynthesis				2
RXN-15855	syringaldehyde dehydrogenase	syringaldehyde[s] + NAD+[s] + H2O[s] => syringate[s] + NADH[s] + 2 H+[s]	ec-code/1.2.1	XP_001592201.1	0	1000							pubmed/24916011	2
HYDROXYMETHYLGLUTARYL-COA-SYNTHASE-RXN	hydroxymethylglutaryl CoA synthase;hydroxymethylglutaryl-CoA synthase;hydroxymethyl glutaryl-CoA synthase	acetoacetyl-CoA[s] + acetyl-CoA[s] + H2O[s] <=> (S)-3-hydroxy-3-methylglutaryl-CoA[s] + coenzyme A[s] + H+[s]	ec-code/2.3.3.10	XP_001584664.1 or XP_001588197.1	-1000	1000			rhea/10191;kegg.reaction/R01978	mevalonate pathway III (archaea);mevalonate pathway I;ferrichrome A biosynthesis;isoprene biosynthesis II (engineered);ketogenesis;mevalonate pathway II (archaea)				2
HYDROXYMETHYLGLUTARYL-COA-LYASE-RXN	hydroxymethylglutaryl-CoA lyase	(S)-3-hydroxy-3-methylglutaryl-CoA[s] => acetoacetate[s] + acetyl-CoA[s]	ec-code/4.1.3.4	XP_001588234.1	0	1000			rhea/24405;kegg.reaction/R01360	mevalonate degradation;L-leucine degradation I;ketogenesis				2
RXN1F-166	gibberellin A4  hydroxylase	gibberellin A4[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => gibberellin A1[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]	ec-code/1.14.14	XP_001589514.1 or XP_001589913.1	0	1000				gibberellin biosynthesis IV (Gibberella fujikuroi)				2
RXN-15843	25S rRNA (cytosine2870-C5)-methyltransferase	Cytosine2870-in-25S-rRNA[s] + S-ADENOSYLMETHIONINE[s] => 5-methylcytosine2870-in-25S-rRNA[s] + S-adenosyl-L-homocysteine[s] + H+[s]	ec-code/2.1.1.310	XP_001597896.1	0	1000			rhea/43177					2
RXN-15842	18S rRNA (guanine1575-N7)-methyltransferase	Guanine1575-in-18StRNAs[s] + S-ADENOSYLMETHIONINE[s] => S-adenosyl-L-homocysteine[s] + N7-methylGuanine1575-in-18StRNAs[s]	ec-code/2.1.1.309	XP_001594354.1	0	1000								2
RXN-15836	alpha-cyclopiazonate hydroxylase	alpha-cyclopiazonate[s] + oxygen[s] + Red-NADPH-Hemoprotein-Reductases[s] => 2-oxocyclopiazonate[s] + Ox-NADPH-Hemoprotein-Reductases[s] + H2O[s]	ec-code/1.14.14	XP_001584554.1 or XP_001585063.1 or XP_001593289.1 or XP_001598931.1	0	1000				alpha-cyclopiazonate detoxification			pubmed/5143339	2
RXN-15820	4,2'-dihydroxy-3,3'-dimethoxy-5'-(2''-carboxyvinyl)stilbene dioxygenase	4,2'-dihydroxy-3,3'-dimethoxy-5'-(2''-carboxyvinyl)stilbene[s] + oxygen[s] => 5-formylferulate[s] + vanillin[s]	ec-code/1.13.11	XP_001587035.1	0	1000				(-)-dehydrodiconiferyl alcohol degradation			pubmed/24916011	2
RXN-15819	(-)-dehydrodiconiferyl aldehyde dehydrogenase	(-)-dehydrodiconiferyl aldehyde[s] + NAD+[s] + H2O[s] => (-)-dehydrodiconiferyl acid[s] + NADH[s] + 2 H+[s]	ec-code/1.2.1	XP_001592201.1	0	1000				(-)-dehydrodiconiferyl alcohol degradation			pubmed/24916011	2
HOMOSERINE-O-ACETYLTRANSFERASE-RXN	homoserine O-acetyltransferase	acetyl-CoA[s] + L-homoserine[s] <=> coenzyme A[s] + O-acetyl-L-homoserine[s]	ec-code/2.3.1.31	XP_001595217.1 or XP_001596504.1	-1000	1000			rhea/13704;kegg.reaction/R01776	L-homocysteine biosynthesis				2
HOMOSERDEHYDROG-RXN	homoserine dehydrogenase	L-aspartate 4-semialdehyde[s] + NADH-P-OR-NOP[s] + H+[s] => L-homoserine[s] + NAD-P-OR-NOP[s]	ec-code/1.1.1.3	XP_001584655.1	0	1000			rhea/15759;kegg.reaction/R01773;kegg.reaction/R01775	L-homoserine biosynthesis				2
RXN-15775	diphthine synthase	2-3-CARBOXY-3-AMINOPROPYL-L-HISTIDINE[s] + 4 S-ADENOSYLMETHIONINE[s] => 4 S-adenosyl-L-homocysteine[s] + Diphthine-methyl-ester-EF2[s] + 3 H+[s]	ec-code/2.1.1.314	XP_001589195.1	0	1000			rhea/42653	diphthamide biosynthesis II (eukaryotes)			pubmed/15485916	2
HOMOGENTISATE-12-DIOXYGENASE-RXN	homogentisate 1,2-dioxygenase;homogentisate dioxygenase;homogentisate oxygenase	homogentisate[s] + oxygen[s] => 4-maleyl-acetoacetate[s] + H+[s]	ec-code/1.13.11.5	XP_001592632.1	0	1000			rhea/15450;kegg.reaction/R02519	L-tyrosine degradation I				2
RXN-15761	sodium dodecyl sulfatase	dodecyl sulfate[s] + H2O[s] => 1-dodecanol[s] + H+[s] + sulfate[s]	ec-code/3.1.6	XP_001587656.1	0	1000								2
HOMOCYSMET-RXN	cobalamin-independent homocysteine transmethylase;cobalamin-independent methionine synthase;5-methyltetrahydropteroyltriglutamate:homocysteine S-methyltransferase;homocysteine methyltransferase	5-methyltetrahydropteroyl tri-L-glutamate[s] + L-homocysteine[s] <=> tetrahydropteroyl tri-L-glutamate[s] + L-methionine[s]	ec-code/2.1.1.14	XP_001588472.1	-1000	1000			rhea/21199;kegg.reaction/R04405	L-methionine biosynthesis II (plants);L-methionine biosynthesis I;L-methionine biosynthesis III;S-adenosyl-L-methionine cycle I;S-adenosyl-L-methionine cycle II				2
HOMOCITRATE-SYNTHASE-RXN	(R)-homocitrate synthase	2-oxoglutarate[s] + acetyl-CoA[s] + H2O[s] <=> coenzyme A[s] + (2R)-homocitrate[s] + H+[s]	ec-code/2.3.3.14	XP_001584693.1	-1000	1000			rhea/12932;kegg.reaction/R00271	FeMo cofactor biosynthesis;L-lysine biosynthesis IV;coenzyme B biosynthesis;L-lysine biosynthesis V				2
HISTOLDEHYD-RXN	histidinol dehydrogenase	histidinol[s] + NAD+[s] <=> histidinal[s] + NADH[s] + H+[s]		XP_001587239.1	-1000	1000			rhea/33799;kegg.reaction/R03012	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
RXN0-901	xanthine:NAD+ oxidoreductase;xanthine dehydrogenase	NAD+[s] + H2O[s] + xanthine[s] <=> NADH[s] + H+[s] + urate[s]	ec-code/1.17.1.4	XP_001584737.1 or XP_001590688.1	-1000	1000			rhea/16672;kegg.reaction/R02103	purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);theophylline degradation;caffeine degradation III (bacteria, via demethylation);inosine 5'-phosphate degradation;adenosine nucleotides degradation II;guanosine nucleotides degradation III;guanosine nucleotides degradation I;guanosine nucleotides degradation II;adenosine nucleotides degradation I				2
HISTALDEHYD-RXN	histidinol dehydrogenase;histidinal dehydrogenase	histidinal[s] + NAD+[s] + H2O[s] => L-histidine[s] + NADH[s] + 2 H+[s]		XP_001587239.1	0	1000			rhea/33804;kegg.reaction/R01163	L-histidine biosynthesis			pubmed/8037463;pubmed/22303266	2
RXN-15722	monacolin J acid dimethylbutanoate transferase	monacolin J acid[s] + 2-dimethylbutanoyl-S-methyl-mercaptopropanoate[s] <=> methyl-mercaptopropanoate[s] + simvastatin acid[s]	ec-code/2.3.1	XP_001597543.1	-1000	1000							pubmed/19875080	2
RXN-15718	2-methylbutanoate polyketide synthase	Holo-LovF[s] + 2 malonyl-CoA[s] + 2 NADPH[s] + 3 H+[s] + S-ADENOSYLMETHIONINE[s] => 2-methylbutanoyl-LovF[s] + S-adenosyl-L-homocysteine[s] + 2 CO2[s] + 2 coenzyme A[s] + 2 NADP+[s] + H2O[s]	ec-code/2.3.1.244	XP_001594320.1	0	1000			rhea/42853	lovastatin biosynthesis				2
HEMEOSYN-RXN	heme o synthase;heme O synthase	(2E,6E)-farnesyl diphosphate[s] + ferroheme b[s] + H2O[s] => ferroheme o[s] + diphosphate[s]	ec-code/2.5.1.141	XP_001594298.1	0	1000			rhea/28071;kegg.reaction/R07411	heme a biosynthesis				2
RXN-15694	monacolin J acid methylbutanoate transferase	2-methylbutanoyl-LovF[s] + monacolin J acid[s] => lovastatin acid[s] + Holo-LovF[s]	ec-code/2.3.1.238	XP_001597543.1	0	1000			rhea/43065	lovastatin biosynthesis				2
H2PTEROATESYNTH-RXN	(2-amino-4-hydroxy-7,8-dihydropteridin-6-yl)methyl-diphosphate:4-aminobenzoate 2-amino-4-hydroxydihydropteridine-6-methenyltransferase;dihydropteroate synthase	(7,8-dihydropterin-6-yl)methyl diphosphate[s] + 4-aminobenzoate[s] => 7,8-dihydropteroate[s] + diphosphate[s]	ec-code/2.5.1.15	XP_001584567.1	0	1000			rhea/19950;kegg.reaction/R03067	tetrahydrofolate biosynthesis				2
GUANYL-KIN-RXN	GMP kinase;guanylate kinase	ATP[s] + GMP[s] <=> ADP[s] + GDP[s]	ec-code/2.7.4.8	XP_001588384.1	-1000	1000			rhea/20780;kegg.reaction/R00332	guanosine ribonucleotides de novo biosynthesis				2
RXN0-7141	D-ribulose 5-phosphate 1-dehydrogenase	NADH[s] + H+[s] + D-ribulose 5-phosphate[s] => 1-deoxy-D-xylulose 5-phosphate[s] + NAD+[s] + H2O[s]	ec-code/1.17.1	XP_001594806.1 or XP_001598062.1	0	1000							pubmed/25326299	2
GUANPRIBOSYLTRAN-RXN	guanine phosphoribosyltransferase	guanine[s] + 5-phospho-alpha-D-ribose 1-diphosphate[s] => GMP[s] + diphosphate[s]	ec-code/2.4.2.8	XP_001594841.1	0	1000			rhea/25427;kegg.reaction/R01229	guanine and guanosine salvage;guanine and guanosine salvage II				2
GUANINE-DEAMINASE-RXN	guanine deaminase	guanine[s] + H+[s] + H2O[s] => ammonium[s] + xanthine[s]	ec-code/3.5.4.3	XP_001585960.1 or XP_001597082.1	0	1000			rhea/14666;kegg.reaction/R01676	purine nucleobases degradation II (anaerobic);purine nucleobases degradation I (anaerobic);guanosine nucleotides degradation III;guanosine nucleotides degradation II				2
GUANIDINOBUTYRASE-RXN	guanidinobutyrase;guanidinobutyrate amidinohydrolase	4-guanidinobutanoate[s] + H2O[s] => 4-aminobutanoate[s] + urea[s]	ec-code/3.5.3.7	XP_001585486.1 or XP_001593782.1	0	1000			rhea/19502;kegg.reaction/R01990	L-arginine degradation XII;L-arginine degradation IX (arginine:pyruvate transaminase pathway);L-arginine degradation VIII (arginine oxidase pathway);L-arginine degradation X (arginine monooxygenase pathway)				2
GTP-CYCLOHYDRO-II-RXN	GTP cyclohydrolase II	GTP[s] + 3 H2O[s] => 2,5-diamino-6-(5-phospho-D-ribosylamino)pyrimidin-4(3H)-one[s] + formate[s] + diphosphate[s] + 2 H+[s]	ec-code/3.5.4.25	XP_001598971.1	0	1000			rhea/23705;kegg.reaction/R00425	toxoflavin biosynthesis;6-hydroxymethyl-dihydropterin diphosphate biosynthesis III (Chlamydia);flavin biosynthesis III (fungi);flavin biosynthesis I (bacteria and plants)				2
